,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
L035T,0.85131457111131,0.932786507778821,1.05942839868786,0.862068484547396,0.932308609293039,0.857858340495142,1.17290812137295,0.985931429333052,0.803621570393619,1.01891818092144,0.603849991351984,1.03274238337262,0.862415810563591,1.07798351917118,0.849319299407079,0.664717314850833,1.11163823957357,0.784970664793596,1.14489232222275,0.985293216493431,0.781483253457218,0.626320349711894,1.02954217415855,0.895177581528958,0.86692663348623,0.912615963214812,0.59948961146919,0.819753165998914
L037T,0.768654816111451,0.897712165249393,1.11549261793826,0.954691845267859,0.95155029502513,0.903533768564359,1.17514340686171,1.03903118644782,0.762067834291924,1.00416340234946,0.563388371153888,1.02054009477484,0.880330819687867,1.06253743127725,0.84757628091066,0.769848787548882,1.09955665193428,0.754220446879388,1.08500270522879,0.998064260187584,0.752309777855833,0.740036859047824,1.03229882330704,0.929518000261386,0.84977221004566,0.956775336521202,0.736925309206993,0.799422850358252
L038T,0.44211831446617,0.843496605308698,0.972513808892134,0.949809622690131,0.9442603524416,0.833926934974675,1.129025413639,0.95825767414825,0.797932650800647,0.902581461111742,0.572234028059319,1.01648277317467,0.55785265382093,1.04788758724748,0.72754906144901,0.620751294110072,0.936531306706667,0.798899484381566,1.14055427862389,0.949313646337234,0.713578615149769,0.512167228424524,0.998732387747586,0.860710506855719,0.782314484911518,0.821418431982452,0.683412886802301,0.842960688231727
L039T,0.765282444763639,0.847643535775639,1.06287199917477,0.977958227559992,0.987579556753601,0.849164828336035,1.17284081940059,1.02943062294137,0.874312640438103,1.00577878081853,0.601068843679313,1.01179212833255,0.783705884350118,1.04875958673868,0.816952295517005,0.769351288469403,1.0925178516117,0.780248504300968,1.12809053650894,0.972199153320503,0.770459429296568,0.660343105832276,1.0373931352238,0.867646804550631,0.865340219925391,0.915633101824644,0.646767330938828,0.825700114777706
L040T,0.804778611411154,0.910714853595104,1.07130290228016,0.911499958849379,0.972533321647351,0.846922355224458,1.13431976067237,0.977763734616578,0.87849906275262,1.00444761648835,0.612955261795922,1.05745504595145,0.830015075571102,1.05756833404726,0.830540460379226,0.771232096782836,1.0815786630175,0.762923718098518,1.14450897516608,0.993045352672316,0.797813358198106,0.767414659761654,1.04859354136694,0.929651651753922,0.865394904505808,0.896042966116047,0.630592287023299,0.905080419517939
L041T,1.02463809670173,1.02713078676103,1.16260527314383,0.985377537462755,0.939798510354749,0.855562541517144,1.20046211595567,0.969763222974927,0.886026767442077,1.05478656552596,0.638969149347408,1.00164766130447,1.03075950363574,1.04347655697069,0.820142306163589,0.730818876566148,1.13964806445356,0.84436771963057,1.17583833138715,0.971587204877855,0.797604669087315,0.596057380965062,1.03576227298952,0.871984993411238,0.870889891134624,0.955127771478145,0.678673095114419,0.861858890987729
L042T,0.366957108731275,0.896624257708475,0.889672135242148,0.890461209947038,0.894783845010897,0.726552675780093,1.10954838330995,0.966045266818955,0.84214111251706,0.83215915610483,0.434918795867087,1.00262369596065,0.619744316878791,1.04007323448659,0.712437585971861,0.552248510764817,0.962821523719575,0.800640987853998,1.10928657533355,0.846016668138733,0.666429190309829,0.637952233516296,1.01037986299752,0.768707421182542,0.785776971435463,0.825596881856445,0.624687285216257,0.837175721280404
L076T,0.489367269835252,0.872155571356713,1.05428335185122,0.853746090145269,0.958134405533689,0.83028415759033,1.10594340856819,0.97816138769674,0.727948974352398,0.923660139469687,0.491613797452629,0.988728296906711,0.685197566099069,1.06095233573072,0.669238429185937,0.558724026839489,0.98548111386545,0.747074539818664,1.12029590739083,0.970930331369261,0.72732734473955,0.576509733388051,0.947883123765974,0.705293667913127,0.76445481048795,0.894370182900029,0.677552446224001,0.826247454349563
L044T,0.70975552143773,0.868105646091149,1.066945789493,0.892658475235228,0.963601793048504,0.82962396716143,1.15741700601508,1.03776777159408,0.861555581842487,1.0161160029078,0.541264563031979,1.01090620296534,0.740769357816662,1.06757869503729,0.802792629472763,0.765724472620149,1.08246667553031,0.779718287560682,1.15205256254222,0.99630723967087,0.766375023177429,0.577694337811572,1.03102734874197,0.901033568925275,0.83260183748845,0.931605126211676,0.70760375248737,0.814905464286501
L045T,0.772994267368793,0.885022390126799,1.03521930569083,0.869218684592,0.957049637518393,0.83972621996353,1.14561814210397,1.02416288680255,0.828077575358404,0.943436979683495,0.474802333377846,0.986794205044415,0.792248280236394,1.0330168171879,0.763340501635198,0.654091364614247,1.00416305122428,0.791123802631063,1.09601925739804,0.979662351643451,0.739021959534634,0.579572093807065,1.01969497774331,0.809801272596729,0.806596501904063,0.883909481319601,0.660779473018397,0.846351566529148
L046T,0.606330723177907,0.877480878457403,1.00960493595178,0.829964844905092,0.926647233911523,0.880176034454872,1.12761964762587,0.949142088138459,0.738908464164269,0.899371003409759,0.524821566218204,1.01173973401605,0.654901671937624,1.01304192045737,0.671301996307922,0.613957178934245,0.92941103212601,0.778947487862582,1.11606706787367,0.940167171699998,0.742057039256159,0.591647188052067,1.02949754812766,0.784941608344125,0.795802730924381,0.830137128925171,0.58817998877714,0.846351243528486
L047T,0.679117266147242,0.967330862714142,1.04281517746474,0.916070268791323,0.937749722350288,0.761005687405484,1.13299935941406,1.04880167086481,0.804313590776299,0.926982245669242,0.453705025118945,0.997287878278068,0.824065940479745,1.05083324111314,0.74012854127222,0.703826560417497,1.03531059257881,0.839526906815781,1.1290709592219,0.91367455789137,0.708453763897812,0.532259168936917,1.02229737287822,0.866831141216555,0.835732035348153,0.847717042686019,0.65850593448312,0.893842753839681
L048T,0.892745663551581,0.939122055311856,1.11148048140817,0.960296879417723,0.968402308191297,0.837495033157559,1.15610255564181,1.0516814997285,0.830901192134694,1.0552892733295,0.636392920536518,1.03962911217354,0.858712018803178,1.06575297140433,0.855197762521192,0.712695831513057,1.14161098799959,0.77428807667597,1.1667640293683,0.973903084061957,0.765328515652828,0.720181742520251,1.03208700363222,0.934664830175025,0.836827905128011,0.916043306200644,0.706860395783738,0.890691493095132
L052T,0.798164911539075,1.0957620672352,1.12075959605834,0.917461661578427,0.971975770104581,0.797876074037863,1.1572205779884,0.978365345055144,0.875842930337026,0.99459020032022,0.5988147072175,0.946682040278706,0.934135573648623,1.03584583305053,0.792324618334217,0.664287665033906,1.09063552885383,0.80799872861058,1.09289828366107,0.903618099753686,0.765344926275693,0.38583851618865,0.988286064467596,0.952416572436963,0.827459556416074,0.895301249786172,0.745710513201668,0.879641198412067
L056T,0.828321753744843,0.968367713108618,1.0697893731271,0.922912032455224,0.953504158095477,0.803025253445336,1.16481512689292,1.01833624073778,0.866934129538379,0.977061331531911,0.542573076963792,1.04434141572431,0.845593629546311,1.03515708492105,0.796162386414525,0.760492588157967,1.0471836058316,0.836271356024124,1.12548908277497,0.956391504095835,0.738126427596454,0.602228246868573,1.02630520815505,0.892719640496777,0.832070954827059,0.915936737607106,0.686024378469791,0.909679841209982
