,IDO1,CD274,HAVCR2,PDCD1,CTLA4,LAG3,PDCD1LG2
IDO1,1,0.241503293713149,0.425303344459844,0.614986221287004,0.662831997760437,0.0619723731313464,0.271299722691885
CD274,0.241503293713149,1,0.38693027731607,0.188808986520518,0.281570130096769,0.143836934651387,0.56308284489546
HAVCR2,0.425303344459844,0.38693027731607,1,0.37571081156103,0.474205880569983,0.20797830461027,0.488618668532937
PDCD1,0.614986221287004,0.188808986520518,0.37571081156103,1,0.752705481209333,0.224467657128322,0.277833184779844
CTLA4,0.662831997760437,0.281570130096769,0.474205880569983,0.752705481209333,1,0.0296739539330219,0.210674575063394
LAG3,0.0619723731313464,0.143836934651387,0.20797830461027,0.224467657128322,0.0296739539330219,1,0.323523751202869
PDCD1LG2,0.271299722691885,0.56308284489546,0.488618668532937,0.277833184779844,0.210674575063394,0.323523751202869,1
