"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN","GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN","GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN",79,0.718372362667138,2.44120910155805,1e-10,7.76268656716418e-09,6.74469756480754e-09,1785,"tags=62%, list=14%, signal=54%","1033/51514/7153/9787/983/64151/699/9833/701/9133/11004/991/332/990/146909/56992/6241/10403/79019/55165/890/9319/8318/9134/9837/55388/11130/8836/898/79075/29127/5427/993/5984/4175/3832/4085/51053/4173/10635/2237/4436/7083/1111/4171/3953/11339/5983/7504"
"ISHIDA_E2F_TARGETS","ISHIDA_E2F_TARGETS","ISHIDA_E2F_TARGETS",47,0.791682822614942,2.43514197464887,1e-10,7.76268656716418e-09,6.74469756480754e-09,1456,"tags=64%, list=11%, signal=57%","7153/79733/983/699/29089/9232/4288/9133/11004/991/54443/9212/6241/891/83879/890/9319/81620/55723/898/2146/23397/3930/5888/3925/1763/3838/2237/1031/7083"
"VECCHI_GASTRIC_CANCER_EARLY_UP","VECCHI_GASTRIC_CANCER_EARLY_UP","VECCHI_GASTRIC_CANCER_EARLY_UP",371,0.585445855048969,2.43003232285426,1e-10,7.76268656716418e-09,6.74469756480754e-09,1828,"tags=41%, list=14%, signal=36%","56667/3934/3206/7546/4751/79838/1033/11074/83540/259266/51514/1063/1058/7153/55612/24137/55635/9787/79733/55872/983/64151/4605/9928/699/7272/2984/6696/29089/221150/9232/11065/9833/5266/4288/701/9133/10112/991/332/990/54443/146909/56992/120224/157313/6241/3161/10403/891/51512/2305/56704/79019/83879/29128/55789/113130/55165/890/9319/29028/10815/10675/64105/6790/9837/55388/114907/286128/11130/8836/898/724102/3315/2571/80139/144455/83481/2146/7203/55722/79075/387103/157570/3159/29127/1894/6535/65265/1015/4102/25788/3673/55215/55771/55353/286077/60674/64946/57181/25902/4085/84883/22974/286676/1945/407975/6281/7277/2177/4173/10410/23513/80336/6132/1116/26586/91107/3783/25879/55630/10635/2237/1366/57559/7083/28991/54732/5202/3336/23120/3909/4830/84296/1520/84733/29899/6648/23212/28998/10808/27301/126375/137695/1111/4171/580/5983/9903/8847/5017/1943"
"MORI_IMMATURE_B_LYMPHOCYTE_DN","MORI_IMMATURE_B_LYMPHOCYTE_DN","MORI_IMMATURE_B_LYMPHOCYTE_DN",84,0.70400088563915,2.40728852874979,1e-10,7.76268656716418e-09,6.74469756480754e-09,967,"tags=43%, list=8%, signal=40%","128239/4751/1033/51514/1058/55355/7153/9787/79733/983/7272/11065/9833/4288/9133/991/6241/10403/891/3833/83879/113130/83461/890/8318/91687/8438/55388/10267/2146/23397/7371/7295/4175/5888/3925"
"MORI_LARGE_PRE_BII_LYMPHOCYTE_UP","MORI_LARGE_PRE_BII_LYMPHOCYTE_UP","MORI_LARGE_PRE_BII_LYMPHOCYTE_UP",78,0.705980902543105,2.39793300931811,1e-10,7.76268656716418e-09,6.74469756480754e-09,2003,"tags=54%, list=16%, signal=46%","1033/51514/1058/55355/7153/79733/983/4605/7272/9833/4288/9133/991/6241/10403/1062/891/9493/83879/113130/83461/890/6790/91687/55723/10267/23397/3159/29127/7295/4175/3925/3838/64710/1031/4001/27338/4171/5885/3978/4172/2030"
"GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP",157,0.637338385160125,2.39636010253397,1e-10,7.76268656716418e-09,6.74469756480754e-09,1785,"tags=48%, list=14%, signal=42%","4751/1033/259266/1063/1058/7153/24137/9787/79733/55872/983/64151/699/7272/11065/9833/701/9133/10112/11004/57405/991/332/990/9212/146909/56992/6241/3161/10403/891/79019/55165/890/9319/8318/9134/6790/9837/55388/11130/8836/898/2146/8317/79075/7503/29127/1894/55215/5427/5984/9700/4000/3832/4085/5888/3925/22974/27306/51053/10615/4173/3838/27347/10635/2237/7083/84986/27338/1111/4171/3953/11339/5983/7504"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",107,0.669158585315829,2.39416344461488,1e-10,7.76268656716418e-09,6.74469756480754e-09,1756,"tags=40%, list=14%, signal=35%","83540/220134/1063/1058/983/699/701/9133/11004/57405/991/332/9212/2491/54821/10403/1062/5347/891/81930/79019/147841/113130/55143/64105/91687/11130/1780/5525/7280/64946/4085/80086/7277/9735/79172/25909/7278/55746/25936/6232/11243/5885"
"DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP","DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP",286,0.590724236699915,2.37193992662542,1e-10,7.76268656716418e-09,6.74469756480754e-09,1737,"tags=45%, list=14%, signal=40%","128239/9156/771/259266/51514/7153/24137/9787/79733/55872/983/64151/4605/699/7272/29089/221150/9232/11065/9833/10024/4288/701/9133/11004/332/990/54443/79801/9212/2491/641/157313/6241/5347/51512/2305/3833/56704/79019/1869/9493/83879/147841/374393/8614/29128/55789/113130/6941/55165/890/1870/7516/9319/81620/29028/10721/8318/9134/6790/9824/91687/8438/9837/55388/55723/9401/3070/11130/79968/8836/63967/8208/144455/79075/23397/157570/10293/29127/9088/4277/6491/25788/55215/5427/55771/5984/4175/9700/2717/3832/1836/11169/5888/3925/81610/22974/284403/51053/79915/10615/1763/54898/2177/4173/55835/9735/55157/79172/6584/124222/84187/1509/2237/54058/7083/10733/5933/4603/4830/23649/7517/91057/1786/4001/144404/1111/4171/580"
"REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS",230,0.58885460582221,2.32675630759327,1e-10,7.76268656716418e-09,6.74469756480754e-09,2974,"tags=43%, list=23%, signal=33%","995/83540/220134/9156/1063/1058/983/699/11065/701/9133/11004/57405/991/332/990/9212/2491/641/2810/54821/10403/1062/5347/891/51512/81930/79019/147841/890/55143/8318/9134/64105/91687/55388/11130/63967/898/1780/8317/5525/9088/5710/993/5984/4175/64946/4085/1763/4173/5692/9735/79172/7534/25909/4194/57060/55746/25936/6232/27338/1111/4171/580/11243/5983/5716/4172/1029/5519/83990/3796/8655/5687/10213/5721/7321/9025/55166/51434/5720/5698/79980/1778/5501/10926/8697/9184/5684/84515/4174/5706/5518/5682/5691/7157/5707"
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN",147,0.620910696453563,2.32234683718026,1e-10,7.76268656716418e-09,6.74469756480754e-09,1649,"tags=33%, list=13%, signal=29%","6495/995/1033/1280/1063/7153/9787/983/9928/7272/9232/9833/4288/701/9133/11004/991/9212/641/3833/9493/6297/9319/7296/6790/2146/142/7203/7371/55215/4175/9700/3832/4085/3925/22974/8324/23246/10615/54898/3838/7534/3608/2237/4436/10733/4830/7159/4001"
"ACEVEDO_LIVER_CANCER_DN","ACEVEDO_LIVER_CANCER_DN","ACEVEDO_LIVER_CANCER_DN",474,-0.557163158803392,-2.32224485410197,1e-10,7.76268656716418e-09,6.74469756480754e-09,2787,"tags=45%, list=22%, signal=37%","25901/83737/79085/55276/157567/23483/2114/5110/1892/3033/148479/58510/140735/79090/55893/6470/220323/84881/50808/4482/161291/10629/10295/39/10216/7276/23204/249/6390/10979/10365/94097/3104/57149/26030/51218/94081/84650/4490/35/26505/80700/9189/140885/1025/79699/8140/64077/55174/114757/8263/10867/10162/5520/51071/9719/3727/23166/666/2628/1783/219931/4598/51116/127262/23203/23516/4913/10613/8553/60370/23303/22977/6621/90231/3394/79944/3155/3856/8564/81565/32/5104/6472/51422/27309/217/5763/54602/79078/4942/595/633/2950/118460/123/3426/563/731/115817/10221/51279/2021/1805/554235/10555/65018/3818/23179/128346/23034/5184/2203/2053/123879/5051/29950/3949/3486/158056/25837/978/6539/57088/6385/25878/6694/2158/284904/56548/7538/10891/975/22822/79720/3398/5054/23645/10013/1847/1579/4061/390/4837/64651/2690/375775/319/2166/4929/8631/4651/4300/28992/133/55753/84913/93436/11185/2819/127/92960/10171/4489/22849/6715/8608/57447/64816/30/163782/1558/11199/1958/5959/256764/3766/429/1969/79658/80704/3931/26227/5858/388595/5745/653808/4502/161247/2353/84129/2027/735/10/9172/6580/4494/4499/2354/57817/51302/8547/7069/827/3483/4501/4495/2642/83875/2099/8424/84735/1544"
"SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP",145,0.622529311471237,2.31930062031992,1e-10,7.76268656716418e-09,6.74469756480754e-09,1806,"tags=47%, list=14%, signal=41%","9156/259266/51514/1058/7153/983/699/29089/221150/4288/701/10112/990/54443/641/6241/3161/10403/1062/5347/891/2305/1869/9493/83879/29128/113130/55165/890/8318/55723/9401/3070/11130/56648/9615/8317/79075/7371/387103/9088/1894/643224/6491/5984/4175/9700/3832/4085/5888/3925/51053/23753/4173/9735/116987/57559/4436/10733/55757/4603/1462/23212/4907/4171/580/5983/10460"
"PUJANA_BRCA2_PCC_NETWORK","PUJANA_BRCA2_PCC_NETWORK","PUJANA_BRCA2_PCC_NETWORK",377,0.547488521772307,2.27741844928318,1e-10,7.76268656716418e-09,6.74469756480754e-09,2784,"tags=37%, list=22%, signal=30%","995/1033/51176/1063/1058/7153/9787/983/4605/9928/699/7272/1047/9232/11065/9833/10024/4288/701/9133/11004/57405/991/990/9212/641/6241/3161/10403/1062/891/51512/2305/3833/1869/9493/890/81620/8318/9134/6790/8438/9837/11130/79022/2146/8317/23397/899/6491/55215/5427/5984/3930/4175/9700/3832/4085/8443/11169/3925/22974/6726/9760/10615/1763/50852/4173/9735/6541/2195/6940/10635/2237/1031/4436/10733/4603/7517/65005/7639/1786/4001/100/84986/27338/9585/1111/4171/580/915/7594/5885/5983/8847/10915/5929/3978/4172/5422/29901/3992/916/3148/27067/167227/10616/6932/4801/51366/10556/10793/5591/25842/8833/6628/222658/84458/10036/4363/5203/9126/6502/5557/5501/10051/675/1164/10926/1841/8473/8697/4602/5111/7112/9184/29894/3980/6627/97/8458"
"PUJANA_XPRSS_INT_NETWORK","PUJANA_XPRSS_INT_NETWORK","PUJANA_XPRSS_INT_NETWORK",153,0.599329203771938,2.24912311088641,1e-10,7.76268656716418e-09,6.74469756480754e-09,3435,"tags=52%, list=27%, signal=39%","1058/7153/983/4605/11065/4288/57405/991/9212/641/3161/10403/51512/2305/3833/890/6790/8438/9837/11130/2146/8317/899/55215/5984/3930/4175/9700/4085/3925/1763/4173/9735/6541/10635/1031/4436/10733/1786/4001/27338/9585/4171/7594/5885/5983/10915/5422/3148/167227/4801/5591/25842/6628/10036/9126/6502/5501/10051/675/5111/7112/9184/6627/97/8458/4174/3609/26574/22934/835/23512/8667/7913/81611/25862/8243/22872/4068/9879"
"CAIRO_HEPATOBLASTOMA_UP","CAIRO_HEPATOBLASTOMA_UP","CAIRO_HEPATOBLASTOMA_UP",191,0.576971881973317,2.22732832709342,1e-10,7.76268656716418e-09,6.74469756480754e-09,2306,"tags=45%, list=18%, signal=38%","2719/51176/6091/4320/5324/8644/4069/55227/100133941/1306/10486/10644/22943/1362/6713/8788/64754/3315/6905/6319/7203/10970/6894/83483/29127/10154/5420/23089/23022/5911/4179/5710/6509/3655/10765/1836/8443/51053/3915/9804/3326/26750/7286/4548/9898/11311/80146/2941/3608/3306/10916/9761/9019/6926/23029/55127/90806/55746/7466/55758/84079/4072/64222/4059/5716/10919/8549/10124/57506/2194/4172/55384/29901/5867/5154/56886/47/167227/31/84747/4082/1192/2224/3682/9655/26003"
"REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC",447,0.525576089009681,2.22230120231475,1e-10,7.76268656716418e-09,6.74469756480754e-09,2862,"tags=38%, list=22%, signal=30%","995/4751/83540/220134/1063/1058/7153/983/64151/4605/699/9232/11065/701/9133/10112/11004/57405/991/332/990/9212/2491/54821/6241/3161/10403/1062/5347/891/51512/2305/81930/79019/1869/9493/147841/113130/890/55143/1870/81620/8318/9134/64105/6790/91687/9837/55388/11130/898/1780/8317/286826/55722/23397/157570/5525/9088/7280/5710/5427/993/5984/3930/4175/9700/4000/64946/4085/80086/3320/22974/51053/6714/1763/3326/7277/80028/4173/5692/1871/55835/9735/79172/8548/92421/2237/25909/7278/1031/2029/7083/10733/5933/84296/55746/23649/25936/4001/6232/8556/27338/4171/140609/11243/5885/4067/5983/5862/5716/5981/3978/4172/55957/1029/5422/5519/22995/51659/3796/5558/8655/5687/54892/10213/5721/26003/9631/7321/55166/51434/11190/1163/5595/7175/5720/9126/5698/79980/1778/6502/221496/8481/5557/5501/10051/6500/10926/57804/8697/5111/10806/3842/5861/7112/9184/23636/5684/23354/9814/1460/203068/84515/23225/4174/5706/5518"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",207,0.565281059831683,2.19932639441651,1e-10,7.76268656716418e-09,6.74469756480754e-09,2974,"tags=40%, list=23%, signal=31%","83540/220134/1063/1058/983/699/9232/11065/701/9133/11004/57405/991/332/9212/2491/54821/10403/1062/5347/891/81930/79019/147841/113130/55143/64105/91687/11130/1780/5525/7280/5710/3930/9700/4000/64946/4085/80086/7277/5692/9735/79172/92421/25909/7278/55746/25936/4001/6232/27338/11243/5885/5716/5519/3796/8655/5687/10213/5721/9631/7321/55166/51434/5720/9126/5698/79980/1778/221496/5501/8697/3842/7112/9184/23636/5684/5706/5518/5682/5691/5707"
"REACTOME_MITOTIC_PROMETAPHASE","REACTOME_MITOTIC_PROMETAPHASE","REACTOME_MITOTIC_PROMETAPHASE",175,0.576137942742696,2.1963957601819,1e-10,7.76268656716418e-09,6.74469756480754e-09,1756,"tags=29%, list=14%, signal=26%","4751/83540/220134/1063/1058/983/64151/699/701/9133/11004/57405/991/332/9212/2491/54821/10403/1062/5347/891/81930/79019/147841/113130/55143/64105/91687/11130/1780/55722/23397/5525/7280/64946/4085/80086/3320/7277/55835/9735/79172/25909/7278/10733/55746/25936/6232/140609/11243/5885"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",167,0.578363488326511,2.19540323287564,1e-10,7.76268656716418e-09,6.74469756480754e-09,2571,"tags=37%, list=20%, signal=30%","83540/220134/1063/1058/699/9232/11065/701/11004/57405/991/332/9212/2491/54821/10403/1062/5347/81930/79019/147841/113130/55143/64105/91687/11130/1780/5525/7280/5710/9700/64946/4085/80086/7277/5692/9735/79172/25909/7278/55746/25936/6232/27338/11243/5885/5716/5519/3796/8655/5687/10213/5721/7321/55166/51434/5720/9126/5698/79980/1778/5501"
"LINDGREN_BLADDER_CANCER_CLUSTER_3_UP","LINDGREN_BLADDER_CANCER_CLUSTER_3_UP","LINDGREN_BLADDER_CANCER_CLUSTER_3_UP",279,0.542511354214667,2.17098219361183,1e-10,7.76268656716418e-09,6.74469756480754e-09,2156,"tags=37%, list=17%, signal=32%","57016/2182/4751/9156/1063/1058/7153/24137/55635/9787/79733/983/4605/9928/699/9232/11065/9833/9133/11004/332/990/2052/22996/6241/1062/5347/891/3833/84900/1869/9493/6941/55165/55143/9319/6756/81620/29028/84440/8318/26471/7296/6790/8438/1362/11130/8836/898/79022/8208/2146/8317/7371/528/4105/4925/10293/29127/993/81831/5984/4175/3832/4085/8443/11169/5888/3925/81610/51053/4758/4173/3838/5279/26586/3329/118788/1031/4436/79710/7083/10733/5933/8463/84079/6322/7037/5634/5983/10460/5931/3559/11264/5646/11260/3978/29901/409/3148/51659/56852/51026/55540"
"MITSIADES_RESPONSE_TO_APLIDIN_DN","MITSIADES_RESPONSE_TO_APLIDIN_DN","MITSIADES_RESPONSE_TO_APLIDIN_DN",227,0.547453848408526,2.16987623317993,1e-10,7.76268656716418e-09,6.74469756480754e-09,1467,"tags=26%, list=11%, signal=24%","4751/259266/1063/1058/55355/7153/55612/24137/9787/64151/4605/9928/699/9232/9833/4288/701/332/79801/146909/641/54821/6241/891/2305/890/55143/9319/81620/6790/9837/3070/11130/79968/898/79022/6319/8317/142/23397/29127/5420/1894/80267/5911/55215/5984/3930/22974/9804/4173/6541/64710/9917/1896/79888/26586/7278/4436/55127"
"ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF","ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF","ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF",197,-0.555436772167417,-2.11845268075835,1e-10,7.76268656716418e-09,6.74469756480754e-09,2894,"tags=55%, list=23%, signal=43%","9693/4299/57552/9674/10150/1604/602/5997/64332/56261/5187/2114/54861/2355/3097/135112/10979/4008/25976/284207/91147/4327/23242/79660/8864/57494/2669/132864/4092/143872/7465/6513/23764/2012/9314/8553/24145/389136/677/5937/23362/10395/85450/1397/160760/57688/23012/23268/10769/26524/10371/79689/11072/8676/122786/3280/5329/6095/166929/9076/8496/23135/10221/1839/3726/7975/1906/2627/64768/85463/3553/123879/81706/3480/23150/5054/23645/1847/3556/467/390/64651/150094/1843/2919/4973/4929/133/54101/90102/2920/3164/9021/10512/5209/9414/3569/79669/1969/8013/1827/51316/2353/346389/5743/2354/4070/3084"
"MARKEY_RB1_ACUTE_LOF_UP","MARKEY_RB1_ACUTE_LOF_UP","MARKEY_RB1_ACUTE_LOF_UP",208,0.539087138152095,2.1005529954325,1e-10,7.76268656716418e-09,6.74469756480754e-09,1469,"tags=28%, list=11%, signal=25%","1728/128239/995/4751/1033/51514/1058/55355/24137/9787/79733/983/699/29089/4288/9133/10112/11004/332/990/54443/2052/6241/5347/891/1869/9493/83461/890/9319/81620/8318/64105/6790/55723/79022/8208/142/899/29127/286827/1894/947/5984/3832/4085/5888/3925/51053/4173/3838/64710/26586/3329/10635/2923/7083/5933"
"POOLA_INVASIVE_BREAST_CANCER_UP","POOLA_INVASIVE_BREAST_CANCER_UP","POOLA_INVASIVE_BREAST_CANCER_UP",242,0.529647617171808,2.09398215720393,1e-10,7.76268656716418e-09,6.74469756480754e-09,1589,"tags=33%, list=12%, signal=29%","6286/79802/4751/1033/4321/259266/51514/1063/1058/27132/7153/9787/2191/55872/4320/983/64151/9232/9833/701/9133/10112/11004/57405/991/332/56992/641/4069/5284/6241/10403/1301/55165/890/9319/9134/6790/9837/23643/7412/6713/131578/8038/83481/51303/9235/79075/80896/11015/4318/341/55215/3832/4085/27074/84525/22974/4050/50852/4312/4173/2833/56833/914/29909/1009/7292/26585/10635/26047/3561/7083/27299/923/90993/1520/1462/29899"
"REACTOME_M_PHASE","REACTOME_M_PHASE","REACTOME_M_PHASE",313,0.512956799456554,2.08945463072245,1e-10,7.76268656716418e-09,6.74469756480754e-09,2862,"tags=34%, list=22%, signal=27%","4751/83540/220134/1063/1058/983/64151/699/9232/11065/701/9133/10112/11004/57405/991/332/9212/2491/54821/10403/1062/5347/891/81930/79019/9493/147841/113130/55143/64105/91687/11130/1780/55722/23397/5525/7280/5710/3930/9700/4000/64946/4085/80086/3320/7277/5692/55835/9735/79172/8548/92421/25909/7278/2029/10733/55746/25936/4001/6232/27338/140609/11243/5885/5862/5716/5519/22995/3796/8655/5687/54892/10213/5721/26003/9631/7321/55166/51434/11190/5595/7175/5720/9126/5698/79980/1778/221496/8481/5501/10051/8697/10806/3842/5861/7112/9184/23636/5684/23354/9814/1460/203068/23225/5706/5518"
"VECCHI_GASTRIC_CANCER_EARLY_DN","VECCHI_GASTRIC_CANCER_EARLY_DN","VECCHI_GASTRIC_CANCER_EARLY_DN",276,-0.514321182115822,-2.04722811801728,1e-10,7.76268656716418e-09,6.74469756480754e-09,1748,"tags=40%, list=14%, signal=35%","25924/1559/2167/6657/2619/146456/286133/83416/154091/55323/91947/158880/28986/2202/10370/5523/11197/5106/973/55022/256691/6095/1805/83604/4547/26040/27303/4329/221294/23708/2273/1756/55859/6506/83478/80310/285704/29969/5346/59277/4958/246777/2766/3772/55084/10402/9863/1847/5999/6332/1557/79366/8406/79987/2690/5099/5166/4306/729/23710/79746/79656/4616/56034/3908/6387/55273/27284/10894/1600/3131/57161/6783/163782/5101/3977/10351/79674/151126/2104/80760/79191/59272/443/730/658/9153/345557/9068/1272/4496/55553/4225/4494/4684/4499/590/6422/2775/64388/1576/4501/28513/4493/361/27330/2562/9071/64399/3773"
"BASAKI_YBX1_TARGETS_UP","BASAKI_YBX1_TARGETS_UP","BASAKI_YBX1_TARGETS_UP",246,0.512310002011326,2.03469174315184,1e-10,7.76268656716418e-09,6.74469756480754e-09,2097,"tags=39%, list=16%, signal=33%","4751/1033/83540/259266/51514/1058/55355/24137/55635/55872/983/699/9232/11065/9833/4288/701/9133/10112/11004/991/332/990/54443/79801/9212/2491/2810/10403/5347/891/51512/79019/9493/147841/10886/29128/55789/83461/55165/890/55143/81624/22943/9319/6790/9837/55388/55723/11130/6273/2744/144455/387103/7280/23381/55215/9700/4085/11169/5888/27101/81610/22974/10553/7277/7286/4173/3838/79172/55630/3608/2237/7083/30846/4603/9260/23623/23649/58491/23212/10263/116461/1111/4171/11339/5983/9129/51022/4172/3654/26147/29901/3148/51659/6591"
"WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN",304,0.497243515003046,2.02497444081519,1e-10,7.76268656716418e-09,6.74469756480754e-09,2087,"tags=34%, list=16%, signal=29%","2118/83540/9156/51514/79733/55872/64151/4605/699/29089/9232/9833/23046/701/57405/990/79801/641/6241/79019/9493/147841/29128/6941/890/1870/7516/81624/9319/29028/8318/9134/64105/9002/8438/9837/55388/55723/3070/11130/6713/63967/898/8208/6319/144455/79075/157570/27085/127833/9088/11022/6509/5427/993/6518/3930/4175/64946/4085/5888/3320/3925/51053/2181/23753/7277/4173/55157/3563/79888/5361/3783/64216/10635/85455/2237/4436/7083/10733/3336/84296/5778/2119/9821/10808/4171/7037/126626/5983/10397/3422/55038/2194/4172/50515/162494/5422/83990/51659/5154/91319"
"LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","LINDGREN_BLADDER_CANCER_CLUSTER_1_DN",334,0.488897769077658,2.00244923975686,1e-10,7.76268656716418e-09,6.74469756480754e-09,1919,"tags=37%, list=15%, signal=32%","4751/9156/1063/1058/7153/24137/55635/9787/983/4605/9928/699/9232/25984/11065/9833/23046/9133/11004/332/990/2052/22996/157313/6241/1062/5347/55740/891/51512/3833/1869/1306/9493/83879/6941/5396/55143/330/1879/9319/81620/29028/8318/26471/6507/6790/6360/165545/8438/8682/65010/11130/6713/898/1050/5157/8208/80139/2878/2146/8317/9235/7371/5159/10293/29127/5287/8751/57580/993/5984/4175/1942/3832/57127/11169/5888/3925/81610/1364/4758/5476/3620/26508/54492/5692/26503/113235/3838/4130/81559/822/4791/3329/118788/587/10188/6745/1031/3561/23380/7083/10733/5933/8463/7416/9191/133619/27301/50807/7037/5983/10460/1284/669/3559/5050/55038/8445/94031/1290"
"BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN","BLUM_RESPONSE_TO_SALIRASIB_DN",304,0.490831668694817,1.99886283855021,1e-10,7.76268656716418e-09,6.74469756480754e-09,2177,"tags=33%, list=17%, signal=28%","1690/995/4751/1033/9156/1063/1058/7153/24137/55872/983/64151/4605/699/7272/9232/11065/10024/4288/701/9133/10112/11004/991/990/9212/56992/6241/3161/10403/5347/1869/9493/890/9319/8318/9134/6790/9401/11130/3315/8208/2146/8317/142/5159/899/6491/7280/5427/993/5984/4175/9700/4000/3832/4085/5888/3320/3925/22974/6726/5993/51053/10615/4147/3838/26585/10635/3306/2237/1545/1031/4436/7083/10733/23649/8490/29899/1786/9585/1111/4171/580/5983/23596/10460/5931/1277/5050/3978/2194/4172/7419/5422/5867/51659/5352/10966/47/31"
