,amino_acid,lipid,nucleotide,Angiogenesis,Antigen processing machinery,CD8 T effector,Cell cycle,Cell cycle regulators,DNA damage repair,DNA replication,EMT_1,EMT_2,EMT_3,Fanconi anemia,FGFR3-related genes,Homologous recombination,Immune checkpoint,Mismatch repair,Nucleotide excision repair,Pan-F-TBRS,WNT target
TCGA.DD.AACT.01A.11R.A41C.07,0.679159057355784,0.724516203235329,0.480801252120125,-0.0355484946853089,0.481361420427854,0.0267338690325204,0.115580236333489,0.144461637372855,0.0330369789503003,0.0495508502225898,0.194784309074563,-0.234364754135033,-0.190691008861677,-0.0463227515887571,-0.227918620391094,-0.0443765236699614,-0.29276220207363,0.0807320995471155,0.167503533762347,0.177438369955102,0.2472358395778
TCGA.DD.AADS.01A.11R.A41C.07,0.906677240481534,0.573510326219711,0.812622646364746,-0.200449079924285,0.403093886471653,0.165662753119395,0.0771489762558245,0.0588787446595377,0.0585791648602491,0.0415591232775887,0.157546464855741,-0.302840481803704,-0.0937894042151764,-0.0744865235893013,-0.123642978591362,0.0300214625820404,-0.083687314997809,0.0664015517431666,0.204849396834972,0.0112750598295846,-0.253140571025696
TCGA.ED.A7PX.01A.51R.A352.07,0.273773086106637,0.346563186237964,0.511139234961396,-0.0424838533047378,0.495392246379125,-0.148126778977351,0.190938477202309,0.220258293379115,0.0517418531500419,0.109016755932936,0.174655657368123,-0.089704512696755,-0.152178696385797,-0.0499462732247415,0.0735649413406668,-0.0359609653743528,-0.247399238451202,0.129120290107202,0.212672097571778,0.303820851533564,0.27145577733467
TCGA.FV.A23B.01A.11R.A16W.07,0.612356497274675,0.617909018184057,0.510704997654131,-0.0861709885676021,0.418013719630571,-0.0195406876934865,0.172432555022395,0.157066709454218,0.0701675343902486,0.110174966558591,0.0613749971864278,-0.276561152311534,-0.141907140860217,-0.0322379248326893,-0.0841778677020237,-0.0447478000708218,-0.294467865781509,0.0964737284766918,0.191847946289049,0.257520303619607,0.386703009872206
TCGA.DD.A4NF.01A.11R.A27V.07,0.722851683347142,0.742633963107275,0.396075813524143,-0.104428530874461,0.360430647330004,-0.26263557803189,0.1120200907504,0.113750914599211,0.0475872796567878,0.0256509102021575,-0.105986106098396,-0.288647188837534,-0.278351754202919,-0.0533698683640816,-0.234076341347346,-0.0286648887837226,-0.296433936162346,0.056363852425089,0.161742684041018,0.0539035308864979,0.25162456207397
TCGA.DD.AACO.01A.11R.A41C.07,0.801400738059951,0.696298469234872,0.745599572902311,-0.0880383852909438,0.34935517820857,-0.0571230967969679,0.151457291120721,0.0707817294415833,0.112556534543552,0.199164898179747,0.17096109221461,-0.292882929329574,-0.149059130469191,0.0193440824322769,-0.140143664124816,0.0858586014602215,-0.194903503517383,0.169716373171916,0.245768741934272,0.0369928837167394,-0.0566240676063512
TCGA.G3.A7M7.01A.12R.A352.07,0.958511826750761,0.776598937657752,0.763834400440035,-0.158694169154508,0.437181596210243,-0.190706589832895,0.112087341173615,0.118043884191461,0.0698221681935074,0.0484134420428313,0.0774154209793012,-0.275821140000645,-0.247293493028302,-0.0466100983903198,-0.279059242667244,0.00575766190715973,-0.294923577459186,0.107458229733618,0.18996430417487,0.100550922758452,0.141652678713256
TCGA.CC.5262.01A.01R.A131.07,0.755023645254578,0.707668512120718,0.750152197767393,0.142049960044076,0.450043168787982,-0.0109906101492366,0.158392209742988,0.130582891148816,0.0352390870398727,0.0729980440907821,0.0234622276309527,-0.0585987409684347,-0.139730622098389,-0.0545429239852895,-0.213816978067249,-0.0636557321877193,-0.294715252120819,0.0711085575444653,0.161323659587583,0.278579252283163,0.193492463592663
TCGA.G3.A7M8.01A.11R.A33R.07,0.873076169689281,0.732163620682608,0.869584000595772,0.0401856650051779,0.407836550700378,-0.262533034966414,0.107714790882423,0.13188296531948,0.0870044679763803,0.0832303505224819,0.0957435942801334,-0.252117829217722,-0.23032364052034,-0.0281956834474138,-0.280774940782336,0.0319453576964346,-0.296420915828698,0.140715895537113,0.211034392835706,0.138678510119079,0.165245663504633
TCGA.DD.AAEH.01A.11R.A41C.07,0.923264857944417,0.73918082370072,0.68352679892485,0.00657832687526548,0.479159882849141,0.211623951077975,0.132286211638787,0.124655598563575,0.0644755536402732,0.0716459069898041,0.0885993673979721,-0.2254606261668,-0.177349697899623,-0.0187996168808139,-0.258652695418955,-0.0388692741654032,-0.0773321518063768,0.0692549371819219,0.1759366488763,0.1993356633049,0.225430195309176
TCGA.BC.4073.01B.02R.A131.07,0.459306475095258,0.615874030791627,0.64851582988509,-0.300080599585225,0.498345898217646,0.228416852944282,0.176321167498509,0.144453031141374,0.0403660212095326,0.116408621874384,0.132691845736221,-0.159001806078787,-0.0655459915882852,-0.0446052723660301,-0.187908276059985,-0.0301485292458455,-0.130391889996069,0.135910671088132,0.200110651496416,0.208445205841053,0.251538067099277
TCGA.G3.AAV4.01A.11R.A38B.07,0.593884894069586,0.666700445669826,0.540724909880444,-0.143972411293591,0.506565466610229,-0.143807145080267,0.133378742312646,0.0256574445888807,0.090666909539978,0.114319222022451,0.0317486029970775,0.0411778121005775,-0.29075104177979,-0.00386805787866162,-0.257053824374001,-0.00446585174805771,-0.295704797478062,0.129697677090221,0.209872599063023,0.10012305742455,0.108595180478079
TCGA.DD.AACQ.01A.11R.A41C.07,0.696615378131206,0.772384394386014,0.522144261068937,-0.214664785033864,0.353418190340972,-0.0478080006651599,0.131207256350053,0.00307755909089008,0.0494356333563743,0.159974834263478,0.15984990125914,-0.296009436903512,-0.202884356167833,-0.0160983889523167,-0.16917784400232,-0.00107709394710742,-0.29634279382681,0.142855654521608,0.219817462281606,0.101229702942204,0.0791994891510094
TCGA.DD.A1ED.01A.11R.A155.07,0.814089703523572,0.729596079307876,0.399106271178022,0.026757713643745,0.412140856562499,-0.0776086585910359,0.101279169292033,0.117937045921462,0.0158533537196397,-0.0560027624415235,0.0712940589413952,-0.0462954914693915,-0.130588408941551,-0.10698829834448,-0.315725042896966,-0.0632353735394013,-0.294467865781509,0.0201480906793238,0.134958074901388,0.207961156488941,0.24374416244339
TCGA.EP.A2KB.01A.11R.A180.07,0.660738142489677,0.66227246877513,0.468163218385928,-0.331811645132015,0.401596297290671,-0.124370108894462,0.180186046914827,0.0760563999153226,0.10945938254163,0.130739414515425,0.0569513684488005,-0.296241144504548,-0.309556111176155,0.0114891680276792,-0.145542451769208,0.0174135822544202,-0.299116124893819,0.1441604634666,0.22828642525584,0.1322741297243,0.254494346857171
TCGA.BD.A2L6.01A.11R.A213.07,0.721976330951562,0.712709366846666,0.794861205975827,-0.144211256575437,0.423999327796373,-0.0177145644795449,0.188075946851048,0.0859416258106734,0.0906718354759998,0.18156536471112,0.149952807397766,-0.254304902179197,-0.279491361676584,-0.00976710258472195,-0.289872988709034,0.00405106316557233,-0.294194438774902,0.141469615048249,0.256880114344324,0.12006511311193,0.0408983209809914
TCGA.G3.A5SI.01A.31R.A27V.07,0.678902596254884,0.606732075042014,0.778159586148069,-0.162701179786942,0.411474480340519,-0.265723263670111,0.201790903779927,0.067159256181704,0.134431739408484,0.266271301058877,0.143196466951958,-0.279521880397884,-0.278899207856724,0.0225786876703799,-0.188536829106721,0.0671019070411382,-0.300743666599809,0.25776541686013,0.270890851209967,0.108901430286517,0.0373226688268687
TCGA.G3.AAV2.01A.11R.A37K.07,0.720276789731429,0.680072634592523,0.182280175599264,-0.0656036956815302,0.408632425578227,-0.163245330474193,0.122771868854612,0.0793422559097363,0.0863661424910872,0.0748470236373535,-0.0275004146473501,-0.202479555627657,-0.328133675122724,-0.0177440819673319,-0.229442111728389,-0.0206310384771642,-0.294103296439367,0.0945646292837519,0.203747609209031,0.0994397570454559,0.154203659551852
TCGA.GJ.A6C0.01A.12R.A311.07,0.647123749015435,0.683199469842214,0.683580713266769,-0.187233973961392,0.484566817290018,0.016763767909168,0.174906000621361,0.125435197415275,0.0410686058102097,0.129186872200693,0.021896938724762,-0.159297328558197,-0.326760926042554,-0.0425947136043318,-0.420856131649637,-0.0274546529363499,-0.0896332548939818,0.115295196273497,0.195429775126618,0.16327720938413,0.169511661271257
TCGA.DD.A73D.01A.12R.A32O.07,0.755401472130324,0.749066815510016,0.674478107126011,-0.26587202317751,0.427519587662192,-0.13715129310949,0.111999625213167,0.0810542054113395,0.101595153341751,0.102138022443912,-0.0242239434676183,-0.370155065276906,-0.210451843009653,0.0278135168641445,-0.23344545810387,0.040638060240695,-0.298113559202928,0.157637548102188,0.204169074984777,0.00148004633280328,0.244292779091552
TCGA.ED.A7XO.01A.11R.A352.07,0.90306930224553,0.66970708138042,0.736450575787313,0.0969636121371872,0.440520358650539,-0.0715966047297663,0.188873067017979,0.0735251092365655,0.0970269361612176,0.179242027848748,0.141839567412325,-0.135651219741336,-0.276866705824967,0.0133712068032167,-0.283772404759328,0.0576990474582303,-0.294858475790947,0.194594521362146,0.241595396914967,0.228157943293865,0.176812844714966
TCGA.G3.A5SK.01A.11R.A27V.07,0.766612192057903,0.812548025442579,0.525141517034767,-0.0591579158494954,0.454302868520825,0.116200484021831,0.0722795019351934,0.0794549112416051,0.0300917897304616,0.0143778215646344,0.115937123351572,-0.238290413125673,-0.145653645792586,-0.0839575722753489,-0.158235518883432,-0.0455731401571188,-0.231316837397327,0.052868210569319,0.168255196579953,0.114925739962235,0.166498717564748
TCGA.ED.A8O5.01A.11R.A36F.07,0.609851375565949,0.577499322427876,0,0.00785551782436941,0.356148067819821,-0.144191548132657,0.138921984945147,0.089803672411351,0.0907845217589224,0.123081170405277,0.0588027512489635,-0.228004791041005,-0.113595338955825,-0.00791779547656863,-0.0776838466612466,-0.0246005979946423,-0.238428211213606,0.135969583345885,0.217732122672271,0.211311130907155,0.344626201121826
TCGA.2Y.A9GT.01A.11R.A38B.07,0.764993901502011,0.80124260903684,0.689018769284503,0.00650369022328927,0.494705845822923,0.167780177117019,0.115779644162294,0.141045938192868,0.0278894086049341,0.0418728324996267,0.107550281730921,-0.179600951574271,-0.227028696814019,-0.0574824289241569,-0.185425782320858,-0.067521319258395,-0.0941919461571744,0.0671495098806697,0.148369759908133,0.165920785437483,0.141976650164553
TCGA.DD.AAW1.01A.11R.A41C.07,0.693319266643089,0.743964967581456,0.426852137470432,-0.0421953967365555,0.440930809541179,-0.0869424221480108,0.130763514952108,0.102843100510055,0.0599018456247857,0.0697552077018747,-0.048979078434919,-0.160071860313264,-0.132857274925845,-0.0224091768144422,-0.0667997589639908,0.00279505320530672,-0.300014527915525,0.0922165797991457,0.178910230158291,0.159686957550634,0.25922598377729
TCGA.CC.A3MB.01A.11R.A213.07,0.693030959551379,0.767689427804584,0.839298897633617,-0.1842234230741,0.435952188566613,-0.0950967515421604,0.225006626992797,0.122958590769307,0.106615041664337,0.21501365504084,0.101257155163976,-0.36692602253222,-0.15596621406753,0.00499697638626263,-0.141478426177573,0.0860472536924325,-0.295861041481837,0.18413003653039,0.237724302924726,0.108889068233046,0.255813876185734
TCGA.ZP.A9CZ.01A.11R.A38B.07,0.780372145127266,0.715479269527404,0.79772574160422,-0.138052348761747,0.454333443193692,0.0899820006437816,0.197001577624402,0.133441533676342,0.108580514854331,0.229958612591413,0.0949444039236605,-0.258774303830989,-0.419191912467009,-0.00294839371876604,-0.165383591061238,0.0658136284873632,-0.289194630654099,0.216702840481696,0.253184431154152,0.180860131807573,0.0303220168870984
TCGA.G3.A7M6.01A.11R.A33R.07,0.436001192614845,0.420263348472877,0.133703286465863,-0.154338566706596,0.349764897881809,-0.0816970074591468,0.164696421523503,0.0671492490042138,0.0552007483791903,0.111020784870391,0.124541862844184,-0.170142604044735,-0.148697660402755,-0.025795124289411,-0.0697556927799218,-0.0139395462443707,-0.294246520109494,0.127049466636683,0.220567556166479,0.201779492791694,0.338183159611449
TCGA.G3.A3CG.01A.11R.A213.07,0.744417600673855,0.76110481784351,0.42908921959475,-0.025446309273813,0.497502015593687,-0.015978046233308,0.117557269004388,0.139132263712473,0.0345186279099337,0.0647419398884127,-0.0183160500536875,-0.277301423959711,-0.124655564234118,-0.0528150879205027,-0.215164416093886,-0.0165434980801676,-0.295157943464849,0.109395860302351,0.184809720242149,0.18357297721332,0.14685214466111
TCGA.ES.A2HS.01A.11R.A180.07,0.863901817959803,0.716387028242455,0.705459311499134,-0.0779266171462605,0.338555289792451,-0.251663470025959,0.113477996907108,0.046064113928353,0.0667706948346043,0.0998855797573796,0.0251945886141531,-0.135972980614158,-0.244779338265732,-0.0238585550880489,-0.221663779707905,0.0202589591052653,-0.284832818882043,0.0973144047875302,0.190758864916811,0.173731621203767,0.0724592203412727
TCGA.UB.A7MA.01A.11R.A33R.07,0.424057122832246,0.377581756339018,0.312191979837509,-0.382526688839737,0.383810614477664,-0.19781507162167,0.214239519209306,0.197162458940108,0.0926251815467841,0.13272676883939,0.168351966985941,-0.235000169371468,-0.0794800732503566,0.0203975644476305,-0.187559668056262,-0.0147883311033162,-0.28284070783391,0.115177241851238,0.225904789224491,0.181949657985854,0.288669083515767
TCGA.KR.A7K2.01A.12R.A33R.07,0.768653531068328,0.595094075341978,0.474165270976489,-0.163106048144461,0.426994522770982,-0.0697483888910486,0.124076365194894,0.0974030587164257,0.0643083959839233,0.0517870022200338,0.21328807446572,-0.253316564866424,-0.132461349387931,-0.0688953702749865,-0.155491441465967,-0.029869625926735,-0.296251651491275,0.0836514621136576,0.184049912642929,0.167362945313643,0.0935669555978296
TCGA.DD.AACP.01A.11R.A41C.07,0.712334694832583,0.549324532427987,0.734342207993101,-0.395648137909037,0.345152555976978,-0.118868699265219,0.253267942690148,0.164384406402125,0.133410918521048,0.246096837770879,0.0642753711463579,-0.369399885925327,-0.131011590220085,0.0323109387524359,-0.157702264478442,0.119116513980979,-0.292306490395953,0.249604240547977,0.287637629115174,0.0974406745906309,0.363549794468907
TCGA.2Y.A9HA.01A.11R.A39D.07,0.785849094646782,0.734842196081687,0.342124503213979,-0.144519854097737,0.443499606972254,-0.142327967352798,0.150986422758544,-0.000388875994799787,0.0452032798600126,0.0929345418774961,0.110437170954041,-0.218623109844439,-0.160621666092654,-0.100592911874192,-0.2308424520919,-0.00528759067387987,-0.292111185391234,0.0896109800143673,0.187068385570015,0.163197365895989,0.210137523124507
TCGA.WJ.A86L.01A.12R.A39D.07,0.46223444427722,0.777435498427647,0.264765497905445,-0.390864276269188,0.452791957905173,-0.0954927932244723,0.1288497196779,0.0816277495730038,0.0315254000253578,0.055859301745193,0.0634031702933652,-0.215619466507709,-0.327839269890299,-0.0388600056520671,-0.124532205282367,-0.0583686177349226,-0.289181610320451,0.0269033080717813,0.142651853152643,0.0255306132373013,0.115733532536124
TCGA.RC.A6M3.01A.11R.A32O.07,0.674339062547008,0.294541273951118,0.735423809404838,-0.398609576067039,0.453436445369903,-0.067819356278453,0.219224161219118,0.184257447700561,0.127041652737614,0.189899754492613,0.0575327543251882,-0.29363676606281,-0.271474585296344,0.0177611008491237,-0.425017009908712,0.0651049290118383,-0.205320038238655,0.206775323668363,0.224860902879726,0.0845274548398726,0.326735475893218
TCGA.DD.A39X.01A.11R.A213.07,0.815425090637368,0.671563944044642,0.90300568538056,-0.14660747333014,0.419942154604864,-0.148218183234648,0.133455983111238,0.0816506044617194,0.0819893618739612,0.0719196838942464,0.179935408796845,-0.237134269839652,-0.262317155867799,-0.0563600610889472,-0.228007448527964,-0.00178545847408763,-0.298139599870224,0.116182632639614,0.197693663062061,0.164585810164165,0.23334825826807
TCGA.DD.AADL.01A.11R.A41C.07,0.740078669412077,0.812924483488114,0.736870402894902,-0.185151736534292,0.374901732437693,-0.110407169378675,0.133909798592453,0.099584835267861,0.0927293875949384,0.154965730240863,0.0974387524665159,-0.219027647101148,-0.128138227661153,-0.0212077955757004,-0.158954254719148,0.0206230869551598,-0.292710120739039,0.15878856572952,0.204763173048759,0.120795872107875,0.100152489106487
TCGA.2Y.A9GU.01A.11R.A38B.07,0.806753141474246,0.711325941820164,0.442788014190718,-0.189432542813247,0.417602726423601,-0.17894073648936,0.120137185745392,0.11105004568712,0.0750961896635727,0.109625352388582,0.11441295644308,-0.280936339475274,-0.19456925228631,-0.032235896144443,-0.125877286211323,-0.0181712046094781,-0.30130354094667,0.169462174401655,0.216709492523137,0.111691154188122,0.0558319792255269
TCGA.WQ.AB4B.01A.11R.A41C.07,0.838666178277379,0.764642345507386,0.762556299439337,-0.0347929072082325,0.425297824697417,-0.103107092686326,0.118703547602592,0.122308427104028,0.0669264419619578,0.0469954398959236,0.155398799623397,-0.252298890857151,-0.127300390301004,-0.0658211508080175,-0.186167459524176,-0.0161161844401645,-0.29709797317839,0.100775635469255,0.179035543922885,0.157481248805336,0.0597704100732517
TCGA.DD.AAE9.01A.11R.A41C.07,0.678718327465683,0.714808236611551,0.522349763098337,-0.265951305841406,0.478139508979921,-0.0912046171090686,0.141862899622988,0.13730671461272,0.0714260891828198,0.0857304615720156,-0.0378329260636793,-0.199969177492791,-0.228261211748276,-0.0527243960284523,-0.201436319085492,-0.0465058498882439,-0.293777788098169,0.0814953361666502,0.164907459582872,0.0286296999085175,0.151407858162886
TCGA.2Y.A9H1.01A.11R.A38B.07,0.860091271904524,0.639489692637744,0.735709744922207,-0.130037330045865,0.382048140305364,0.078344185239011,0.114552049167044,0.0872395664290324,0.0697724151360499,0.0780980763638989,0.152889183533991,-0.376001195084825,-0.231987495010107,-0.0761197307145468,-0.174346511474391,-0.000944729806016335,-0.293413218756027,0.0601232259409388,0.178768833716302,0.0551994002419806,0.00412482774955812
TCGA.DD.AADK.01A.11R.A41C.07,0.729027877984811,0.712731989334074,0.826264167839574,-0.0229736107331683,0.430335278170387,-0.0365248539681989,0.117149723303475,0.0497451812463653,0.0614959954296552,0.0744698908689863,0.0637995483378064,-0.152293202779937,-0.240075078218496,-0.02356658780944,-0.184387074963322,-0.0148659618739023,-0.293764767764521,0.103274656792022,0.168006835762956,0.219309495865173,0.0815671248863705
TCGA.BC.A10U.01A.11R.A131.07,0.704240507642127,0.683968791131881,0.379229933631039,-0.391866609184204,0.459347414841017,-0.20664964287677,0.11019746590289,0.163590881782667,0.0226928973230314,0.0603687673742678,0.139109994507216,-0.294002369335926,-0.113419437352101,-0.0834918018859145,-0.282776666102011,-0.0257122577593738,-0.295522512806991,0.0759459405337215,0.156878058442074,0.172752555210641,0.151253648285008
TCGA.DD.AAE1.01A.11R.A41C.07,0.649528190984812,0.657422499300276,0.458067149333009,-0.141172040309627,0.428816668402402,-0.0282647297227104,0.146127471353846,0.13139638110797,0.0957741657398614,0.14885374230953,0.0283411404257405,-0.373527331691719,-0.138468775089857,-0.0160228934590753,-0.0907252968688576,0.0105748074103194,-0.302306106637561,0.12767267123132,0.237722984379306,0.0875722231217377,0.250188327999299
TCGA.FV.A4ZP.01A.12R.A266.07,0.523700721033821,0.374158154214753,0.851229624044755,-0.266201891842928,0.398946266951698,0.0411535267832278,0.161675085819246,0.060208534148274,0.108731246463359,0.197962905929186,0.106470413164008,-0.269655299897626,-0.201926365267604,0.0259403207102225,-0.190648350263975,0.0574164095487758,-0.0967578793825501,0.122464099986669,0.231850778280005,0.0352896935464992,-0.0254994738780063
TCGA.DD.AAVP.01A.11R.A41C.07,0.775206692137986,0.701604943765423,0.421749506733666,-0.12193431488755,0.421851057399166,-0.0601344295267805,0.116208926751823,0.0533533407012903,0.0942273856728072,0.0897120839641617,-0.0414666902854907,-0.250743459262467,-0.327103088777537,-0.000280436779168103,-0.277939358181548,0.00543981857799588,-0.180572234342477,0.133825726798774,0.221710946092571,0.124758178539332,0.00647064651635039
TCGA.DD.A4NP.01A.11R.A28V.07,0.777422700827437,0.818945623444881,0.611221663755209,-0.155483437268756,0.411199826548103,-0.209062838822231,0.0913408063504672,0.0798798899531452,0.0725955287188865,0.0218931314818216,-0.0394302707547827,-0.0732770173386551,-0.17722249887628,-0.0258671903548132,-0.312143259699252,0.00697610245471996,-0.298295843873999,0.102005714729875,0.184526210269466,0.0607839532689454,0.0799474452500965
TCGA.DD.A11C.01A.11R.A131.07,0.701250914459752,0.668540510538466,0.519723770032252,0.214077304333811,0.431854165366869,-0.0642570572601321,0.195662829605568,0.120920099748368,0.0901053070710549,0.152447316293015,0.0733399934020194,-0.0342900379469463,-0.306594631055936,-0.0363889433454063,-0.258586463921389,-0.0156283434020703,-0.290600826688075,0.14974670365155,0.204486201231846,0.238903002828163,0.0614196733367941
TCGA.CC.A9FW.01A.11R.A37K.07,0.694180176342233,0.672766406311311,0.444999693657544,-0.265457658580088,0.41976861809883,-0.080491634431478,0.149241612475783,0.162459411679268,0.10660418170141,0.132079022073119,-0.00488299501966763,-0.294288164246933,-0.208924407566375,-0.0236035143480146,-0.160416553052623,0.0340459684893114,-0.295848021148189,0.148016102932182,0.234851576867971,0.156679908808702,0.252911706752534
TCGA.MI.A75E.01A.11R.A32O.07,0.870903910201698,0.763156392878458,0.751372459771509,0.0134406737173285,0.44121943011207,-0.0109002505502036,0.138502691998447,0.108254966096683,0.0397437293393358,0.0449731813106434,0.147460596660374,-0.240654141782141,-0.148397469447506,-0.0618650084816468,-0.176612271935689,-0.0519284971184881,-0.290548745353483,0.0960303828936082,0.179938018137752,0.228260342333088,0.112087368521105
TCGA.WX.AA46.01A.11R.A39D.07,0.889700825240354,0.817259056984625,0.500355667906845,-0.0214522404316736,0.292389641975277,-0.117072220889961,0.101378308669275,0.131504326383288,0.0510485010082995,0.0557940424109714,0.0965904889580388,-0.194976023831741,-0.143700546467696,-0.0258691839124261,-0.229069795104141,-0.00454165733030263,-0.300561381928738,0.104872347791322,0.191684705222762,0.198636292798308,0.291456562203776
TCGA.G3.A25X.01A.11R.A16W.07,0.502156397831977,0.299619378625059,0.476814542089476,-0.124571580979449,0.489643526096875,0.159974110795481,0.198150800625047,0.0666093112515007,0.0817978719380032,0.20631904901623,0.0507766617550533,-0.107319018296956,-0.151966725961937,0.0159369379258727,-0.317506699497954,0.0654557958245447,-0.0695124734488202,0.180596967765069,0.241982535379813,0.260705748525494,0.237301378229543
TCGA.DD.AAW2.01A.11R.A41C.07,0.782820036578581,0.677315282821154,0.453086034232341,0.0486475024153471,0.463301161237368,-0.109277098005089,0.149032412634834,0.117366756673524,0.0766490547456539,0.128610868953107,0.138628899419287,-0.253761911018424,-0.228617988877616,-0.0159394598685934,-0.156316373067053,0.0158454852453163,-0.296642261500712,0.131465811250148,0.205665773614272,0.19350435842687,0.3487931414326
TCGA.DD.AAD2.01A.11R.A41C.07,0.822905481229216,0.751452209606014,0.869358853430079,0.0153265296428167,0.468262518434444,-0.0223839928890753,0.153009033198176,0.125983516403799,0.0254449323838482,0.0677189855115333,0.155231529757989,-0.10228015557007,-0.187165367468639,-0.0536461893271671,-0.166399685083053,-0.0415215963528516,-0.241471782771877,0.0914597281850968,0.175235015035673,0.259745337776843,0.212423838119275
TCGA.5C.A9VG.01A.11R.A37K.07,0.800608505739008,0.501510686810996,0.40717832304435,0.026521463437489,0.31832443389663,-0.262373523531229,0.185468611100248,0.169842326789544,0.120735330515277,0.200344853114454,0.0945606511618871,-0.144069142485581,-0.306763229746573,0.012076487475966,-0.0986115684854063,0.0742112486064457,-0.29703287151015,0.200423447328582,0.257894623658875,0.24055671062566,0.175174746376669
TCGA.BC.A3KF.01A.11R.A213.07,0.790081908671768,0.841705602200012,0.558554229483208,-0.153943034962556,0.439642440006207,-0.0947862555396996,0.148030782087303,0.0691724502849251,0.0477132959961827,0.101744800133822,0.118210543512486,-0.201574404480108,-0.328100079695907,-0.0411413943692473,-0.168358819002876,-0.026884049195899,-0.293764767764521,0.10787743874143,0.183589525815638,0.0938729378133987,0.163695491759204
TCGA.G3.A7M9.01A.23R.A352.07,0.49952528196067,0.348998879062765,0.667474411909029,-0.38225332531746,0.364652461314083,-0.191167556235188,0.250596662593228,0.0463051882086356,0.12972608784003,0.258740222045061,-0.00948176382727129,-0.298763502925026,-0.185989251403375,0.0409465572963579,-0.105235770504479,0.0746369563568636,-0.286069750578596,0.232721855428703,0.271136626265718,0.0346579903702777,0.0265903128975371
TCGA.2Y.A9H7.01A.11R.A39D.07,0.691369245440967,0.645103460074147,0.676073408911976,-0.11307140475118,0.339376682812722,-0.193875181574349,0.147279274473864,0.127335935118517,0.0908701812581184,0.125422437705109,0.0313869825383937,-0.371626362979122,-0.203468571876628,0.00137565481987682,-0.09959277975356,0.0252100176671793,-0.298985921557339,0.117091341187055,0.225928141077752,0.115199858240138,0.177056679361597
TCGA.DD.AAVW.01A.11R.A41C.07,0.649603067626142,0.667782534972904,0.433779217429669,0.231277587623698,0.428541009283998,-0.127087167176584,0.124641911863303,0.143837050073825,0.0101030002540788,0.023881912104105,0.269704602898506,-0.12735045993602,-0.00444843059517118,-0.102847551863523,-0.15280050885752,-0.103410539539875,-0.287137417937726,-0.00569995015530958,0.120508785130902,0.257897483975628,0.21524662643238
TCGA.DD.A4NB.01A.12R.A266.07,0.770759392642817,0.627054441072265,0.412925424267501,-0.0227015974553958,0.450340983078955,0.000249902863584458,0.100608808595453,0.137402025075287,-0.00880845979283983,-0.0325089468706601,0.100009790951649,-0.0231367226240739,-0.0767102876617831,-0.113169907135978,-0.210872079119348,-0.0841786216373622,-0.225557749524131,-0.0238250634069382,0.100298290599996,0.304686190519097,0.206950565197747
TCGA.PD.A5DF.01A.11R.A27V.07,0.599696321450614,0.720523480572475,0.582828970394686,-0.114263370502445,0.435910034289946,-0.0560940773042272,0.170419777107027,0.109941240610343,0.0605280863616137,0.163012952506126,0.204297710559572,-0.178831372033199,-0.182122642298142,-0.0371365875756023,-0.317124917416293,0.0112565088001053,-0.227708249220178,0.138157389925853,0.21880016330073,0.238120132654395,0.0532142753101121
TCGA.DD.A1EF.01A.11R.A131.07,0.517635220169694,0.612486934393126,0.292309657391444,-0.147476830966106,0.35053976001712,-0.0104141320571057,0.175604192033106,0.144253955580958,0.0802038388350239,0.143348540457068,0.0693165257345381,-0.221207832336093,-0.122726101538512,-0.0538895861609235,-0.0787370100521552,-0.047673029616828,-0.299415592567721,0.107078057932246,0.20291067326779,0.171779908201282,0.246434369770486
TCGA.MI.A75G.01A.11R.A32O.07,0.89352776562228,0.803861727770524,0.718651810031366,-0.131926264396937,0.404832878122539,-0.219919120410316,0.121165898353435,0.0736706922902783,0.0868018782944456,0.0888774959688877,0.106318415768344,-0.204907789642399,-0.261366706294453,0.00199830909588121,-0.231813661328276,0.021018177772916,-0.300287954922132,0.123944893397797,0.200524127506025,0.139479145779586,0.171931189201124
TCGA.DD.AADW.01A.11R.A39D.07,0.472558039630041,0.545424559194523,0.380728265765245,0.04840858141666,0.335063263410159,-0.1298011491258,0.224985207827708,0.172754618062792,0.0963518953451875,0.206529230102721,0.13372115605374,-0.232737755336115,-0.0915523875449039,0.0010213397441998,-0.0637803546166185,-0.0183571202634445,-0.279833010761239,0.190439091518479,0.249691109346379,0.260546716685837,0.230046984090882
TCGA.XR.A8TF.01A.11R.A36F.07,0.821480558702528,0.605697901587634,0.516170115971463,-0.190303975462906,0.417160297094942,-0.115668553593765,0.140644669068474,0.0612659355485073,0.0849833365382114,0.115241923819579,0.0483698306498774,-0.296889621259528,-0.195896634715597,-0.00985512586233014,-0.205859568999005,-0.00537247405271446,-0.298530209879662,0.107595595907907,0.208916769485723,0.135304321148461,0.321595316218661
TCGA.CC.A5UE.01A.11R.A28V.07,0.647279935863749,0.581011276687837,0.847215991668944,-0.264888538085706,0.415243237390345,-0.208055798888335,0.189886429559016,0.0456791797088353,0.109734916599962,0.208927960556223,0.0582973205852877,-0.368175974562421,-0.423019594253431,0.0163488565902205,-0.230371290042396,0.0842356334863425,-0.297306298516757,0.183680376936215,0.250517867115594,0.0653016527996158,0.250921192774785
