0	1	2	3	4	5	6	7	8	9	10	11	12	13
ACVR1	0.04297	0.063	0.07337	0.02989	0.02174	0.0143	0.01573	0.03092	0.00452	0.09829	0.0321	0.03419	0.00181	0.01699
ACVR1B	0.11011	0.18382	0.19007	0.08621	0.03836	0	0.08402	0	0.00878	0.10437	0.12403	0.07131	0	0.016
ACVR1C	0.02065	0.04549	0.06053	0.03307	0.00719	0.01461	0.001	0	0.01367	0.01415	0.02846	0.01762	0	0
ACVR2A	0.07145	0.067	0.09501	0.05411	0.01551	0.00537	0.04468	0.00151	0.01752	0.13182	0.11433	0.05357	0.03121	0.00146
ACVR2B	0.04997	0.08342	0.06249	0.02288	0.02497	0.08123	0.02127	0.03362	0.01593	0.10803	0.09384	0.10745	0.01252	0.01126
ACVR2B-AS1	0.00811	0.00162	0.01784	0.0066	0.00632	0.01569	0.00057	0.00354	0	0.00346	0.04063	0.01569	0.00746	0
ACVRL1	0.00224	0.00033	0.00644	0.0078	9e-04	0	0.03602	0	0.00809	0.06973	0	0.00124	0	0
ACY3	0.0181	0.03354	0.02621	0.00164	0.00099	0.01698	0	0.01826	0.06349	0.02531	0.00343	0.17118	0.02334	0.01961
ACYP1	0.02463	0.05092	0.08062	0.01716	0.03649	0.03253	0.01956	0.00713	0.17716	0.08297	0.22671	0.05985	0.05224	0.07125
ACYP2	0.08687	0.06867	0.13741	0.04776	0.07988	0.1098	0.07439	0.08912	0.06955	0.17907	0.09828	0.19177	0.06609	0.07104
ADA	0.00989	0.08399	0.09679	0.01704	0.16743	0.06508	0.11064	0.14745	0.41945	0.07549	0.00309	0.01471	0.3619	0
ADAD2	0	0.00857	0	0	3e-04	0	0.00664	0	0	0	0.00128	0.00394	0	0
ADAL	0.09049	0.20346	0.10893	0.04852	0.04967	0.05288	0.08074	0.0894	0.09573	0.0904	0.13695	0.14643	0.03458	0.0318
ADAM10	0.28255	0.20071	0.22755	0.12706	0.28428	0.03138	0.27039	0.10259	0.20187	0.58555	0.36727	0.12676	0.31845	0.11173
ADAM11	0.00094	0.00818	0.00068	0	0.00045	0	0.003	0	0	0	0	0	0	0
ADAM12	0.01371	0.00086	0.04581	0.00329	0.02248	0.03139	0.01859	0	0	0.0293	0.06193	0	0	0
ADAM15	0.01008	0.03536	0.04819	0.05333	0.00351	0.00037	0.03531	0.03174	0.00188	0.04487	0.06646	0.02365	0.00736	0
ADAM17	0.17995	0.32762	0.52003	0.39434	0.3147	0.9449	0.4721	0.36283	0.45574	0.39362	0.55059	0.40005	0.28863	0.49105
ADAM19	0.02168	0.012	0.02111	0.02736	0.04469	0.03572	0.02994	0.15657	0.09978	0.02725	0.00245	0.0183	0.19048	0.33239
ADAM1A	0.0043	0.01947	0.00891	0	0.00177	0.02863	0.00599	0.00153	0	0.01679	0	0.01472	0	0
ADAM20	0	0.00697	0.01372	0.00398	0.012	0.00993	0.00042	0.00091	0	0	0.00203	0	0	0
ADAM20P1	0	0.00259	0.01398	0.01073	0.00106	0	0	0	0	0	0	0	0	0
ADAM22	0	0.03372	0.00896	0	0.01457	0	0.00456	0	0	0	0	0	0	0
ADAM23	4e-05	0.00861	0.00017	0	0.00686	0	0.00114	0.00131	0.02018	0	0	0	0	0
ADAM28	9e-05	0.01167	0.00303	0	0.04527	0.04496	0.25368	0.35936	0.05476	0	0.00066	0.03368	0.27929	0.68712
ADAM33	0.00243	0.00495	0.02639	0.02193	0.01307	0.04275	0.02776	0.02406	0.00718	0.00344	0.02339	0.01848	0.01493	0.00753
ADAM8	0.00965	0.03141	0.01048	0.00153	0.07735	0.00348	0.06973	0.02259	0.02236	0	0.0199	0.02186	0.0165	0.25214
ADAM9	0.06433	0.06812	0.08496	0.04558	0.00668	0.01255	0.28087	0.00271	0.04078	0.07356	0.06421	0.05301	0.00988	0
ADAMDEC1	0	0.00129	0.00063	0	0.00648	0	0.04393	0	0	0	0	0	0	0
ADAMTS1	5e-05	0.00697	0.02616	0.00424	0.00115	0	0	0	0	0.05473	0.00562	0	0	0
ADAMTS10	0.00102	0.01848	0.15372	0.03006	0.03006	0.00487	0.01219	0.00086	0	0.02141	0.04103	0.08027	0.00143	0
ADAMTS13	0.01327	0.03111	0.04923	0.01454	0.00518	0.00909	9e-04	0	0	0.04074	0.01798	0.0574	0	0
ADAMTS16	0.05009	0.00594	0	0	0.00112	0	0	0	0	0.06963	6e-04	0	0	0
ADAMTS17	0.01605	0.07446	0.01001	0.00041	0.02065	8e-05	0.0157	0	0.01262	0.00331	0.00527	0.00781	0.02416	0.00939
ADAMTS18	0	0	0.02121	0.01158	0	0	0.02136	0.01053	0	0.00292	0.04847	0	0	0
ADAMTS2	0.0087	0.01479	0.03452	0.0153	0.00955	0.01746	0.05493	0.02013	0.02187	0.00583	0.02866	0.01417	0.01282	0.02995
ADAMTS20	0.00332	0.00336	0.00058	0	0	0.00825	0.00276	0	0	0	0.01696	0.03981	0	0
ADAMTS3	0	0.00125	0.01302	0.02423	0.00256	0	0.00234	0	0.00057	0	0.05815	0	0.02512	0
ADAMTS4	0.00382	0.00681	0.02464	0.00858	0.02317	0.00533	0.00614	0.01636	0.00342	0.06799	0.01435	0.02348	0.00968	0.00398
ADAMTS5	0.00184	0.00251	0.00257	0.00488	0	0.00452	0.00462	0.01579	0	0.16068	0	0.01726	0	0
ADAMTS6	0.00446	0.02049	0.03754	0.00368	0.02667	0	0.00949	0	0	0.02833	0.01089	0.01569	0.03212	0.07557
ADAMTS7	6e-05	0.00857	0.00038	0	0	0	0.00237	0.01109	0.00307	0.00429	0	0	0	0
ADAMTS9	0.05635	0.00019	0.04132	0	0.00402	0.08163	0.00168	0.0109	0.00175	0.74145	0.08655	0.23338	0.00204	0
ADAMTSL2	0.04959	0.05051	0.13861	0.03847	0.00339	0.00111	0.01588	0.00517	0.01353	0.03977	0.10941	0	0	0.00739
ADAMTSL3	0.03464	0.20612	0.17224	0.0977	0.01728	0.00344	0.04018	0.01092	0.00244	0.00392	0.24446	0.00141	0	0
ADAMTSL4	0.00714	0.05027	0.07736	0.06117	0.00891	0.01077	0.03562	0.01615	0.01062	0.01052	0.05178	0.01658	0	0
ADAMTSL4-AS1	0.00044	0.00276	0.00264	0.00902	0.01424	0.00459	0.05196	0.08104	0.0133	0	0	0.0064	0.07289	0.06021
ADAMTSL5	0.01042	0.01054	0.03149	0.01355	3e-04	0	0.00085	0	0.00164	0.00913	0.04911	0.0281	0.0104	0
ADAP1	0.00046	0.00803	0.00097	0.01356	0.01302	0.008	0.03559	0.00173	0.09062	0	0	0	0.01454	0.15585
ADAP2	0.03219	0.0673	0.16403	0.12698	0.04808	0.02093	1.11776	0.02825	0.00756	0.05245	0.10672	0.01726	0.00632	0.00146
ADAR	0.54161	0.9134	0.90956	0.50089	0.80515	0.50646	0.67519	0.55559	0.92649	0.73958	0.89927	0.77164	0.82189	0.60254
ADARB1	0.00293	0.04658	0.01331	0.0014	0.14645	0.02645	0.00969	0.00369	0.09067	0.00447	0.00599	0.07819	0.07703	0.05412
ADARB2	3e-05	0.00706	4e-04	0.0051	0.00028	0	0	0	0.00553	0.00499	0.00171	0	0.00137	0
ADAT1	0.36029	0.42979	0.76782	0.52475	0.60545	1.44391	0.54401	0.4916	0.49051	0.48031	0.85575	0.73421	0.41894	0.65479
ADAT2	0.05727	0.08455	0.17314	0.07798	0.22544	0.57007	0.09878	0.08772	0.25649	0.12333	0.20685	0.1439	0.16254	0.16041
ADAT3	0.02245	0.00338	0.042	0.02157	0.01249	0.01958	0.00824	0.02369	0.05393	0.01574	0.09936	0.03756	0	0.03009
ADCK1	0.0246	0.07417	0.08988	0.01974	0.01863	0.00946	0.04047	0.00756	0.03067	0.02604	0.03289	0.14836	0	0
ADCK2	0.04817	0.08974	0.09901	0.04415	0.0434	0.00971	0.0918	0.01327	0.01849	0.04309	0.1051	0.04236	0.02288	0.06615
ADCK5	0.04986	0.13422	0.10348	0.01688	0.06005	0.06315	0.05195	0.01634	0.0467	0.05583	0.05723	0.12709	0.01217	0.08934
ADCY1	0.07313	0.13058	0.35388	0.25318	0.19733	0.72547	0.22827	0.14968	0.1428	0.07731	0.42633	0.33569	0.19719	0.25338
ADCY10	0.06124	0.00148	0.0057	0.00412	0	0.00283	0.00116	0.00143	0	0.01575	0.00044	0	0	0
ADCY10P1	0.01194	0.02372	0.01456	0.0045	0.00217	0.0204	0.00818	0.01489	0.00048	0.03595	0.01633	0.02449	0.00121	0.00126
ADCY2	0.00702	0.00688	0.0398	0.02114	0.03314	0.03183	0.05633	0.07283	0.02139	0.00301	0.02882	0.01499	0.02123	0.11016
ADCY3	0.00065	0.00442	0.00316	0.01583	0.06043	0.01438	0.04708	0.01773	0.04499	0.01637	0.00305	0.00131	0.04182	0.13179
ADCY5	0.00759	0.01876	0.01076	0.00149	0.00137	0	0.00598	0	0	0.00915	0	0	0	0
ADCY6	0.04001	0.12059	0.15095	0.09552	0.01468	0.01161	0.02962	0.00788	0.00113	0.09062	0.18232	0.03998	0.00131	0
ADCY7	0.00646	0.02423	0.00134	0.00239	0.11433	0.01485	0.13518	0.01074	0.14897	0.04121	0	0.01124	0.06215	0.09784
ADCY9	0.08213	0.03363	0.07672	0.07722	0.01175	0.0081	0.02898	0.00425	0	0.0472	0.02772	0.05903	0.00175	0
ADD1	0.55724	0.37319	0.3277	0.16113	0.33278	0.12669	0.2451	0.28253	0.4538	0.74337	0.39146	0.34257	0.29958	0.80324
ADD3	0.22579	0.41401	0.25856	0.07455	0.44073	0.16756	0.19122	0.15121	0.52338	0.66837	0.29669	0.51677	0.4293	1.41232
ADH1A	0.64876	0.80501	0.92968	0.6697	0.16771	0.35969	0.21757	0.06187	0.11196	0.12036	0.56151	1.41867	0.03751	0.0714
ADH1B	1.73928	1.35007	1.43191	1.00374	0.44536	1.12443	0.54866	0.17334	0.19535	1.16614	0.90187	2.53229	0.15225	0.18856
ADH1C	0.27182	0.25242	0.41864	0.27242	0.04106	0.09451	0.08456	0.01654	0.06384	0.08736	0.27018	0.57184	0.01143	0.00738
ADH4	1.3355	0.27154	0.90063	0.61544	0.15624	0.36483	0.17172	0.07616	0.05097	1.15275	0.74577	1.33306	0.03322	0.14265
ADH5	0.38497	0.67642	0.25344	0.1104	0.20401	0.10604	0.14537	0.08462	0.14093	0.58594	0.27961	0.63918	0.09699	0.14949
ADH6	0.74611	0.57576	0.40939	0.13717	0.1348	0.34688	0.14337	0.07147	0.02602	0.98372	0.51271	1.05426	0.0305	0.04391
ADHFE1	0.08782	0.13494	0.32364	0.10639	0.07467	0.00697	0.02376	0.02421	0.0118	0.04758	0.11902	0.18097	0.02137	0
ADI1	1.71436	1.10591	0.75363	0.35544	0.28215	0.20785	0.53377	0.384	0.35511	1.22647	0.82796	0.75855	0.33789	0.19599
ADIPOQ	0.00603	0.00601	0.00843	0.01549	0.00164	0.00423	0.00824	0.00086	0.00243	0.00072	0.0053	0.00281	0.00459	0.01312
ADIPOQ-AS1	0.02548	0.05267	0.18605	0.11467	0.08704	0.29857	0.11548	0.10341	0.04136	0.02123	0.28066	0.12247	0.06343	0.11501
ADIPOR1	0.33458	0.22173	0.2936	0.11034	0.09456	0.01198	0.20037	0.32265	0.16226	0.46862	0.25807	0.08118	0.35595	0.10305
ADIPOR2	0.35272	0.22527	0.51645	0.33319	0.15847	0.08867	0.19901	0.108	0.2284	0.32722	0.46465	0.37618	0.05448	0.04229
ADIRF	0.01589	0.03473	0.15398	0.07941	0.00252	0	0.00518	0	0.00044	0.07312	0.12376	0.01667	0	0
ADK	0.2409	0.26057	0.25542	0.1129	0.08326	0.04673	0.07607	0.07265	0.09166	0.19839	0.2556	0.32631	0.15264	0.15855
ADM	0.06846	0.10516	0.07176	0.06304	0.00574	0.01807	0.17378	0.03286	0.03803	0.19168	0.08862	0.27218	0	0.00197
ADM2	0.16005	0.22867	0.60953	0.3743	0.23657	0.83758	0.24204	0.35253	0.16927	0.16551	0.5865	0.39314	0.16765	0.4629
ADM5	0	0.00545	0.004	0.00951	0.00024	0	0.01281	0	0.00399	0	0.00341	0.01935	0	0
ADNP	0.36001	0.34184	0.26981	0.15326	0.24058	0.12286	0.16123	0.17919	0.30563	0.5432	0.39623	0.35627	0.38653	0.35993
ADNP2	0.09297	0.14524	0.18161	0.03344	0.07139	0.03883	0.06439	0.02032	0.07574	0.1933	0.195	0.04934	0.02381	0.18188
ADO	0.04095	0.03768	0.03973	0.01754	0.04427	0.00434	0.01888	0.00732	0.0967	0.04909	0.06811	0.00439	0.04175	0.0553
ADORA1	0	0.00449	0.01518	0.01717	0	0	0	0	0	0	0.00282	0	0	0
ADORA2A-AS1	0.35368	0.07874	0.15923	0.09722	0.03322	0.05867	0.03945	0.02805	0.02021	0.13174	0.17914	0.12243	0.02748	0.04393
ADORA2B	0.00697	0.01108	0.01325	0.01787	0.01148	0.0212	0.01078	0.0094	0.00709	0.00467	0.00594	0.01788	0.0118	0.00988
TMIGD3	0.00071	5e-05	0	0.00731	0	0	0.05142	0	0.01428	0	0	0	0	0
ADPGK	0.06843	0.04879	0.06284	0.02715	0.0427	0.03194	0.1356	0.09969	0.06791	0.12477	0.06702	0.14637	0.05668	0.09093
ADPRH	0.00528	0.02883	0.01222	0.00476	0.02514	0.00183	0.08497	0.03886	0.06624	0.03062	0	0	0.00574	0.07514
ADPRHL1	0.00923	0.01391	0.01301	0.00296	0.00728	0	0	0	0	0.00372	0.02018	0	0	0
ADPRHL2	0.05646	0.11119	0.06575	0.0334	0.08201	0.03082	0.09736	0.07153	0.18319	0.12726	0.11638	0.11979	0.10521	0.18716
ADPRM	0.01793	0.02141	0.01125	0.00902	0.02417	0.01002	0.02782	0.00047	0.0289	0.01075	0.01908	0.06151	0.02353	0
ADRA1A	0.00381	0.01424	0.36993	0.14559	0.0044	0.05733	0.00561	0.01848	0.00574	0.00156	0.21277	0.21402	0.00622	0.01285
ADRA1B	0	0.00753	0.02967	0.00235	0.00605	0.00483	0	0.00076	0.00043	0	0	0.00098	0	0.12563
ADRA1D	0.00247	0.00341	0	0.00082	0	0	0	0	0	0.00165	0	0	0	0
ADRA2A	0.00322	0.00265	0.00216	0	0	0	0.00095	0	0	0.04581	0	0	0	0
ADRA2C	0	0.03013	0.00648	0	0.00511	0.00034	0.00387	0	0	0.00037	0	0	0	0
ADRB2	0.02091	0.00859	0.02091	0.01624	0.03351	0.02608	0.03014	0.08381	0.02494	0.06555	0.09971	0.03093	0.02923	0.17533
ADRM1	0.14601	0.09937	0.09601	0.05746	0.06169	0.02348	0.08926	0.05632	0.09482	0.18054	0.18411	0.15048	0.04389	0.04473
ADSL	0.21766	0.37252	0.10573	0.06811	0.17914	0.08483	0.15937	0.11404	0.54839	0.39971	0.23068	0.34799	0.22124	0.39978
ADSS	0.10703	0.08597	0.17783	0.07498	0.17831	0.08967	0.1245	0.08273	0.33891	0.20425	0.12994	0.07984	0.21691	0.15852
ADSSL1	0.03487	0.03248	0.16384	0.07427	0.01274	0.00255	0.05173	0	0.01151	0.01934	0.09593	0.00183	0	0
AEBP1	0.00913	0.0169	0.00386	0	0.01194	0.02139	2e-04	0.10097	0	0.05951	0.00066	0.00202	0.19715	0.12774
AEBP2	0.11536	0.08514	0.03263	0.01128	0.11605	0.0416	0.09755	0.10921	0.20923	0.14229	0.04274	0.04516	0.17969	0.00272
AEN	0.02338	0.0467	0.03247	0.00533	0.05155	0.02391	0.01222	0.07979	0.17781	0.06935	0.05898	0.10643	0.10287	0.16326
AES	0.24684	0.2161	0.46933	0.31941	0.74442	0.21582	0.38739	0.34217	0.9263	0.22436	0.45109	0.84418	0.7819	0.50033
AFAP1	0.03763	0.03693	0.05254	0	0.01206	0.00427	0.03233	0	0.01329	0.12937	0	0.03805	0.02501	0
AFAP1-AS1	0.00045	0.02298	0.01927	0.0058	0	0	0.00352	0	3e-04	0	0.00245	0.00163	0.00669	0
AFAP1L1	0.09197	0.13752	0.43222	0.25063	0.23701	0.93803	0.27382	0.25215	0.18887	0.1645	0.4942	0.33442	0.12201	0.26421
AFAP1L2	0.00029	0.00196	0.00024	0	0.06764	0.02111	0	0.00065	0.03558	0.02976	0	0.00253	0.03451	0.11333
AFF1	0.07999	0.40862	0.21065	0.09086	0.20896	0.12065	0.26657	0.22743	0.24145	0.12933	0.23496	0.25491	0.40462	0.15321
AFF2	0	0.01783	0.02107	0.01966	0.00672	0	0.00227	0	0.02205	0	0.08115	0.01597	0	0
AFF3	0.11495	0.04468	0.24023	0.13262	0.03871	0.01582	0.08758	0.01581	0.07213	0.02165	0.17378	0.03841	0.00408	0.11575
AFF4	0.31716	0.6679	0.51721	0.18517	0.40656	0.22595	0.47039	0.3846	0.32154	0.56852	0.51752	0.46627	0.49925	0.30011
AFG3L1P	0.0675	0.11588	0.05497	0.04899	0.03445	0.01797	0.07937	0.02746	0.14619	0.1039	0.13186	0.11442	0.07568	0.06852
AFG3L2	0.26569	0.57639	0.30849	0.13765	0.12992	0.03067	0.21175	0.02233	0.17903	0.3994	0.38198	0.20496	0.19136	0.03723
AFM	0.24942	0.88035	1.80899	0.83113	0.13095	0.32137	0.21655	0.05051	0.04129	0.30679	1.58565	0.91974	0.02977	0.21254
AFMID	0.3979	0.18221	0.2858	0.10377	0.02777	0.02936	0.06455	0.03226	0.02136	0.26294	0.22039	0.1658	0.03322	0.01867
AFP	0.02175	0.06909	0.10167	0.0689	0.00517	0.00657	0.01136	0	0	0.00085	0.05488	0.01454	0	0
AFTPH	0.25975	0.45346	0.44918	0.13249	0.3668	0.14062	0.25329	0.58238	0.53089	0.34883	0.39151	0.2702	0.38667	0.74947
AGA	0.13492	0.02459	0.05039	0.01314	0.07341	0.01971	0.02152	0.13186	0.10548	0.16413	0.06675	0.04527	0.27454	0.02908
AGAP1	0.09416	0.24837	0.12206	0.06374	0.0527	0.02486	0.05827	0.07479	0.02777	0.07684	0.06154	0.07	0.03997	0
AL136982.1	0.00581	0.00169	0.00555	0.00064	0.00346	0	0.0055	0.01232	0	0.00972	0.00466	0.00151	0.00498	0
AGAP2	0	0.00211	0.00011	0.00352	0.10953	0.04427	0.00737	0.0401	0.16742	0	0	0.02762	0.14678	0.12697
AGAP3	0.24864	0.3022	0.27833	0.13855	0.09502	0.06014	0.2317	0.04428	0.02876	0.19986	0.17199	0.31076	0.07701	0.00526
AGAP4	0.00872	0.01571	0.02317	0.00357	0.00439	0	0.01833	0.00097	0.00043	0.00794	0.03531	0.00331	0.00236	0
AGAP5	0.0448	0.01687	0.03539	0.01118	0.01079	0.00171	0.02143	0.03433	0.0013	0.05445	0.02436	0.04122	0.02641	0.04258
AGAP6	0.02437	0.06678	0.12333	0.02864	0.03431	0.0356	0.04076	0.03791	0.01133	0.06687	0.0786	0.04992	0.09386	0.08369
AGBL2	0.06011	0.06075	0.00817	0.00965	0.01073	0.00494	0.01056	0.0031	0.01772	0.04591	0.01338	0.01183	0	0
AGBL3	0.04618	0.00431	0.00932	0.00306	0.01147	0	0.00116	0.00177	0.00978	0.0427	0.04852	0	0.00152	0
AGBL4	0.0027	0.00805	0.0093	0.00167	0.0011	0.00386	0.00334	0	0	0.0029	0.00693	0.08027	0	0
AGBL5	0.10704	0.18004	0.06953	0.02243	0.03768	0.00427	0.05035	0.00191	0.11583	0.09934	0.10844	0.03379	0.03797	0
AGER	0.00459	0.01037	0.03785	0.00354	0.00809	0.00571	0.01858	0.01202	0.04118	0.03037	0.05976	0.00334	0.00211	0.1297
AGFG1	0.16454	0.41766	0.24512	0.07567	0.25248	0.1113	0.20189	0.04276	0.29703	0.26966	0.29589	0.29263	0.16632	0.12054
AGFG2	0.34159	0.19884	0.37683	0.3235	0.11117	0.05592	0.09896	0.02327	0.10073	0.56451	0.48301	0.15003	0.04275	0.01679
AGGF1	0.10483	0.25963	0.19808	0.112	0.18646	0.08116	0.16022	0.20025	0.35986	0.19794	0.21037	0.17241	0.4475	0.02182
AGK	0.02152	0.03883	0.02514	0.02821	0.05925	0.00246	0.00581	0.01228	0.0506	0.00077	0.01341	0.01661	0.02172	0.02478
AGL	0.25334	0.38376	0.41357	0.24588	0.27424	0.08367	0.13748	0.08184	0.15689	0.28205	0.37379	0.2355	0.19043	0.1292
AGMAT	0.43649	0.77209	0.9225	0.65187	0.39435	1.16488	0.5646	0.3417	0.27704	0.32636	0.88421	0.59268	0.2589	0.31698
AGMO	0.20019	0.14752	0.36442	0.26003	0.16205	0.5894	0.17113	0.22097	0.09565	0.19227	0.37899	0.30818	0.17596	0.23755
AGO1	0.17676	0.20623	0.11298	0.05183	0.14388	0.05597	0.14813	0.06294	0.16222	0.11474	0.24811	0.14761	0.04745	0.17345
AGO2	0.0438	0.12526	0.07874	0.02069	0.13241	0.03651	0.03611	0.07782	0.15108	0.06574	0.10561	0.07156	0.16139	0.03849
AGO3	0.03457	0.0996	0.13514	0.02379	0.0361	0.02171	0.07505	0.02439	0.13818	0.09663	0.10789	0.08986	0.15384	0.00605
AGO4	0.06957	0.11143	0.26509	0.17118	0.0915	0.04985	0.15522	0.06831	0.05616	0.10716	0.27182	0.10217	0.07276	0.02366
AGPAT1	0.31753	0.14637	0.18463	0.09678	0.11289	0.03711	0.11879	0.11966	0.17432	0.49941	0.22961	0.17881	0.08798	0.01186
AGPAT2	0.16171	0.12616	0.18856	0.09543	0.06091	0.06483	0.16132	0.07017	0.06097	0.10572	0.18162	0.39537	0.0975	0.19055
AGPAT3	0.31018	0.40455	0.36815	0.1984	0.27132	0.09333	0.19642	0.16734	0.36279	0.35817	0.41762	0.35695	0.28984	0.1729
AGPAT4	0.02277	0.06171	0.12145	0.02164	0.01895	0.01215	0.03673	0	0.00056	0.091	0.07748	0.03314	0	0
AGPAT5	0.03131	0.1839	0.04003	0.01816	0.07	0.06304	0.07944	0.07565	0.17877	0.0204	0.02765	0.06525	0.18682	0.15876
AGPS	0.37491	0.29929	0.19536	0.14718	0.08493	0.02627	0.22963	0.05902	0.21072	0.33735	0.20833	0.10436	0.11469	0.24945
AGRN	0.04308	0.0976	0.11704	0.14859	0.02555	0.0157	0.07885	0.00469	0.00056	0.07023	0.15158	0.0526	0	0
AGT	2.49557	1.77768	2.74922	2.53004	0.40144	0.19449	0.79196	0.06052	0.06179	1.6588	2.56281	0.87174	0.00458	0.02539
AGTPBP1	0.04068	0.04308	0.05136	0.04909	0.18094	0.02046	0.07656	0.02002	0.30156	0.09939	0.08363	0.07295	0.19383	0.21007
AGTR1	0.09341	0.01838	0.03953	0.0377	0.00163	0	0.00864	0	0	0.08235	0.02076	0.00093	0	0
AGTRAP	0.0846	0.1247	0.10798	0.02849	0.2041	0.04548	0.10925	0.10719	0.18052	0.10283	0.11247	0.13575	0.26318	0.00331
AGXT	0.24914	1.59044	1.7459	1.00254	0.30143	0.48784	0.47626	0.11097	0.07741	0.12347	1.28739	1.46904	0.05619	0.01776
AGXT2	0.01471	0.08364	0.01029	0	0.01723	0.0121	0.00732	0	0	0.01233	0.04462	0.15315	0	0
AHCTF1	0.22753	0.24161	0.32312	0.13152	0.16739	0.1066	0.14891	0.11179	0.25513	0.35058	0.47928	0.31276	0.22498	0.38157
AHCTF1P1	0.01579	0.00142	0.01429	0.00981	0	0	0.00052	0	0	0.00447	0.01646	0.00183	0.0019	0.00272
AHCY	1.00011	0.7125	0.34891	0.21249	0.11575	0.23515	0.26546	0.29	0.50326	0.94671	0.42994	0.15334	0.24675	0.13479
AHCYL1	0.62655	1.0335	0.31689	0.21849	0.36013	0.19577	0.41871	0.28028	0.40475	0.86288	0.49532	1.02855	0.1614	0.24508
AHCYL2	0.08531	0.07969	0.07685	0.03486	0.05407	0.01513	0.02259	0.01385	0.04037	0.13022	0.01678	0.01592	0.09	0.04995
AHDC1	0.02668	0.029	0.08216	0.06986	0.02911	0.01	0.04957	0.00822	0.00031	0.02252	0.09961	0.02693	0.01875	0
AHI1	0.37602	0.36302	0.479	0.18976	0.2331	0.34886	0.1705	0.38116	0.57219	0.43937	0.46957	0.70653	0.47924	0.33043
AHNAK	1.49841	1.35658	1.56851	1.53177	1.25469	0.51937	1.57352	0.35599	0.88777	1.24808	1.7128	0.91004	0.94549	1.5965
AHNAK2	0	0.0537	0.1078	0.04012	0.01881	0.00191	0.02734	0	0	0	0.06433	0	0	0
AHR	0.59864	0.51799	0.23166	0.1418	0.26952	0.13606	0.42202	0.09174	0.16223	0.52949	0.23945	0.27493	0.07257	0.16585
AHRR	0.00663	0.00686	0.00174	0.00091	0.002	0	0.00436	0.00545	0	0.02695	0.00278	0.02719	0.00115	0
AHSA1	0.15211	0.22598	0.12995	0.11919	0.17798	0.04747	0.20149	0.12673	0.21607	0.18542	0.24951	0.1053	0.14334	0.15237
AHSA2P	0.38173	0.1817	0.96101	0.3009	0.14253	0.06889	0.25646	0.13054	0.12891	0.69603	1.0198	0.27166	0.15471	0.12047
AHSG	4.07425	3.55983	3.57114	3.58268	0.85389	0.21634	1.94898	0.14326	0.27152	3.62876	3.27279	1.66103	0.0318	0.04755
AICDA	0.05949	0.0757	0.19329	0.16616	0.12318	0.28648	0.14252	0.1585	0.20561	0.11951	0.18568	0.23175	0.14159	0.13637
AIDA	0.35877	0.26205	0.21664	0.13009	0.23497	0.10937	0.27693	0.14133	0.17228	0.27583	0.3151	0.37647	0.12727	0.27976
AIF1	0.0428	0.08638	0.01437	0.02786	0.15178	0.15582	1.63945	0.06942	0.38636	0.06297	0.01853	0.05438	0.05396	0.11285
AIFM1	0.17303	0.48093	0.2138	0.09749	0.09311	0.09338	0.16529	0.04369	0.25318	0.13485	0.22139	0.21853	0.12043	0.13602
AIFM2	0.13517	0.16056	0.19771	0.04848	0.03788	0.0311	0.07716	0.03949	0.09095	0.12592	0.1612	0.30171	0.0532	0.00694
AIFM3	0.00932	0.05256	0.04144	0.00063	0.00239	0	0.01004	0	0	0.02819	0.07602	0	0	0
AIG1	1.21724	0.40443	0.55692	0.22397	0.04853	0.06835	0.15339	0.05148	0.05536	0.8701	0.50538	0.56771	0.14046	0.0441
CRYBG1	0.11176	0.14482	0.10621	0.06353	0.36966	0.10798	0.18736	0.06031	0.38424	0.02565	0.1523	0.21932	0.20934	0.50624
CRYBG2	0.08963	0.01584	0.00625	0.00617	0	0.01598	0.00277	0	0	0.09137	0.0293	0.00575	0	0
AIM2	0.00718	0	0	0	0.04751	0.03833	0.01288	0.19316	0.20446	0.00131	0	0.00659	0.17935	0.63246
AIMP1	0.19932	0.41247	0.20452	0.10554	0.30947	0.1271	0.2482	0.23778	0.62625	0.38516	0.24005	0.67977	0.34791	0.28264
AIMP2	0.16226	0.14494	0.14466	0.06014	0.06498	0.07666	0.08099	0.01409	0.25041	0.24475	0.15947	0.1773	0.0479	0.12117
AIP	0.05959	0.11099	0.11734	0.06662	0.25483	0.04138	0.07007	0.13562	0.44625	0.1052	0.15497	0.15865	0.25105	0.15905
AIPL1	0.06655	0.08619	0.1941	0.11953	0.12157	0.20394	0.16355	0.07535	0.1535	0.07855	0.19262	0.22796	0.15076	0.13734
AIRE	0.00813	0.0156	0.04649	0.02107	0.02556	0.05834	0.02466	0.02952	0.01573	0.00451	0.04264	0.03923	0.0073	0.04482
AJAP1	0.00114	0	2e-04	0	0	0	0	0	0	0.02202	0.00137	0	0	0
AJUBA	0.23604	0.09353	0.18309	0.06594	0.02068	0.00911	0.01192	0.0124	0.01078	0.14761	0.23829	0.1095	0	0
AK1	0.19244	0.25872	0.75295	0.53463	0.44032	1.37699	0.4323	0.37459	0.33064	0.23996	0.78283	0.50979	0.3731	0.62368
AK2	0.45963	0.63007	0.41107	0.21461	0.23604	0.13451	0.25746	0.1366	0.58358	0.42695	0.55921	0.48065	0.25451	0.16134
