Cell	UMAP_1	UMAP_2	Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Patient	Sample	Tissue
HCC1_COL12_ROW28	-10.387995738592	-5.00944165649706	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW29	-10.3037185855769	-3.95670775833421	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW30	-9.98601819952949	-4.00556878509813	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW31	-10.4009208866022	-4.43604306640917	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW32	-10.2366428562067	-4.51619891586595	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW33	-9.6831684299372	-5.96300248565965	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW34	-12.3407716937922	-3.5356748527556	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW35	-8.441480655279	-5.0155971473723	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW36	-9.58736230811103	-5.77673844757372	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW37	-8.4927239604853	-4.68076161804491	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW38	-10.4553508945368	-4.99999026718431	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW39	-13.0967064090632	-3.50918082657152	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL12_ROW40	-9.17566587409003	-4.33632974090868	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW1	-8.00103332480415	-3.3276522583037	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW2	-13.0507106967829	-3.50898198547655	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW4	-8.76071931799873	-5.83047561111742	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW5	-12.6825294681452	-3.77689246597582	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW6	-9.66405202826484	-3.52348308029466	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW7	-9.28057100256904	-5.93824080887132	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW8	-9.76518060645087	-1.98416451874071	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW9	-11.2614412494562	-3.74093083801561	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW10	-10.3265466876887	-2.64777402344042	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW11	-8.79620410880073	-5.79577855530077	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW12	-9.83998109778388	-2.21280054512315	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW13	-9.25862791022285	-2.83677987518602	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW14	-5.90016509970649	-1.40904478493028	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW16	-10.0894012637995	-3.25047807159715	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW17	-9.10682012518867	-5.36202029648119	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW19	-6.84027625998481	-4.08263663711839	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW20	-9.44891740759834	-3.93199519577318	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW21	-7.41318704565986	-4.461668295291	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW22	-8.08411743124946	-5.55829600754076	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW23	-10.2001962848566	-3.97505406799608	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW24	-6.7625723071955	-4.23080329361253	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW25	-10.0186386295222	-2.07859496536546	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW26	-8.76989223441108	-4.23904733124071	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW27	-9.45165826758369	-2.9592531150847	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW28	-8.23053075751289	-4.95158175888353	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW29	-7.61908533057197	-4.91491202774339	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW30	-7.35121728857978	-3.91733579101854	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW31	-3.82408596953376	12.8644988113374	2	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW32	-10.8878040500544	-4.2925861305266	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW33	-10.3720560260676	-3.6267245239287	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW34	-9.02861310919746	-5.07023696365648	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW35	-9.45105554541572	-1.91600088539415	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW36	-9.58989908179267	-3.4873464530974	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW39	-7.70334484061225	-3.29756955566698	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL13_ROW40	-7.95959188422187	-4.31788615646654	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW1	-9.56608011206611	-6.07852248611742	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW2	-5.93212987860664	-1.44201783600145	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW4	-9.77466012915595	-1.96222714844042	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW5	-1.22587327478452	7.76183577117628	10	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW7	-12.9844627567194	-3.52922133865648	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW8	-8.21045114478095	-5.11028174820238	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW10	-9.00487710913642	-6.01783160629564	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW11	-7.70871593436225	-5.34137467804247	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW12	-8.801916617956	-5.43172769012743	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW13	-1.15073229750617	7.61671085891432	10	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW15	-8.75137855490668	-5.97350291672044	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW16	-10.4488811679743	-3.79939727249437	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW17	-9.15115549048408	-4.51543788376146	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW18	-6.75407793005927	-4.4130466407805	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW19	-9.00293113669379	-5.08166675033861	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW20	-9.39008619269355	-5.83599070968919	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW21	-8.75713159522041	-5.8338606781035	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW22	-10.5608282276057	-3.43970755996996	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW23	-10.3186369129084	-3.28609685364061	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW24	-7.18428041419013	-4.55147580566698	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW25	-7.81567098578437	-3.3209531730681	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW26	-9.63389017065986	-2.01057867470079	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW27	-9.26541234930976	-2.14078907432848	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW28	-8.85479547461494	-2.25581769409471	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW29	-8.51167346915229	-5.16051034393602	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW30	-7.68403150519355	-5.27619723739916	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW31	-8.9702744670771	-2.95675830307298	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW32	-10.1727504917048	-2.22080497207933	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW33	-12.6105060764216	-3.69538335266405	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW34	-12.8856010623835	-3.59197978439623	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW35	-9.86880495032294	-3.15438012543016	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW36	-9.26793195685371	-3.00293092193895	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW37	-5.83790447195991	-1.33735064926439	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW38	-8.39279748877509	-4.70835666122728	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW39	-9.64998533209785	-2.6777966445952	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL14_ROW40	-5.88586856802924	-1.36479286613756	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW1	-8.19865419348701	-5.08581857147508	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW2	-9.4519615360163	-2.2799158519774	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW3	-9.32598688086494	-3.81725673141771	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW4	-10.2605266757868	-2.85170392456346	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW5	-8.89087726553901	-4.92146233978563	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW6	-8.72998477896674	-3.69484214248949	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW7	-8.75880243262275	-5.3831074661284	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW8	-10.609955806341	-4.30010585251146	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW9	-9.56193162878974	-2.71312050285631	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW10	-10.3002996631525	-4.43715934219652	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW11	-10.8078327365778	-4.40971593323045	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW12	-8.17136623343452	-5.02153090896898	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW13	-8.99669649085029	-4.9870326942473	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW14	-7.60252477606757	-4.20778016510301	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW15	-7.18988420447333	-4.35664967956834	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW16	-8.93233539542182	-5.29457978668504	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW17	-9.34060670813544	-5.44409112396532	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW18	-9.48539545020087	-3.72813491287523	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW19	-9.64455224951728	-4.0703919357329	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW20	-9.19415571173652	-4.10791568222337	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW21	-7.7589364238642	-4.76037291946703	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW22	-10.3878917880915	-3.46614770355516	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW23	-9.70973970374091	-3.46186809006029	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW24	-9.02276374777778	-2.31386475029283	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW25	-11.4609661289118	-3.4662054008513	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW26	-7.38849737128242	-4.31735829773241	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW27	-7.41564609488471	-3.48605851593309	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW28	-10.217076320257	-3.02674560013109	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW29	-7.31337215384467	-3.80465297165208	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW30	-10.4541979022883	-3.66247157516771	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW31	-9.70814420660957	-2.29168776932054	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW32	-9.50951673468574	-3.23582629623705	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW33	-13.2548647113703	-3.49365500870042	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW34	-7.9401149936579	-5.16723517837816	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW35	-9.55734254797919	-5.4679053253203	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW36	-8.01042081793769	-5.05114726486498	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW37	-9.57217504462226	-2.47866825523668	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW38	-9.61842061957343	-3.40792016449266	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW39	-8.89947654685004	-2.93813733520799	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL15_ROW40	-9.85558320960029	-4.4163105911284	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW1	-10.3395195194147	-2.43294243278795	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW2	-9.82749654730781	-3.21796969833666	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW3	-9.03273632010444	-3.21616391601854	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW5	-10.1824741550349	-4.72754744949632	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW6	-9.65529062232002	-5.41305570068651	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW7	-9.76860429724677	-5.51269988479906	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW8	-10.4840717502497	-4.66604833069139	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW9	-10.6055841632746	-3.29716758194261	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW10	-7.97087718924506	-3.89368609848314	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW11	-8.21842719992622	-4.44630174103075	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW12	-7.61885835608466	-4.66428260269457	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW13	-10.0837621875666	-5.45718697967821	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW14	-7.98750783881171	-5.03248004379564	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW15	-9.31427576025947	-4.56385306778246	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW16	-10.3287830539606	-3.30111579361253	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW17	-9.76144983252509	-3.23328809204393	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW18	-9.55471994360908	-5.43702821197801	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW19	-7.91786481818183	-4.8388827270537	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW20	-9.47650529822334	-3.71229390564256	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW21	-8.02062847098335	-4.2485449737578	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW22	-10.0316009708308	-3.61595420303636	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW23	-9.47230150183662	-2.16302089157396	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW24	-8.78824140509589	-5.27396659317308	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW25	-9.00999071082099	-2.61229304733568	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW26	-8.78333284338935	-3.78698329391771	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW27	-7.1192298122309	-4.52730540695482	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW28	-10.1071644016169	-4.49576310577684	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW29	-9.33926393469794	-2.27049569549852	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW30	-7.7015109249018	-3.65086488189989	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW31	-9.04609920462592	-2.37057094040208	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW32	-8.07871820410712	-4.97653035583788	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW33	-12.600343722906	-3.7284992164641	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW34	-9.44573785742744	-2.81772450866991	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW35	-9.73978712042793	-1.97180036964708	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW36	-11.0428228565119	-3.71484164657884	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW37	-11.5730400272272	-3.57139281692796	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW38	-7.87523509940131	-4.31007127228075	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW39	-10.4467334934138	-3.4371755546599	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL16_ROW40	-9.38677503546699	-4.05716161194139	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW1	-9.2202401348017	-2.17437629165941	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW2	-5.87858583411201	-1.38667778435045	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW3	-9.40199281653388	-5.67220048370653	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW4	-8.54827310523017	-4.25967196884447	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW5	-8.70155670126899	-4.25132541122728	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW6	-9.50919630011543	-5.60059432449632	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW7	-13.0122146793269	-3.57784442367845	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW8	-8.86120845755561	-6.01740149917894	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW9	-7.87487270316108	-4.90297822418504	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW10	-10.0993776508234	-2.48125414314562	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW11	-8.94264556845649	-5.98131827774339	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW12	-10.29200937232	-4.14221696319872	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW13	-9.34068204840644	-5.61439399185472	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW14	-9.47391225775703	-3.29104308548265	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW15	-9.61455347022041	-5.90767030182176	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW16	-8.8871159740351	-2.15030102196031	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW17	-8.97358133276923	-5.83372811737352	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW18	-9.48571874579414	-3.38879661026292	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW19	-12.5244245715998	-3.61725215378099	9	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW20	-8.58223010977729	-4.15363196792894	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW21	-8.23980094870551	-4.7101829475432	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW22	-9.23119165381416	-5.40440539779955	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW23	-9.48011972388252	-5.9307411140471	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW24	-9.78583051642402	-2.55648641052538	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW26	-8.97548772772773	-2.29593090477281	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW27	-9.99285604437812	-3.82686738434129	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW28	-7.08871890982612	-3.80211190643602	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW29	-9.7764358707331	-2.15270881119066	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW30	-9.10342981299384	-2.55272988739305	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW31	-9.16957857092841	-2.57248668136888	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW32	-9.82075025519355	-5.37038497391039	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW33	-8.77646495779975	-3.53468732300096	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW34	-9.97183515509589	-5.4473426765471	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW35	-9.66486741980537	-4.47479037704759	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW36	-10.6889715381525	-3.5604026741057	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW37	-9.86001684149726	-4.71413831177049	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW38	-10.0256824680231	-2.16132573547655	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW39	-10.0222301669977	-4.58351926269823	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL17_ROW40	-8.23319818457587	-4.59294442596727	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL18_ROW1	-10.2747383304499	-5.2305891937285	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
HCC1_COL18_ROW2	-10.2994680591486	-5.39960507812792	0	Malignant cells	Malignant	Malignant	Patient 1	Patient 1	Tumor
