Cell	UMAP_1	UMAP_2	Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Patient	Sample	Tissue
HCC2_COL5_ROW10	3.23320053139703	4.37680287894911	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW11	3.40452144661919	4.24529738959975	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW13	3.79296825448052	4.65747900542921	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW14	4.1182927898504	3.70846887168593	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW15	2.85696266213433	2.92492325839705	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW16	1.49780295411126	3.40128298339552	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW19	5.23210142174737	2.89979036388106	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW20	2.97994611779229	2.69429953632063	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW21	3.94851778069512	3.19938762721724	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW22	3.88729475060479	2.95568306979842	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW23	3.98496578255669	3.45080991325087	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW24	4.36656520882623	5.02687140044875	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW25	4.54305694619195	3.83237047729201	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW27	4.93859622994439	3.02083213863081	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW28	4.44262121239678	4.90233679351515	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW30	4.21575639763848	4.60377378997511	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW31	3.67841432610528	2.49932308730788	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW32	4.25607059517877	4.52768226203627	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW34	4.33596418419854	3.05099411544508	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW35	4.28703735390679	5.09574146804518	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW36	3.80575893441216	3.13709135589308	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW37	3.94470212975518	4.74162455138869	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW38	4.78086517373101	2.59847684440321	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL5_ROW40	4.2121100238897	2.11845584449477	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW4	4.17412899056451	5.04502411422438	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW5	6.15041683236138	2.16442878780073	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW6	5.34887598076836	3.2983631664247	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW9	3.33569572487847	2.27804263171858	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW10	3.99687192955987	1.97579236564345	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW11	4.14260862389581	3.24450774726576	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW14	5.26100395241753	3.00856371459669	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW15	3.13576219597833	2.46819003162093	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW16	3.95006797829644	3.20343072948164	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW18	5.17228506127374	2.74259813365645	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW19	5.15137622872369	3.37916179237074	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW20	4.60940502205865	2.32133503493971	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW21	4.83369491616265	3.64165921745009	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW22	3.59887931862847	4.52238674697584	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW23	3.56790493050591	4.34577150878615	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW24	4.43997238198296	4.21674008903212	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW26	3.24924514809625	2.86440177497572	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW27	4.58037279168145	3.49186106261916	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW28	2.8245630077459	4.65928097305006	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW29	2.80511949578301	4.27154632148451	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW30	4.84987257042901	3.14328570899672	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW31	4.69472263375298	2.21742274102873	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW32	5.28684995690362	2.88167400893874	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW33	1.45375631371514	3.31127424773878	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW35	1.37691591301934	3.29363842544264	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW36	3.28556631127374	4.69417567786879	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW38	3.24404666939752	4.01078339156813	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL6_ROW40	4.20438573876397	1.96079905566878	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW1	3.08737085381524	3.32191534576125	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW2	3.93430660286919	2.96276827392287	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW3	3.3604802898504	3.00200076636977	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW4	1.72863576928155	3.04893405971236	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW5	2.57489631691949	4.47231813010878	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW6	4.22834346810357	2.45240481433577	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW7	2.92757223168389	3.64169140395827	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW9	4.92378852883355	2.98755105075545	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW10	4.63829658547418	2.4609174304933	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW12	1.1956476978399	3.49818583068556	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW13	1.89967296639459	3.09577568111128	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW15	3.71101902047173	4.46124406394667	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW17	4.88111827889459	3.27885528144545	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW19	4.64459465065972	2.64812322196669	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW20	4.08479831734673	3.35071702537245	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW21	4.00773571053521	2.66426928577132	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW22	3.86591098824517	4.4594890647859	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW23	3.94758079567925	3.63465614852614	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW24	4.67378137627618	2.69086297092146	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW28	3.10216568032281	2.79013355312056	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW29	4.37792633095757	2.04088451204008	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW33	4.92622564354913	3.30247850951857	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW34	3.8657645992376	4.85380168494887	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW35	4.54460285225884	3.17110379275984	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW36	3.79241703072564	3.22917063770003	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW37	3.70058916131036	3.76901240882582	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL7_ROW38	3.96922395745294	2.37313004073805	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW1	2.9183678440191	4.02995749053664	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW2	4.24142787972466	4.10706468162245	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW3	3.99532983819024	3.70468540725417	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW4	2.61785672226922	4.3778297477693	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW6	2.65082119027154	3.06395335731215	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW7	3.46007917443292	4.79073067245192	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW10	3.74822948494927	3.44991417464918	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW13	4.06166790047662	2.76389189300246	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW14	3.95458410302178	4.6239087158174	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW15	4.46161125222222	2.97412307796187	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW17	4.02244852105157	5.03658195075697	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW18	3.80434368172662	3.51942010459608	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW19	3.66056201973931	3.75724001464552	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW20	2.88631866494195	3.84200139579481	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW22	4.88965557137505	3.03466673431105	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW23	3.12351463356988	2.82792480525679	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW24	4.82256172219293	3.75662847099013	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW25	3.51098106423394	4.73886294898695	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW26	3.11004303017632	4.38265271720595	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW27	3.19240186730401	4.80950136718458	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW30	3.34365270653741	2.6275765472383	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW32	3.64121578255669	4.11257572707838	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW33	3.92770431557671	3.15127571162886	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW34	3.3026394657232	4.23419495162672	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW35	4.81858919182794	3.6063408428163	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW36	2.63053176919	4.52546234664625	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW37	3.1003050617315	4.51280947265333	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL8_ROW40	3.91629169503228	4.67587562141127	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW1	6.51953695336358	2.28527529773421	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW2	1.9347514919378	3.76677723464674	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW3	2.93340538064019	3.90082331237501	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW4	3.01620481530206	3.53346605834669	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW5	3.23427866021172	0.884779440733856	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW6	4.1303081325628	4.22342510757155	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW7	2.36647460976617	3.80040116843886	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW8	3.81205127755181	2.71135349807448	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW9	2.97675655404107	3.54300852355666	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW10	4.96298072854058	2.87184401092238	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW11	3.69445608178155	4.40076561507887	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW12	3.17870424309747	4.00283237037367	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW13	3.2265143207647	2.99919243392653	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW14	4.65224454918877	4.09769650039381	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW15	6.78351972619073	2.26407487926192	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW16	5.38121221581475	3.21488006648726	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW18	2.27330301323907	3.94775648650832	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW21	4.08402345696465	2.68228180942244	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW24	4.38406131783502	2.89592881736464	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW25	2.63729451218621	3.27121825751967	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW27	4.16928146401421	2.19624145564741	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW28	4.53570888558404	4.59376020965285	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW29	5.93060157814996	2.71667976913161	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW30	4.97353599587457	4.2137615257234	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW31	4.0246214679815	3.24579115447707	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW33	1.77288196602837	3.82354946670241	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW34	2.78817318001763	3.38550396499342	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW35	4.95307300606744	3.093747096631	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW36	6.33993719140069	2.3001234107942	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW38	6.78036497155206	2.39540668067641	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL9_ROW40	6.63877485314385	2.28354378280348	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW1	3.016527157221	4.7272498184175	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW2	5.0156521610357	2.52848573264784	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW3	3.51110456505792	2.83220501479811	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW5	2.57590339699761	3.68028493461317	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW6	4.66378543892877	4.51349993285841	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW7	4.50679443398492	3.44863291320509	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW8	4.11320207634942	2.01123507556624	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW9	4.5294723323919	3.51766701278395	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW10	2.70874283829705	3.97102709350294	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW12	4.73913620034234	2.80901344356245	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW13	4.55275962868707	3.37822170791334	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW14	2.87077138939874	3.4277736717195	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW16	2.64011333504693	4.52569766578383	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW17	2.64294360199944	4.69897289809889	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW19	1.74695156136529	3.69621439513869	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW20	4.63657234231011	3.30408163604445	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW23	2.62789772072808	3.49562259254164	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW24	4.14103982964532	1.96388615903563	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW27	4.02870414773003	2.03508861598677	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW28	3.72206829110162	3.50527759132094	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW31	3.5754027179815	2.73501296577162	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW32	2.56902001420037	3.41743894157118	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW33	2.55709455529229	3.54776402053542	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW34	3.07738588372247	2.30507655677504	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW35	2.53342721978204	3.25773282584853	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW36	1.73412225762383	3.79708023605055	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW37	3.24816654244439	2.86264820632643	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW38	3.16960237542169	3.09481795367903	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL10_ROW40	3.46190784493462	3.20272632178969	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW1	4.12542961159722	3.52079291877455	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW3	3.33302686730401	2.38457997379011	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW4	1.81241939583794	3.78983016547865	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW5	6.14265678444878	2.56690116462416	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW6	4.52454517403619	4.36881537971205	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW7	5.97608898201959	2.179469483468	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW8	5.48330686608331	2.77871056136793	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW13	2.63710616150872	3.38201852378554	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW17	3.59113691369073	3.42811794814772	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW18	4.54812334099786	3.24377556380934	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW20	4.19836566964166	2.32546027240462	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW21	6.27355621377007	2.48418255386061	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW25	6.72342632332818	2.19097353753752	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW27	3.71686552086846	1.96659220990843	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW28	5.724290829096	2.80099888381667	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW29	1.92550991097466	2.9665383869142	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW30	6.28717945137994	2.45700796184248	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW31	5.26273773232476	3.16471310195631	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW32	3.63008878747002	4.94753237304396	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW34	3.01542900124566	2.49845417079634	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW36	6.35260532418267	2.43290193614668	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL11_ROW38	6.71115682641045	2.24956651267714	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW1	3.41707466164605	4.42622299728102	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW5	3.60132310906426	4.1602754169435	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW6	4.32827899971978	4.39804525909132	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW7	3.25211999932305	3.46653957900709	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW8	3.69820688286797	3.00667615470595	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW9	3.61864851037042	2.60146339473433	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW10	4.14643428841607	3.75090213355727	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW11	3.70676801720635	3.15985854205794	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW13	3.17192028084771	2.65368624267287	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW14	2.38887069741265	3.92994614181227	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW15	4.07602499047295	2.50944574413008	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW18	3.88861940423028	3.283444362256	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW20	3.63107393303887	2.503668265912	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW21	3.40257308999078	3.02815445003218	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW22	3.20363901177422	4.61298008498854	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW24	3.38547943154351	4.53361030158705	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW25	3.33247755089776	4.5600442462892	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW26	3.02438257256524	2.85172684726424	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW27	2.33718226471917	3.81376739082045	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW28	4.30598495522515	3.48851414260573	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW32	1.89016674080865	3.84826655921645	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
HCC2_COL12_ROW33	3.50294635811822	4.77128263053603	1	Malignant cells	Malignant	Malignant	Patient 2	Patient 2	Tumor
