CD8T	Malignant	Mono/Macro	Tprolif	B
SH2B3	0.04608	0.04993	0.26466	0.05198	0.02884
SH2D1A	0.42302	0.00627	0.00807	0.55021	0.09256
SH2D1B	0.05039	0.00012	0	0.00364	0.00261
SH2D2A	0.47408	0.0154	0.01991	0.33046	0.10993
SH2D3A	0.02026	0.00387	0.00306	0.0069	0.00494
SH2D3C	0.08307	0.00837	0.01902	0.09453	0.04737
SH2D4A	0.09449	0.11691	0.0318	0.02386	0.04845
SH2D6	0.00664	0.0147	0.01342	0.00271	0.02661
SH3BGRL	0.45764	0.07011	0.46352	0.58852	0.34688
SH3BGRL2	0.02198	0.26885	0.05928	0.05085	0.00427
SH3BGRL3	2.34807	0.43109	1.09043	2.56155	0.98463
SH3BP1	0.11524	0.01136	0.05505	0.16302	0.06788
SH3BP2	0.2834	0.24551	0.35615	0.20686	0.17955
SH3BP4	0.00362	0.08813	0.01622	0.00515	0.00519
SH3BP5	0.15816	0.07644	0.18447	0.14904	0.25887
SH3BP5-AS1	0.02321	0.04154	0.01604	0.05676	0.09076
SH3BP5L	0.04231	0.02991	0.03364	0.00665	0.02307
SH3D19	0.04946	0.25392	0.08982	0.00202	0.02245
SH3D21	0	0.00789	0.01194	0	0.01055
SH3GL1	0.08364	0.07592	0.083	0.10933	0.05813
SH3GL1P1	0.00416	0.00328	0.00293	0	0.00158
SH3GL1P2	0.00145	0.00075	0.00097	0	0
SH3GL3	0.00852	0.01709	0.00325	0.00435	0.00588
SH3GLB1	0.39975	0.35571	0.41778	0.4377	0.58204
SH3GLB2	0.05017	0.09995	0.04958	0.24821	0.20094
SH3KBP1	0.92516	0.10883	0.24992	1.07757	0.45135
SH3PXD2A	0.04966	0.18282	0.13008	0.06761	0.08947
SH3PXD2B	0.00073	0.03526	0.02041	0	0.00057
SH3RF1	0.02736	0.04904	0.04088	0.0491	0.01015
SH3RF2	0.01548	0.02816	0.00134	0	0.00261
SH3RF3	0.00044	0.01052	0.0066	0.0049	0.01203
SH3TC1	0.05191	0.04645	0.21682	0.02573	0.0469
SH3TC2	0.00172	0.0071	0.0056	0.00483	0.00031
SH3YL1	0.03763	0.03842	0.01302	0.00817	0.04382
SHANK2	0.01815	0.13032	0.02949	0	0.01417
SHANK2-AS1	0.02657	0.02472	0.04418	0.00913	0.02022
SHANK2-AS3	0.11013	0.13253	0.16683	0.09245	0.10902
SHANK3	0.00643	0.08271	0.02468	0	0.00071
SHARPIN	0.12266	0.21543	0.17146	0.14666	0.23657
SHB	0.00847	0.0335	0.00425	0	0.00565
SHBG	0.00156	0.06227	0.0156	0	0.00984
SHC1	0.08827	0.28234	0.06153	0.14439	0.12114
SHC2	0.04975	0.23652	0.05088	0.03079	0.02239
SHC3	0.00183	0.00647	0.00059	0	0
SHCBP1	0.02415	0.03231	0.04665	0.47525	0.05344
SHD	0.00661	0.0214	0.01673	0	0
SHE	0.14205	0.18076	0.13274	0.07184	0.07082
SHF	0.00208	0.02771	0.00159	0	0
SEM1	0.40725	0.41049	0.27882	0.72098	0.32585
SHH	0.0038	0.03324	0.0143	0	0
SHISA2	0.00232	0.00201	0.00224	0	0.00166
SHISA4	0.00334	0.03097	0.01862	0.00141	0
SHISA5	0.47425	0.36416	0.26246	0.30895	0.25807
SHISA9	0.03478	0.06751	0.09456	0.03273	0.05052
SHKBP1	0.26376	0.18632	0.24972	0.4151	0.38541
SHMT1	0.05545	0.2302	0.10407	0.10528	0.01821
SHMT2	0.17825	0.41531	0.18736	0.34997	0.26555
SHOC2	0.28755	0.21233	0.28503	0.4508	0.3208
SHOX2	4e-04	0.00534	0.01423	0	0.00668
SHPK	0.23082	0.24668	0.22613	0.14903	0.24731
SHPRH	0.11587	0.14277	0.14524	0.14947	0.06081
SHQ1	0.04189	0.04731	0.02003	0.03789	0.03173
SHROOM1	0.61233	0.88094	0.66243	0.47079	0.66866
SHROOM2	0	0.02557	0.0094	0	0
SHROOM3	0.00475	0.04688	0.02158	0	0.00335
SHROOM4	0.13346	0.17601	0.20352	0.14985	0.16294
SIAE	0.0115	0.10126	0.06451	0.00758	0.03565
SIAH1	0.01364	0.0493	0.04393	0.02981	0.01275
SIAH2	0.08221	0.24914	0.11046	0.13009	0.09659
SIAH3	0.0013	0.00608	0.01449	0.00598	0.00425
SIDT1	0.20335	0.03705	0.09843	0.13511	0.125
SIDT2	0.02974	0.07041	0.0636	0.03469	0.07453
SIGIRR	0.30701	0.211	0.18654	0.16401	0.10233
SIGLEC1	0.01034	0.01433	0.6269	0.00772	0.00103
SIGLEC10	0.21683	0.22186	0.36406	0.16781	0.30937
SIGLEC11	0.03365	0.03859	0.06786	0.01811	0.02032
SIGLEC14	0	0.00083	0.0011	0.00181	0.00989
SIGLEC15	0	0.00254	0	0	0
SIGLEC17P	0.06233	9e-05	0.01438	0.01045	0
SIGLEC5	0.00682	3e-05	0.04311	0.01507	0.01624
SIGLEC6	0.05429	0.0635	0.06612	0.06102	0.08383
SIGLEC7	0.01721	0.00274	0.16073	0	0.00128
SIGLEC8	0.00114	0.0036	0.0049	0	8e-04
SIGLEC9	0	0.0025	0.07576	0.00071	0.00191
SIGMAR1	0.10775	0.45021	0.10149	0.17601	0.10799
SIK2	0.07216	0.22364	0.09097	0.02467	0.01714
SIK3	0.17178	0.14053	0.07235	0.22058	0.17789
SIKE1	0.13693	0.12775	0.12159	0.22317	0.10205
SIL1	0.15323	0.43198	0.27755	0.27117	0.73223
SIMC1	0.05371	0.03809	0.03433	0.07774	0.03072
SIN3A	0.18228	0.19118	0.14265	0.33573	0.1828
SIN3B	0.08541	0.07719	0.13453	0.05125	0.04611
SIPA1	0.21432	0.09338	0.20682	0.18611	0.09466
SIPA1L1	0.15132	0.16337	0.16075	0.29319	0.14536
SIPA1L2	0.03418	0.09673	0.10776	0.02457	0.00228
SIPA1L3	0.03635	0.06097	0.05689	0.05944	0.04203
SIRPA	0.028	0.08822	0.38303	0.01513	0.02729
SIRPB1	0.01163	0.00137	0.03702	0	0.00276
SIRPB2	0.1041	0.09685	0.09414	0.04016	0.07139
SIRPG	0.48075	0.01153	0.00118	0.3744	0.10548
SIRT1	0.05485	0.12134	0.12107	0.04933	0.06798
SIRT2	0.13348	0.15572	0.12839	0.14626	0.11398
SIRT3	0.06769	0.10797	0.01891	0.0613	0.09359
SIRT4	0.00038	0.00892	0.00499	0	0.00184
SIRT5	0.05554	0.13922	0.05941	0.03025	0.04174
SIRT6	0.03478	0.03277	0.01862	0.01893	0.02238
SIRT7	0.15296	0.17059	0.11274	0.23775	0.12042
SIT1	0.16571	0.00178	0.00625	0.20923	0.05786
SIVA1	0.17179	0.14502	0.14916	0.6666	0.15117
SIX1	0.0032	0.01543	0.01657	0.01644	0
SIX4	0.00801	0.01091	0.00927	0.00277	0.00948
SIX5	0.01868	0.03104	0.03145	0.00744	0.01451
SKA1	0.06341	0.11888	0.13177	0.24465	0.09061
SKA2	0.21601	0.05007	0.02903	0.71349	0.13215
SKA3	0.00771	0.01727	0.01649	0.44641	0.00843
SKAP1	0.57742	0.02791	0.00508	0.64711	0.12196
SKAP2	0.25809	0.32832	0.50723	0.30415	0.3378
SKI	0.09147	0.18093	0.08924	0.02503	0.03861
SKIDA1	0.01654	0.06011	0.01012	0	0.00468
SKIL	0.13509	0.52449	0.31611	0.21304	0.23508
SKIV2L	0.11274	0.23948	0.13794	0.13747	0.13714
MTREX	0.23457	0.18738	0.24018	0.36892	0.26348
SKP1	0.92399	0.847	0.55588	1.05411	0.72582
SKP2	0.02053	0.10865	0.04434	0.11264	0.00947
SLA	1.1045	0.05306	0.51999	1.33194	0.45495
SLA2	0.10851	0.00166	0.00326	0.05748	0.01229
SLAIN1	0.02939	0.00586	0.00128	0.01098	0.01919
SLAIN2	0.19553	0.25088	0.2558	0.14428	0.12583
SLAMF1	0.20756	0.00852	0.00147	0.25608	0.17267
SLAMF6	0.51992	0.03134	0.05511	0.45738	0.2869
SLAMF7	0.51677	0.10514	0.2179	0.74664	2.01268
SLAMF8	0.04069	0.01091	0.2339	0.04928	0.00847
SLBP	0.16887	0.12593	0.13274	0.34967	0.10297
SLC10A1	0.00895	0.16905	0.04333	0.01273	0.01052
SLC10A3	0.02224	0.02671	0.01869	0.02463	0.04028
SLC10A4	0	0.00228	0	0	0
SLC10A5	0.02385	0.0433	0.02418	0	0.00292
SLC10A7	0.02517	0.02969	0.02106	0.02946	0.10435
SLC11A1	0.00058	0.01919	0.08255	0.00137	0.00802
SLC11A2	0.04656	0.1637	0.25584	0.1076	0.03184
SLC12A1	0	0.00229	0	0	0.00047
SLC12A2	0.03163	0.16175	0.05249	0.09442	0.08871
SLC12A3	0.00613	0.00073	0.00178	0.00045	0.01467
SLC12A4	0.01405	0.046	0.04013	0.00385	0.06647
SLC12A5	0.00394	0.001	0.00967	0	0
SLC12A6	0.3406	0.36416	0.43275	0.2446	0.41486
SLC12A7	0.10667	0.45097	0.25841	0.03943	0.01588
SLC12A8	0.00573	0.05172	0.01142	5e-04	0.01014
SLC12A9	0.07759	0.15182	0.12614	0.10327	0.09618
SLC13A3	0.00911	0.2126	0.00923	0.00222	0.00545
SLC13A5	0.05148	0.41807	0.05787	0.00687	0.00572
SLC14A1	0.06272	0.02555	0.00729	0.03771	0.04051
SLC14A2	0.16542	0.20331	0.16785	0.11941	0.1796
SLC15A1	0.01479	0.09789	0.02744	0.00103	0.00548
SLC15A2	0.08429	0.08252	0.1116	0.12863	0.18264
SLC15A3	0.00397	0.02544	0.35001	0.05995	0.06284
SLC15A4	0.03198	0.14307	0.07725	0.00877	0.05551
SLC16A1	0.11077	0.48478	0.16798	0.25251	0.03889
SLC16A1-AS1	0.16794	0.17632	0.08152	0.07872	0.11104
SLC16A10	0.00505	0.03566	0.0361	0.01035	0.01181
SLC16A11	0.00847	0.03662	0.00533	0	0.00177
SLC16A12	0.09097	0.10969	0.11124	0.0527	0.10243
SLC16A13	0.01289	0.01121	0.00724	0	0.00283
SLC16A14	0.00033	0.00436	0	0	0.00209
SLC16A2	0.00292	0.11632	0.02302	0.00806	0.00156
SLC16A3	0.05085	0.05362	0.3266	0.14069	0.03214
SLC16A4	0.01111	0.00626	0.00448	0	0.01232
SLC16A5	0	0.00266	0.01153	0	0.01101
SLC16A6	0.05289	0.00668	0.01839	0.00791	0.01268
SLC16A7	0.19056	0.12352	0.10696	0.168	0.07248
SLC16A9	0.01718	0.01744	0.01771	0	0
SLC17A1	0.00041	0.0181	0.00183	0	0
SLC17A2	0.00823	0.06827	0.01873	0.00086	0.00381
SLC17A3	0.01144	0.05951	0.00945	0.00084	0.00029
SLC17A4	0.07171	0.53553	0.12693	0.00356	0.03096
SLC17A5	0.10357	0.32502	0.22039	0.09821	0.09612
SLC17A7	0	0.00526	0.00066	0	0
SLC17A9	0.01885	0.12151	0.0319	0.04886	0.19759
SLC18B1	0.03047	0.0577	0.22925	0.00117	0.01093
SLC19A1	0.01265	0.03082	0.04253	0.09318	0.01016
SLC19A2	0.0038	0.03962	0.00698	0.00698	0.00418
SLC19A3	0.00245	0.04459	0.00851	0.00893	0.00139
SLC1A1	0.00116	0.03671	0.00481	0.00127	0.00014
SLC1A2	0.01766	0.12577	0.01862	0.00055	0.00989
SLC1A3	0.00811	0.00996	0.42071	0.01109	0.00265
SLC1A4	0.06157	0.1582	0.01155	0.31087	0.36165
SLC1A5	0.08542	0.03482	0.08443	0.37138	0.22867
SLC1A7	0	0.01065	0	0	0
SLC20A1	0.22216	0.15969	0.20891	0.31147	0.06366
SLC20A2	0.03722	0.11695	0.02597	0.02136	0.01132
SLC22A1	0.01378	0.09654	0.03128	0.00675	0.0245
SLC22A10	0.00914	0.05851	0.01848	0.00108	0
SLC22A11	0.01208	0.07415	0.00377	0.00043	0.01498
SLC22A12	0.00087	0.01031	0	0	0.00088
SLC22A15	0.00362	0.03985	0.03048	0	0.00269
SLC22A17	0.00235	0.00154	0.00092	0	0.02403
SLC22A18	0.11918	0.49251	0.14739	0.04659	0.04405
SLC22A18AS	0.00157	0.02254	0.02271	0	0
SLC22A23	0.02039	0.24922	0.0542	0.00318	0.01668
SLC22A25	0	0.03888	0.00218	0	0
SLC22A3	0.00271	0.07365	0.00936	0.00033	0.00118
SLC22A31	0.00998	0.01893	0.00249	0.00217	0
SLC22A4	0.02688	0.01515	0.01194	0.00401	0.01644
SLC22A5	0.01229	0.06224	0.01672	0.01873	0.01884
SLC22A6	0.00074	0.01863	0.00432	0	0
SLC22A7	0.06166	0.35323	0.09278	0.03623	0.00792
SLC22A8	0	0.00249	0	0	0
SLC22A9	0.07064	0.28282	0.11194	0.01078	0.02407
SLC23A1	0.01363	0.04304	0.01183	0.02022	0.00983
SLC23A2	0.03347	0.12385	0.16278	0.03631	0.04813
SLC23A3	0.00157	0.00539	0	0	0.01185
SLC24A1	0.04025	0.06528	0.04269	0.04038	0.02788
SLC24A2	0.00074	0.00088	5e-04	0	0
SLC24A4	0.02003	0.00941	0.03254	0.01893	0.00782
SLC25A1	0.1226	0.57295	0.18947	0.32902	0.08964
SLC25A10	0.09631	0.30892	0.11948	0.08368	0.04522
SLC25A11	0.14607	0.17166	0.16651	0.34523	0.16287
SLC25A12	0.08884	0.03171	0.01651	0.08915	0.08321
SLC25A13	0.10322	0.40452	0.18096	0.04537	0.02075
SLC25A14	0.02844	0.04277	0.02862	0.10872	0.0265
SLC25A15	0.12324	0.20732	0.15549	0.09641	0.07737
SLC25A16	0.04702	0.15125	0.03254	0.04862	0.07129
SLC25A17	0.02235	0.06079	0.03362	0.07242	0.05817
SLC25A18	0.02059	0.11317	0.01753	0	0.00232
SLC25A19	0.01958	0.02993	0.04179	0.11045	0.0756
SLC25A20	0.11314	0.13916	0.06913	0.1052	0.05182
SLC25A21	0.01312	0.00113	0	0	0
SLC25A21-AS1	0	0.00344	0	0	0
SLC25A22	0.02088	0.03923	0.01094	0.05518	0.01354
SLC25A23	0.057	0.11438	0.03323	0.0527	0.20967
SLC25A24	0.08295	0.03175	0.16807	0.10587	0.02954
SLC25A25	0.06896	0.08428	0.1022	0.10961	0.0343
SLC25A26	0.06363	0.0766	0.04868	0.0691	0.10037
SLC25A27	0.02218	0.08022	0.01728	0.00109	0.00501
SLC25A28	0.07531	0.09489	0.05552	0.08119	0.15187
SLC25A29	0.00599	0.04747	0.04251	0.01346	0.02287
SLC25A3	0.71609	0.86809	0.72252	1.25572	0.54002
SLC25A30	0.03177	0.06178	0.11084	0.02939	0.01979
SLC25A30-AS1	0.00065	0.00795	0	0	0.00853
SLC25A31	0	0.0011	0.0031	0	0
SLC25A32	0.0488	0.07494	0.04431	0.13787	0.04256
SLC25A33	0.02219	0.06563	0.03416	0.01829	0.02958
SLC25A34	0.01017	0.00763	0.00981	0	0.00245
SLC25A35	0.00336	0.0152	0.01762	0.00644	0.02673
SLC25A36	0.14965	0.10644	0.12086	0.22699	0.20708
SLC25A37	0.59204	0.94019	1.03414	0.57112	1.08281
SLC25A38	0.15702	0.11857	0.04897	0.15	0.12302
SLC25A39	0.2385	0.44588	0.18436	0.25715	0.25441
SLC25A4	0.04988	0.14083	0.04609	0.06643	0.04797
SLC25A40	0.03841	0.03555	0.01784	0.05906	0.01824
SLC25A41	0.0477	0.04463	0.02423	0.02043	0.06678
SLC25A42	0.04376	0.07084	0.0368	0.01811	0.02045
SLC25A43	0.00996	0.03873	0.03534	0.0164	0.00591
SLC25A44	0.13393	0.25073	0.1753	0.07224	0.10181
SLC25A45	0.1293	0.054	0.03858	0.10907	0.10704
SLC25A46	0.14257	0.13223	0.15016	0.1675	0.09146
SLC25A47	0.00045	0.00321	0	0	0.00014
SLC25A5	0.32139	0.37137	0.26476	0.50078	0.19027
SLC25A5-AS1	0.0048	0.00726	0.00473	0	0
SLC25A51	0.03306	0.03315	0.02507	0.01397	0.0419
SLC25A53	0.01784	0.00567	0.00516	0.01803	0.00411
SLC26A1	0	0.05552	0.01168	0	0.0088
SLC26A11	0.0252	0.03254	0.0347	0.00507	0.01411
SLC26A2	0.15069	0.2011	0.15069	0.13271	0.19064
SLC26A3	0	0.00715	0	0	0
SLC26A4	0.18374	0.22049	0.19705	0.16974	0.18541
SLC26A6	0.04107	0.21432	0.07556	0.05074	0.09397
SLC26A7	0.00444	0.0057	0.00084	0.00078	0.00145
SLC27A1	0.03473	0.04191	0.09379	0.00565	0
SLC27A2	0.04158	0.10904	0.02606	0.04174	0.00191
SLC27A3	0.07118	0.12992	0.09921	0.02935	0.04973
SLC27A4	0.02664	0.02821	0.01642	0.04763	0.02319
SLC27A5	0.12327	0.50956	0.12726	0.14675	0.06189
SLC28A1	0.00204	0.05664	0.02799	0.00047	0.00672
SLC28A2	0.05899	0.10242	0.08542	0.05874	0.06152
SLC29A1	0.05841	0.22588	0.09842	0.04531	0.01755
SLC29A2	0.00115	0.00629	0	0.01248	0.00894
SLC29A3	0.0297	0.07503	0.15029	0.00531	0.02928
SLC29A4	0.03163	0.13449	0.05269	7e-04	0.00182
SLC2A1	0.03603	0.02587	0.03726	0.07785	0.02231
SLC2A1-AS1	0.00308	0.00239	0.00385	0.00045	0.01586
SLC2A10	0.00177	0.04214	0.00515	0	0.00324
SLC2A11	0.04633	0.03993	0.05805	0.02283	0.15937
SLC2A12	0.00113	0.02982	0.00286	0	0.00232
SLC2A13	0.02731	0.05066	0.05559	0.01317	0.02808
SLC2A14	0.00032	0.00197	0.00184	0.00092	0.00323
SLC2A2	0.20834	1.66091	0.42467	0.04365	0.03161
SLC2A3	0.47135	0.05552	0.35192	0.27512	0.24611
SLC2A4	0.00464	0.01576	0.00354	0.00101	0.00032
SLC2A4RG	0.28758	0.72605	0.25682	0.31451	0.16193
SLC2A5	0.01649	0.03733	0.09983	0.04463	0.17055
SLC2A6	0.0601	0.09885	0.19396	0.18925	0.23288
SLC2A8	0.05313	0.05944	0.14829	0.08398	0.05115
SLC2A9	0	0.0057	0.00772	0.0025	0
SLC30A1	0.00653	0.0487	0.04222	0.00098	0.00145
SLC30A10	0.11315	0.42373	0.08978	0.08024	0.04037
SLC30A3	0.0133	0.01474	0.00318	0	0.00035
SLC30A4	0.03863	0.03808	0.04651	0.00853	0.04106
SLC30A5	0.07042	0.1008	0.03827	0.09645	0.0573
SLC30A6	0.07405	0.07565	0.05887	0.0633	0.03302
SLC30A7	0.13885	0.15488	0.12585	0.10701	0.22127
SLC30A8	0.00494	0.00592	0.00427	0.0011	0.01493
SLC30A9	0.13791	0.23253	0.20162	0.16435	0.14569
SLC31A1	0.40535	0.57138	0.63182	0.35816	0.45764
SLC31A2	0.01755	0.00841	0.08595	0.03473	0.00955
SLC33A1	0.04375	0.15421	0.03565	0.05316	0.19477
SLC34A1	0.00688	0.00213	0	0	0
SLC34A2	0	0.0043	0	0	0.00223
SLC35A1	0.04552	0.05723	0.04464	0.0158	0.013
SLC35A2	0.03027	0.32437	0.05221	0.03271	0.04999
SLC35A3	0.2108	0.40253	0.26118	0.15859	0.24596
SLC35A4	0.20373	0.15018	0.1884	0.28614	0.17106
SLC35A5	0.05042	0.05027	0.02807	0.04219	0.04305
SLC35B1	0.08164	0.22662	0.10609	0.16165	0.16197
SLC35B2	0.0172	0.05035	0.05074	0.024	0.02183
SLC35B3	0.09113	0.10665	0.06466	0.05183	0.12781
SLC35B4	0.13252	0.26228	0.26017	0.20076	0.24768
SLC35C1	0.08214	0.15037	0.07376	0.07445	0.19486
SLC35C2	0.06792	0.15278	0.1005	0.06509	0.14982
SLC35D1	0.071	0.18035	0.05635	0.10006	0.0441
SLC35D2	0.05824	0.09788	0.04651	0.01391	0.03871
SLC35E1	0.32848	0.39833	0.35208	0.4416	0.48149
SLC35E2A	0.07591	0.19581	0.08251	0.05442	0.12009
SLC35E2B	0.13775	0.16561	0.08501	0.0953	0.2321
SLC35E3	0.13647	0.15945	0.14578	0.12673	0.0987
SLC35E4	0.03156	0.01752	0.035	0.00623	0.02039
SLC35F1	0.00696	0.00411	0.00482	0.00122	0.00292
SLC35F2	0.01814	0.00217	0.00099	0.0384	0.12396
SLC35F5	0.35454	0.55227	0.43786	0.27787	0.39021
SLC35F6	0.05742	0.15217	0.14391	0.04354	0.00782
SLC35G1	0.02326	0.03071	0.02663	0.01373	0.01934
SLC35G2	0.00319	0.01759	0.00045	0.00056	0.00105
SLC36A1	0.03739	0.04396	0.09585	0.03335	0.01013
SLC36A2	0.0079	0.01037	0.02364	0.00461	0.00895
SLC36A4	0.02779	0.04542	0.062	0.04914	0.05287
SLC37A1	0.0209	0.01611	0.03281	0.03549	0.0139
SLC37A2	0.03226	0.0437	0.23388	0.02562	0.04582
SLC37A3	0.03406	0.05691	0.02591	0.00364	0.02941
SLC37A4	0.06891	0.3491	0.14714	0.03669	0.01557
SLC38A1	0.65431	0.15239	0.06537	0.78587	0.49274
SLC38A10	0.23918	0.65293	0.23094	0.38916	0.69241
SLC38A11	0	0.00608	0	0	0.00034
SLC38A2	0.69791	0.51461	0.47251	0.75412	0.9191
SLC38A3	0.06933	0.49507	0.09624	0.00602	0.0086
SLC38A4	0.06608	0.36208	0.09159	0.00836	0.01243
SLC38A5	0.03632	0.00191	0.00242	0.10455	0.11634
SLC38A6	0.01616	0.08354	0.20332	0.00328	0.02649
SLC38A7	0.09571	0.25791	0.34049	0.08959	0.11221
SLC38A8	0	0.00395	0.00357	0	0
SLC38A9	0.0402	0.03989	0.01388	0.06602	0.0196
SLC39A1	0.11884	0.38215	0.29305	0.08089	0.04802
SLC39A10	0.10815	0.09008	0.14402	0.09248	0.08032
SLC39A11	0.03135	0.19463	0.07925	0.09511	0.02794
SLC39A13	0.04867	0.03849	0.02028	0.02019	0.02605
SLC39A14	0.09876	0.29135	0.08778	0.04216	0.07258
SLC39A3	0.02032	0.07179	0.04263	0.11885	0.02457
SLC39A4	0.08463	0.21708	0.1152	0.13981	0.15449
SLC39A5	0.01714	0.07831	0.01774	0.00379	0.00124
SLC39A6	0.05872	0.11926	0.14994	0.06508	0.04816
SLC39A7	0.12848	0.29918	0.20416	0.18925	0.32766
SLC39A8	0.03033	0.04836	0.06732	0.10151	0.08606
SLC39A9	0.04747	0.15538	0.06865	0.07721	0.08099
SLC3A1	0.02126	0.01832	0.0049	0.00037	0.00067
SLC3A2	0.19739	0.28604	0.25393	0.29994	0.3745
SLC40A1	0.14774	0.68276	1.40554	0.01401	0.04537
SLC41A1	0.08015	0.06444	0.04376	0.02928	0.02155
SLC41A2	0.01203	0.06039	0.04203	0.04183	0.03587
SLC41A3	0.03206	0.0511	0.00424	0.03308	0.01112
SLC43A1	0.09876	0.52301	0.18367	0.0936	0.06861
SLC43A2	0.24838	0.34408	0.39398	0.17226	0.34066
SLC43A3	0.05521	0.23102	0.2172	0.12356	0.0152
SLC44A1	0.07746	0.15447	0.11405	0.15793	0.29862
SLC44A2	0.29054	0.0359	0.04723	0.25899	0.25644
SLC44A3	0.00203	0.02966	0.02333	0	0
SLC44A4	0.09613	0.11583	0.07713	0.09043	0.11347
SLC44A5	0.00332	0.02771	0.011	0	0
SLC45A2	0.00194	0.07822	0.00042	0	0
SLC45A3	0.00499	0.01603	0	0.00142	0
SLC45A4	0.04265	0.02549	0.06317	0.01886	0.03473
SLC46A1	0.02483	0.17422	0.11351	0.02539	0.01506
SLC46A3	0.02686	0.06332	0.03473	0.05597	0.00953
SLC47A1	0.04545	0.31863	0.10619	0.03101	0.03031
SLC47A2	0.00041	0.01083	0.01464	0	0
SLC48A1	0.08582	0.26478	0.2462	0.12149	0.21863
SLC4A1	0.28457	0.38463	0.3608	0.21203	0.34881
SLC4A11	0	0.01182	0.01568	0	0.00798
SLC4A1AP	0.11557	0.18144	0.19723	0.17473	0.25865
SLC4A2	0.07374	0.11816	0.08471	0.07204	0.05385
SLC4A3	0	0.00242	0.01734	0	0.00581
SLC4A4	0.03663	0.05345	0.02027	0.02266	0.03569
SLC4A5	0.10132	0.12185	0.14049	0.06118	0.08401
SLC4A7	0.32052	0.05011	0.31286	0.28934	0.24044
SLC4A8	0.2694	0.33846	0.40768	0.23185	0.32723
SLC50A1	0.22397	0.49217	0.30669	0.28213	0.37094
SLC51A	0.03187	0.07325	0.02642	0	0.0062
SLC51B	0	0.00936	0.00387	0	0
SLC52A1	0	0.00122	0.00062	0	0.00699
SLC52A2	0.06755	0.05949	0.05625	0.18298	0.08224
SLC5A1	0.00097	0.00261	0	0	0.00354
SLC5A10	0	0.00072	0	0	0
SLC5A11	0.00013	0.00838	0	0	0
SLC5A12	0.02183	0.07083	0.02833	0.00546	0.00892
SLC5A3	0.15712	0.10076	0.07244	0.1746	0.20106
SLC5A5	0.01369	0.01187	0.02591	0.0061	0.00851
SLC5A6	0.07755	0.46394	0.11241	0.1865	0.09392
SLC5A9	0.02348	0.13194	0.04653	0	0
SLC6A1	0.06271	0.37593	0.09783	0.02282	0.00382
SLC6A10P	0	0.00466	0.00267	0	0
SLC6A11	0.23905	0.31481	0.2667	0.17312	0.26534
SLC6A12	0.0072	0.11994	0.01418	0.00691	0.01267
SLC6A13	0.00067	0.0166	0.00146	3e-04	0.00598
SLC6A14	0.00099	0.00095	0.00076	0.00256	0
SLC6A15	0.00125	0.00468	0.00267	0	0
SLC6A16	0.01112	0.03682	0.0151	9e-04	0.0114
SLC6A2	0.00113	0.01379	0.00175	0.00159	0.00175
SLC6A20	0.03492	0.03669	0.04538	0.05445	0.03299
SLC6A4	0.16047	0.20066	0.21301	0.10789	0.20667
SLC6A6	0.06861	0.01368	0.09281	0.08181	0.05064
SLC6A8	0.00486	0.0486	0.04485	0.01069	0
SLC6A9	0.00384	0.01523	0.00889	0.00105	0.04275
SLC7A1	0.04984	0.03184	0.01209	0.14788	0.06388
SLC7A10	0.00241	0.01545	0	0	0
SLC7A11	0.16382	0.2557	0.22556	0.12022	0.20399
SLC7A11-AS1	0.00833	0.02097	0.01497	0.00516	0.00835
SLC7A14	0.10768	0.12726	0.11415	0.11352	0.1299
SLC7A2	0.08248	0.33895	0.11779	0.03191	0.00842
SLC7A5	0.04162	0.0072	0.00957	0.05051	0.06636
SLC7A5P2	0.20985	0.09871	0.15714	0.22788	0.22217
SLC7A6	0.17642	0.07805	0.0445	0.17907	0.10989
SLC7A6OS	0.08216	0.0354	0.02539	0.04654	0.07726
SLC7A7	0.00429	0.00449	0.19829	0.04242	0.12013
SLC7A8	0.00459	0.01251	0.25898	0	0
SLC7A9	0.01507	0.02841	0.00196	0	0
SLC8A1	0.02569	0.00816	0.38524	0.01065	0.0031
SLC8A2	0.00101	0.00676	0	0	0
SLC8B1	0.03673	0.05827	0.12867	0.00955	0.01407
SLC9A1	0.03103	0.0098	0.02721	0.04287	0.02907
SLC9A2	0.00084	0.0026	0	0	0
SLC9A3R1	0.64999	0.84616	0.30875	0.89358	0.4215
SLC9A3R2	0.00446	0.03747	0.00529	0.00088	0
SLC9A4	0.00251	0.00345	0.00021	0	0.00224
SLC9A6	0.0318	0.04935	0.04962	0.05191	0.01134
SLC9A7	0.13519	0.26535	0.14169	0.13641	0.16535
SLC9A7P1	0.04417	0.01128	0.03928	0.00238	0.03853
SLC9A8	0.03949	0.06104	0.04807	0.02871	0.05082
SLC9A9	0.06652	0.0109	0.13052	0.07504	0.01057
SLC9B1	0.01869	0.00106	0.00128	0	0
SLC9B2	0.0475	0.04842	0.04041	0.06512	0.02413
SLCO1A2	0.001	0.02461	0	0	0
SLCO1B1	0.10194	0.72137	0.15029	0.07103	0.03156
SLCO1B3	0.05796	0.32253	0.0411	0.00461	0.02913
SLCO1B7	0.01093	0.03116	0.00157	0	0
SLCO2B1	0.05328	0.1482	0.43368	5e-04	0.00699
SLCO3A1	0.07186	0.07527	0.10732	0.02865	0.04901
SLCO4A1	0.00087	0.00013	0.01062	0.01639	0.02641
