Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC1_COL5_ROW10,-10.2134838291071,-4.15291861954027,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.574771823075123,0.574771823075123
HCC1_COL5_ROW11,-8.18065502127631,-4.02196483078294,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.546688509244091,0.546688509244091
HCC1_COL5_ROW12,-7.72714664420112,-5.00962571564012,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.602621109290896,0.602621109290896
HCC1_COL5_ROW13,-8.43956615408881,-4.40793208542162,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.204228098915672,-0.204228098915672
HCC1_COL5_ROW14,-8.33395101508125,-4.367918295291,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.450503159372806,0.450503159372806
HCC1_COL5_ROW15,-7.07769634207709,-4.30435304107958,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.472735782822373,0.472735782822373
HCC1_COL5_ROW16,-9.78677370032294,-4.25342587890917,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.5573757703409,0.5573757703409
HCC1_COL5_ROW17,-10.6614761539362,-4.88885335388475,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.433809189484359,0.433809189484359
HCC1_COL5_ROW18,-7.75564147910102,-4.69706611099535,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.576956080817536,0.576956080817536
HCC1_COL5_ROW19,-9.7216205783747,-3.95755509796434,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.532100787892971,0.532100787892971
HCC1_COL5_ROW2,2.47220442811028,-1.25758747520738,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.196427178407052,-0.196427178407052
HCC1_COL5_ROW20,-10.0975208469294,-4.7538030571013,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.407676105780482,0.407676105780482
HCC1_COL5_ROW21,-12.5017795749567,-3.49564771118456,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.54177392932366,0.54177392932366
HCC1_COL5_ROW22,-8.38078309973701,-5.51781539383226,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.466339028005305,0.466339028005305
HCC1_COL5_ROW23,-12.5510149188898,-3.44648198547655,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.262813011935408,-0.262813011935408
HCC1_COL5_ROW24,-9.96863367041572,-5.54770068588548,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.527342226382713,0.527342226382713
HCC1_COL5_ROW25,-9.29086877783759,-5.10545091095262,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.235431780950152,-0.235431780950152
HCC1_COL5_ROW26,-6.68095161398872,-4.3508923477202,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234885716514549,-0.234885716514549
HCC1_COL5_ROW27,-10.6193580814265,-4.30124930801683,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.261174818628598,-0.261174818628598
HCC1_COL5_ROW28,-10.5545911975764,-4.31115750732713,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.589437553631328,0.589437553631328
HCC1_COL5_ROW29,-8.93405868491157,-4.43226270141893,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.558701926827365,0.558701926827365
HCC1_COL5_ROW3,-12.4272728153132,-3.55016164245897,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.278414852952648,-0.278414852952648
HCC1_COL5_ROW30,-9.8176431842707,-4.37216786804491,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.318277556751697,0.318277556751697
HCC1_COL5_ROW31,-8.76043846091254,-5.36761693420702,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.227396832826274,-0.227396832826274
HCC1_COL5_ROW32,-7.91701795538886,-4.74996594848924,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.47156564474608,0.47156564474608
HCC1_COL5_ROW33,-9.3821954913996,-4.00368956985765,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.594820188782276,0.594820188782276
HCC1_COL5_ROW34,-9.55908777197822,-3.84751586380296,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.578282237304002,0.578282237304002
HCC1_COL5_ROW35,-9.49401571234687,-4.76248340072923,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.282861377642562,-0.282861377642562
HCC1_COL5_ROW36,-10.3496866413019,-4.61458758774095,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.538341524299867,0.538341524299867
HCC1_COL5_ROW37,-9.10026885947211,-5.42008857193285,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.206256338247913,-0.206256338247913
HCC1_COL5_ROW38,-12.4628410526179,-3.47706870498949,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.580934550276933,0.580934550276933
HCC1_COL5_ROW39,-13.2664261051081,-3.43717841568285,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.271940088930494,-0.271940088930494
HCC1_COL5_ROW4,-1.22455398092045,7.51153584060377,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.288712068024027,-0.288712068024027
HCC1_COL5_ROW40,-5.86581375082954,-1.36579350891405,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.224666510648256,-0.224666510648256
HCC1_COL5_ROW5,-9.65861513098701,-5.89025811615282,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.601216943599345,0.601216943599345
HCC1_COL5_ROW6,-7.69558240851386,-5.05652121963792,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.478196427178407,0.478196427178407
HCC1_COL5_ROW7,-10.5424194522761,-4.84535340729051,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.28988220610032,-0.28988220610032
HCC1_COL5_ROW8,-8.88784219702705,-4.86556605758958,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.197129261252828,-0.197129261252828
HCC1_COL5_ROW9,-6.73940422018989,-4.4385183280974,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.190576488025587,-0.190576488025587
HCC1_COL6_ROW1,-9.20500614127143,-5.69848946991258,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.539823699196505,0.539823699196505
HCC1_COL6_ROW10,-9.95501043280585,-4.47281484070116,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.542007956938919,0.542007956938919
HCC1_COL6_ROW11,-9.09368135413154,-4.24381904068285,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.472891801232545,0.472891801232545
HCC1_COL6_ROW12,-9.3956518360041,-3.73366670074754,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.237772057102738,-0.237772057102738
HCC1_COL6_ROW13,-12.5822076984309,-3.46677283706957,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.404867774397379,0.404867774397379
HCC1_COL6_ROW14,-9.3310184665583,-5.13356761398607,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.542866058194867,0.542866058194867
HCC1_COL6_ROW15,-9.61703588446601,-5.02330569687181,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.57687807161245,0.57687807161245
HCC1_COL6_ROW16,-8.82157375296577,-6.00957993927293,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.500039004602543,0.500039004602543
HCC1_COL6_ROW17,-8.05156995734199,-5.26401881637865,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.510336219673922,0.510336219673922
HCC1_COL6_ROW18,-7.74550153693183,-5.3454516357451,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.531164677431937,0.531164677431937
HCC1_COL6_ROW19,-8.93815519293769,-6.29153470459276,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.531632732662454,0.531632732662454
HCC1_COL6_ROW2,-10.8511457630061,-4.44200257721239,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.405413838832982,0.405413838832982
HCC1_COL6_ROW20,-8.8023262210749,-6.14755229416185,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.532880879943833,0.532880879943833
HCC1_COL6_ROW21,-8.85859825095161,-2.5315404361754,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.594196115141587,0.594196115141587
HCC1_COL6_ROW22,-8.85971929511054,-3.36064509811693,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.525938060691162,0.525938060691162
HCC1_COL6_ROW23,-12.2563772388361,-3.52684049072557,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.262422965909977,0.262422965909977
HCC1_COL6_ROW24,-6.85393764456733,-4.62067250671678,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.200249629456276,-0.200249629456276
HCC1_COL6_ROW25,-1.15893478324636,7.81055231628126,10,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.322412044621265,0.322412044621265
HCC1_COL6_ROW26,-7.95068551978095,-5.47495297851854,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.591231765348311,0.591231765348311
HCC1_COL6_ROW27,-12.0764599033259,-3.58929280700975,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.211482954988689,0.211482954988689
HCC1_COL6_ROW28,-9.71063711127265,-3.1463401741057,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.568999141898744,0.568999141898744
HCC1_COL6_ROW29,-13.1288061328791,-3.52596644821458,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.512676495826507,0.512676495826507
HCC1_COL6_ROW3,-8.88628532370551,-5.9106486267119,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.236445900616273,-0.236445900616273
HCC1_COL6_ROW30,-8.53879930457099,-4.61094741287523,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.567594976207192,0.567594976207192
HCC1_COL6_ROW31,-6.96407749136909,-4.79881362381273,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.188002184257742,-0.188002184257742
HCC1_COL6_ROW32,-9.05669357260688,-4.18796376648241,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.478196427178407,0.478196427178407
HCC1_COL6_ROW33,-9.99097349127753,-3.83095197143846,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.354083781886263,0.354083781886263
HCC1_COL6_ROW34,-8.77466728171333,-4.26912908020311,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.225914657929636,-0.225914657929636
HCC1_COL6_ROW35,2.69435785332696,-1.45106105270677,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.541929947733833,0.541929947733833
HCC1_COL6_ROW36,-8.62733509024604,-4.01268987121874,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.268429674701615,-0.268429674701615
HCC1_COL6_ROW37,-13.3300571628474,-3.40492467346483,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.308214369295577,-0.308214369295577
HCC1_COL6_ROW38,-10.4133749195002,-4.36964349212938,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.265543334113425,-0.265543334113425
HCC1_COL6_ROW39,-9.04462673148139,-3.61802749100023,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.520555425540214,0.520555425540214
HCC1_COL6_ROW4,-9.4431953616999,-4.16699437561327,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.579062329354864,0.579062329354864
HCC1_COL6_ROW40,-9.79117013892158,-5.30312566223436,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.592869958655121,0.592869958655121
HCC1_COL6_ROW5,-9.30247594794257,-3.41492347183519,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.581246587097277,0.581246587097277
HCC1_COL6_ROW6,-9.98708154639228,-4.24109439316087,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.537405413838833,0.537405413838833
HCC1_COL6_ROW7,-9.95957757910712,-4.8215897506743,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.571417427256416,0.571417427256416
HCC1_COL6_ROW8,-8.73059370001777,-5.11438064041429,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.597472501755207,0.597472501755207
HCC1_COL6_ROW9,-10.4490528293513,-4.08474902572923,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.542085966144005,0.542085966144005
HCC1_COL7_ROW1,-9.88544752081855,-5.26906947555833,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.213355175910757,-0.213355175910757
HCC1_COL7_ROW10,-13.0883655734919,-3.51951865616136,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.242920664638427,-0.242920664638427
HCC1_COL7_ROW11,-8.02489950140937,-4.98381833496385,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.241750526562134,-0.241750526562134
HCC1_COL7_ROW12,-7.53510143240913,-4.37226895752245,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.489273734300647,0.489273734300647
HCC1_COL7_ROW13,-7.5467109866999,-4.78251723709398,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.464310788673064,0.464310788673064
HCC1_COL7_ROW14,-8.96933700522407,-3.30995683136278,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.521023480770731,0.521023480770731
HCC1_COL7_ROW15,-13.2799949832819,-3.38562945785814,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.251657695608082,-0.251657695608082
HCC1_COL7_ROW16,-8.52731944998725,-5.95264987411791,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.237460020282393,-0.237460020282393
HCC1_COL7_ROW17,-7.78558828314765,-4.64194802704149,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.221078087214291,-0.221078087214291
HCC1_COL7_ROW18,-6.89839078864081,-4.05649833145433,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.218971838676964,-0.218971838676964
HCC1_COL7_ROW19,-8.40178062399848,-3.36710195007616,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.512598486621421,0.512598486621421
HCC1_COL7_ROW2,-10.5858535953425,-4.38287190857225,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.592635931039862,0.592635931039862
HCC1_COL7_ROW20,-9.71235849341377,-4.41502360763841,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.268897729932132,-0.268897729932132
HCC1_COL7_ROW21,-8.43299343070014,-3.64160327377611,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.210780872142913,-0.210780872142913
HCC1_COL7_ROW22,-8.91983940085395,-4.95794848861986,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.214759341602309,-0.214759341602309
HCC1_COL7_ROW23,-8.2388496585749,-4.3173344558745,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.489741789531165,0.489741789531165
HCC1_COL7_ROW24,-9.98111345252021,-4.73893956604295,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.549730868242453,0.549730868242453
HCC1_COL7_ROW25,-5.89250137289985,-1.38856796684557,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.24143848974179,-0.24143848974179
HCC1_COL7_ROW26,-9.10232116660102,-2.0410767025023,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.30259770652937,-0.30259770652937
HCC1_COL7_ROW27,-7.73855831107123,-5.13051299515062,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.225992667134722,-0.225992667134722
HCC1_COL7_ROW28,-8.55521156271918,-4.20116404953294,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.206568375068258,-0.206568375068258
HCC1_COL7_ROW29,-10.1036920734309,-5.5410631126433,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.54505031593728,0.54505031593728
HCC1_COL7_ROW3,-7.95863391837104,-4.5456994003325,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.508542007956939,0.508542007956939
HCC1_COL7_ROW30,-11.746994037237,-3.78864554825121,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.484281145175131,0.484281145175131
HCC1_COL7_ROW31,-8.74509050330146,-3.60691670837694,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.221468133239722,-0.221468133239722
HCC1_COL7_ROW32,-7.73640777548774,-3.86949567261034,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.596536391294173,0.596536391294173
HCC1_COL7_ROW33,-10.193246860113,-3.99940089645677,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.267025509010063,-0.267025509010063
HCC1_COL7_ROW34,-7.40779783209785,-4.68860415878587,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.20672439347843,-0.20672439347843
HCC1_COL7_ROW35,-9.44118310889228,-5.30669288101488,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.500351041422888,0.500351041422888
HCC1_COL7_ROW36,-10.3096981235407,-5.29453019562059,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.385209454715656,0.385209454715656
HCC1_COL7_ROW37,-11.0790386386774,-3.85865621033006,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.308682424526094,-0.308682424526094
HCC1_COL7_ROW38,-7.08773662528022,-4.2542913383513,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.183087604337312,-0.183087604337312
HCC1_COL7_ROW39,-9.97985937079414,-2.29436282577806,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.30485997347687,0.30485997347687
HCC1_COL7_ROW4,-10.4691991992853,-4.46279076996141,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.521335517591076,0.521335517591076
HCC1_COL7_ROW40,-1.1798665822111,7.62114592132277,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.252281769248771,-0.252281769248771
HCC1_COL7_ROW5,-9.71425439795478,-5.6920788711577,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.520477416335127,0.520477416335127
HCC1_COL7_ROW6,-7.30716468771918,-4.55034141006761,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.453467509166082,0.453467509166082
HCC1_COL7_ROW7,-10.3945837207697,-3.04518680038744,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.305172010297215,-0.305172010297215
HCC1_COL7_ROW8,-5.85800935706123,-1.36053900184923,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.246587097277479,-0.246587097277479
HCC1_COL7_ROW9,-6.80526449164374,-4.4630053466826,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.23465168889929,-0.23465168889929
HCC1_COL8_ROW1,-10.0824566074274,-4.40100030365282,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.276620641235666,-0.276620641235666
HCC1_COL8_ROW10,-12.395714778509,-3.54671697082811,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.325532412824713,0.325532412824713
HCC1_COL8_ROW11,-7.36047031363471,-4.36634950104051,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.198143380918948,-0.198143380918948
HCC1_COL8_ROW12,-7.81598426779731,-5.07853393020921,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.510102192058663,0.510102192058663
HCC1_COL8_ROW13,-8.2085910030268,-4.61565570297533,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.202277868788517,-0.202277868788517
HCC1_COL8_ROW14,-9.102857608404,-6.09328488769823,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.554645448162883,0.554645448162883
HCC1_COL8_ROW15,-6.97596122702582,-4.81650523605638,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.183009595132226,-0.183009595132226
HCC1_COL8_ROW16,-12.526083011236,-3.5164344734221,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.358530306576176,0.358530306576176
HCC1_COL8_ROW17,-8.95600940665229,-3.94248895111375,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.595600280833138,0.595600280833138
HCC1_COL8_ROW18,-6.75515844305976,-4.03970364990526,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.187066073796708,-0.187066073796708
HCC1_COL8_ROW19,-8.25517274817451,-5.80438451233202,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.517825103362197,0.517825103362197
