Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
5	Malignant cells	Malignant	Malignant	RANBP1	-0.25	10.5	9.44e-13
5	Malignant cells	Malignant	Malignant	RCN1	-0.26	6.6	9.9e-13
5	Malignant cells	Malignant	Malignant	PPHLN1	-0.33	7.0	9.93e-13
5	Malignant cells	Malignant	Malignant	SNRPA	-0.28	4.3	9.95e-13
5	Malignant cells	Malignant	Malignant	EXOC4	0.32	10.5	1.02e-12
5	Malignant cells	Malignant	Malignant	TIMM44	-0.36	7.0	1.05e-12
5	Malignant cells	Malignant	Malignant	PANK3	-0.29	1.2	1.06e-12
5	Malignant cells	Malignant	Malignant	DAB2	-0.66	2.7	1.09e-12
5	Malignant cells	Malignant	Malignant	KIAA1217	0.29	5.9	1.13e-12
5	Malignant cells	Malignant	Malignant	DENND1B	-0.3	4.3	1.17e-12
5	Malignant cells	Malignant	Malignant	SESN3	-0.33	4.7	1.19e-12
5	Malignant cells	Malignant	Malignant	ITPRIPL2	0.29	12.5	1.22e-12
5	Malignant cells	Malignant	Malignant	OBSCN	-0.47	0.4	1.22e-12
5	Malignant cells	Malignant	Malignant	BCL2L15	0.33	15.2	1.23e-12
5	Malignant cells	Malignant	Malignant	ILVBL	-0.31	2.7	1.26e-12
5	Malignant cells	Malignant	Malignant	ZSCAN18	-0.31	0.8	1.27e-12
5	Malignant cells	Malignant	Malignant	CEP95	-0.28	2.7	1.31e-12
5	Malignant cells	Malignant	Malignant	PPT1	-0.3	5.1	1.36e-12
5	Malignant cells	Malignant	Malignant	OPLAH	-0.31	3.1	1.37e-12
5	Malignant cells	Malignant	Malignant	POLRMT	-0.41	7.4	1.37e-12
5	Malignant cells	Malignant	Malignant	NME3	-0.33	4.3	1.39e-12
5	Malignant cells	Malignant	Malignant	TCEA2	-0.25	1.2	1.4e-12
5	Malignant cells	Malignant	Malignant	NDUFB10	-0.27	20.7	1.41e-12
5	Malignant cells	Malignant	Malignant	OXR1	-0.41	7.8	1.43e-12
5	Malignant cells	Malignant	Malignant	ICMT	0.98	6.2	1.44e-12
5	Malignant cells	Malignant	Malignant	SIRPA	-0.3	0.0	1.44e-12
5	Malignant cells	Malignant	Malignant	RGL2	-0.28	3.1	1.46e-12
5	Malignant cells	Malignant	Malignant	TNKS2	-0.26	8.6	1.5e-12
5	Malignant cells	Malignant	Malignant	CREBL2	-0.26	2.3	1.54e-12
5	Malignant cells	Malignant	Malignant	MRPL52	0.57	18.4	1.57e-12
5	Malignant cells	Malignant	Malignant	DDX49	-0.31	5.9	1.58e-12
5	Malignant cells	Malignant	Malignant	SLC35F5	1.14	62.1	1.59e-12
5	Malignant cells	Malignant	Malignant	TNPO2	-0.35	2.3	1.61e-12
5	Malignant cells	Malignant	Malignant	BABAM2	-0.27	1.2	1.63e-12
5	Malignant cells	Malignant	Malignant	NSA2	-0.25	13.7	1.74e-12
5	Malignant cells	Malignant	Malignant	ZCCHC2	-0.27	4.3	1.75e-12
5	Malignant cells	Malignant	Malignant	ZNF706	0.3	10.2	1.84e-12
5	Malignant cells	Malignant	Malignant	POP5	-0.39	8.2	1.85e-12
5	Malignant cells	Malignant	Malignant	LARP1B	-0.36	5.9	1.87e-12
5	Malignant cells	Malignant	Malignant	EAPP	-0.32	8.2	1.87e-12
5	Malignant cells	Malignant	Malignant	RUSC1	-0.4	2.0	2.07e-12
5	Malignant cells	Malignant	Malignant	MFSD3	-0.42	2.0	2.12e-12
5	Malignant cells	Malignant	Malignant	CLUAP1	1.12	57.4	2.15e-12
5	Malignant cells	Malignant	Malignant	MPP1	-0.42	2.3	2.21e-12
5	Malignant cells	Malignant	Malignant	NASP	-0.28	30.1	2.26e-12
5	Malignant cells	Malignant	Malignant	TRMT2A	0.5	1.6	2.27e-12
5	Malignant cells	Malignant	Malignant	BAG5	-0.29	3.5	2.31e-12
5	Malignant cells	Malignant	Malignant	PLS3	1.36	13.3	2.36e-12
5	Malignant cells	Malignant	Malignant	XRN2	-0.33	18.8	2.36e-12
5	Malignant cells	Malignant	Malignant	ACACB	0.37	6.2	2.38e-12
5	Malignant cells	Malignant	Malignant	PPM1B	1.11	62.9	2.42e-12
5	Malignant cells	Malignant	Malignant	MVK	-0.28	1.6	2.45e-12
5	Malignant cells	Malignant	Malignant	NARF	-0.34	7.8	2.47e-12
5	Malignant cells	Malignant	Malignant	SGTA	-0.43	5.5	2.51e-12
5	Malignant cells	Malignant	Malignant	GBP7	0.55	7.0	2.65e-12
5	Malignant cells	Malignant	Malignant	TRIB1	-0.5	10.9	2.83e-12
5	Malignant cells	Malignant	Malignant	HNF1A	-0.34	0.0	2.94e-12
5	Malignant cells	Malignant	Malignant	ANKRD12	0.58	79.3	3.11e-12
5	Malignant cells	Malignant	Malignant	IDH2	0.55	12.5	3.31e-12
5	Malignant cells	Malignant	Malignant	TBC1D9B	-0.29	8.6	3.4e-12
5	Malignant cells	Malignant	Malignant	MINDY1	0.28	4.3	3.54e-12
5	Malignant cells	Malignant	Malignant	TTC33	-0.25	1.2	3.6e-12
5	Malignant cells	Malignant	Malignant	SOBP	-0.29	0.8	3.67e-12
5	Malignant cells	Malignant	Malignant	SUPT6H	0.59	12.1	3.69e-12
5	Malignant cells	Malignant	Malignant	USP13	-0.32	2.0	3.75e-12
5	Malignant cells	Malignant	Malignant	SSH1	0.27	12.1	3.81e-12
5	Malignant cells	Malignant	Malignant	POP7	-0.28	5.5	3.91e-12
5	Malignant cells	Malignant	Malignant	SIRT7	-0.36	3.5	3.98e-12
5	Malignant cells	Malignant	Malignant	GSTM4	-0.32	3.9	4.05e-12
5	Malignant cells	Malignant	Malignant	SP3	-0.26	5.9	4.16e-12
5	Malignant cells	Malignant	Malignant	QSOX1	-0.39	0.4	4.25e-12
5	Malignant cells	Malignant	Malignant	IFRD2	-0.25	3.5	4.27e-12
5	Malignant cells	Malignant	Malignant	MPZL1	-0.26	1.6	4.32e-12
5	Malignant cells	Malignant	Malignant	TEX264	-0.26	3.1	4.37e-12
5	Malignant cells	Malignant	Malignant	DNAJC4	-0.27	5.1	4.43e-12
5	Malignant cells	Malignant	Malignant	TRIM26	-0.29	7.0	4.61e-12
5	Malignant cells	Malignant	Malignant	IDH3G	-0.42	7.0	4.67e-12
5	Malignant cells	Malignant	Malignant	B2M	-0.37	88.7	4.7e-12
5	Malignant cells	Malignant	Malignant	TP53TG1	-0.27	1.6	4.71e-12
5	Malignant cells	Malignant	Malignant	OPA3	1.17	61.7	4.83e-12
5	Malignant cells	Malignant	Malignant	ACTR10	-0.27	3.9	5.07e-12
5	Malignant cells	Malignant	Malignant	TATDN1	0.33	1.2	5.08e-12
5	Malignant cells	Malignant	Malignant	ARIH2OS	1.11	48.4	5.19e-12
5	Malignant cells	Malignant	Malignant	NOSIP	-0.33	7.0	5.44e-12
5	Malignant cells	Malignant	Malignant	IYD	0.27	8.6	5.54e-12
5	Malignant cells	Malignant	Malignant	ESCO1	-0.28	7.4	5.75e-12
5	Malignant cells	Malignant	Malignant	TMEM115	-0.26	3.1	5.8e-12
5	Malignant cells	Malignant	Malignant	SECISBP2L	-0.26	8.2	5.86e-12
5	Malignant cells	Malignant	Malignant	THAP5	-0.29	4.7	5.93e-12
5	Malignant cells	Malignant	Malignant	HECTD4	-0.26	8.6	6.02e-12
5	Malignant cells	Malignant	Malignant	OSBPL9	-0.27	7.8	6.11e-12
5	Malignant cells	Malignant	Malignant	UBR2	0.4	19.9	6.28e-12
5	Malignant cells	Malignant	Malignant	PIK3R1	-0.27	18.8	6.3e-12
5	Malignant cells	Malignant	Malignant	TMEM160	-0.29	10.9	6.32e-12
5	Malignant cells	Malignant	Malignant	UBL4A	-0.34	2.0	6.63e-12
5	Malignant cells	Malignant	Malignant	DBNL	-0.37	7.8	6.81e-12
5	Malignant cells	Malignant	Malignant	GPATCH2L	-0.32	8.6	6.93e-12
5	Malignant cells	Malignant	Malignant	ANKIB1	-0.33	7.0	7.37e-12
5	Malignant cells	Malignant	Malignant	TBCB	-0.33	7.8	7.53e-12
5	Malignant cells	Malignant	Malignant	PLXND1	-0.3	0.8	7.56e-12
5	Malignant cells	Malignant	Malignant	ZNF37A	0.63	18.0	7.66e-12
5	Malignant cells	Malignant	Malignant	SPATA20	-0.31	5.9	7.91e-12
5	Malignant cells	Malignant	Malignant	ELL2	-0.33	27.3	7.96e-12
5	Malignant cells	Malignant	Malignant	RFTN1	-0.46	6.2	8.47e-12
5	Malignant cells	Malignant	Malignant	ABCC5	-0.3	2.0	8.8e-12
5	Malignant cells	Malignant	Malignant	TRIQK	0.51	1.2	8.83e-12
5	Malignant cells	Malignant	Malignant	SF3A3	-0.29	11.7	8.85e-12
5	Malignant cells	Malignant	Malignant	MLLT10	-0.31	3.9	8.98e-12
5	Malignant cells	Malignant	Malignant	GBA2	-0.32	7.0	9.07e-12
5	Malignant cells	Malignant	Malignant	FAM200B	-0.31	3.1	9.14e-12
5	Malignant cells	Malignant	Malignant	UBC	-0.32	78.1	9.14e-12
5	Malignant cells	Malignant	Malignant	SERGEF	-0.29	0.4	9.39e-12
5	Malignant cells	Malignant	Malignant	FLNC	-0.39	0.4	9.43e-12
5	Malignant cells	Malignant	Malignant	PPP1R15B	0.3	11.7	9.59e-12
5	Malignant cells	Malignant	Malignant	RARS	-0.31	12.5	9.85e-12
5	Malignant cells	Malignant	Malignant	TACO1	-0.28	3.1	9.86e-12
5	Malignant cells	Malignant	Malignant	ZNF512	-0.26	2.3	9.88e-12
5	Malignant cells	Malignant	Malignant	INO80D	-0.27	9.4	9.92e-12
5	Malignant cells	Malignant	Malignant	YIPF1	-0.29	3.5	9.98e-12
5	Malignant cells	Malignant	Malignant	HEATR5A	1.11	59.0	1e-11
5	Malignant cells	Malignant	Malignant	PITPNB	-0.35	10.2	1.01e-11
5	Malignant cells	Malignant	Malignant	IWS1	0.39	14.1	1.03e-11
5	Malignant cells	Malignant	Malignant	MTR	-0.29	7.4	1.04e-11
5	Malignant cells	Malignant	Malignant	USP5	-0.34	1.2	1.1e-11
5	Malignant cells	Malignant	Malignant	EHD1	-0.47	8.6	1.12e-11
5	Malignant cells	Malignant	Malignant	GMCL1	0.91	16.4	1.16e-11
5	Malignant cells	Malignant	Malignant	UBA2	-0.29	6.2	1.21e-11
5	Malignant cells	Malignant	Malignant	CHD1L	0.39	14.8	1.22e-11
5	Malignant cells	Malignant	Malignant	IER3	-0.36	2.3	1.23e-11
5	Malignant cells	Malignant	Malignant	PTPN18	-0.3	9.8	1.24e-11
5	Malignant cells	Malignant	Malignant	RRM1	-0.27	4.7	1.28e-11
5	Malignant cells	Malignant	Malignant	USP16	0.46	10.5	1.28e-11
5	Malignant cells	Malignant	Malignant	FBXO21	-0.33	3.1	1.3e-11
5	Malignant cells	Malignant	Malignant	MBNL2	-0.28	3.5	1.33e-11
5	Malignant cells	Malignant	Malignant	ATP2B4	-0.34	4.7	1.48e-11
5	Malignant cells	Malignant	Malignant	CXXC1	0.35	5.5	1.53e-11
5	Malignant cells	Malignant	Malignant	CARS	-0.31	3.5	1.53e-11
5	Malignant cells	Malignant	Malignant	DDX5	-0.29	55.1	1.56e-11
5	Malignant cells	Malignant	Malignant	LIMCH1	-0.35	0.0	1.62e-11
5	Malignant cells	Malignant	Malignant	CPVL	-0.34	2.0	1.7e-11
5	Malignant cells	Malignant	Malignant	PLEKHG4B	1.16	49.6	1.72e-11
5	Malignant cells	Malignant	Malignant	TM9SF4	-0.26	7.8	1.72e-11
5	Malignant cells	Malignant	Malignant	USO1	0.55	11.7	1.74e-11
5	Malignant cells	Malignant	Malignant	PGAP2	-0.29	1.6	1.76e-11
5	Malignant cells	Malignant	Malignant	NKTR	-0.38	35.5	1.77e-11
5	Malignant cells	Malignant	Malignant	LOXL4	-0.52	1.2	1.81e-11
5	Malignant cells	Malignant	Malignant	DYNC1H1	0.5	32.8	1.83e-11
5	Malignant cells	Malignant	Malignant	RPL26L1	-0.26	5.9	1.89e-11
5	Malignant cells	Malignant	Malignant	EHBP1	-0.27	10.9	1.9e-11
5	Malignant cells	Malignant	Malignant	GNPTAB	-0.61	8.6	1.92e-11
5	Malignant cells	Malignant	Malignant	OGDH	0.31	16.0	1.93e-11
5	Malignant cells	Malignant	Malignant	GPX2	0.49	25.8	1.94e-11
5	Malignant cells	Malignant	Malignant	NCOA3	-0.31	10.2	2.01e-11
5	Malignant cells	Malignant	Malignant	RNF185	-0.3	1.6	2.22e-11
5	Malignant cells	Malignant	Malignant	WFS1	-0.32	3.1	2.29e-11
5	Malignant cells	Malignant	Malignant	CCBE1	1.58	57.0	2.33e-11
5	Malignant cells	Malignant	Malignant	ANXA5	0.38	14.5	2.42e-11
5	Malignant cells	Malignant	Malignant	NT5C	-0.26	2.0	2.48e-11
5	Malignant cells	Malignant	Malignant	BRD2	-0.26	32.4	2.52e-11
5	Malignant cells	Malignant	Malignant	CSGALNACT2	-0.27	2.3	2.54e-11
5	Malignant cells	Malignant	Malignant	APOOL	0.42	19.5	2.55e-11
5	Malignant cells	Malignant	Malignant	NAT8	-0.38	0.0	2.58e-11
5	Malignant cells	Malignant	Malignant	PEF1	-0.3	3.5	2.59e-11
5	Malignant cells	Malignant	Malignant	SLC35C1	-0.29	2.7	2.67e-11
5	Malignant cells	Malignant	Malignant	C11orf71	0.56	2.3	2.83e-11
5	Malignant cells	Malignant	Malignant	TIMM10B	-0.28	4.3	2.83e-11
5	Malignant cells	Malignant	Malignant	SMDT1	0.92	9.0	3e-11
5	Malignant cells	Malignant	Malignant	GGA1	-0.35	9.4	3.17e-11
5	Malignant cells	Malignant	Malignant	EXOSC7	-0.27	0.8	3.34e-11
5	Malignant cells	Malignant	Malignant	TRAK2	-0.3	4.3	3.35e-11
5	Malignant cells	Malignant	Malignant	BCAS2	-0.25	6.6	3.37e-11
5	Malignant cells	Malignant	Malignant	PPFIA1	0.4	22.7	3.4e-11
5	Malignant cells	Malignant	Malignant	CRAT	-0.34	5.1	3.69e-11
5	Malignant cells	Malignant	Malignant	UBE3B	0.34	7.4	3.72e-11
5	Malignant cells	Malignant	Malignant	P4HA2	-0.31	0.4	3.75e-11
5	Malignant cells	Malignant	Malignant	MIEF1	0.61	14.8	3.76e-11
5	Malignant cells	Malignant	Malignant	MAST3	-0.31	7.0	3.8e-11
5	Malignant cells	Malignant	Malignant	TSPAN6	0.7	22.3	3.99e-11
5	Malignant cells	Malignant	Malignant	IMP4	-0.41	13.3	4e-11
5	Malignant cells	Malignant	Malignant	PPP1R9A	-0.38	0.0	4.11e-11
5	Malignant cells	Malignant	Malignant	CASK	-0.25	4.3	4.13e-11
5	Malignant cells	Malignant	Malignant	ALAD	0.58	5.1	4.14e-11
5	Malignant cells	Malignant	Malignant	LEO1	0.56	7.8	4.16e-11
5	Malignant cells	Malignant	Malignant	GSR	0.44	9.0	4.27e-11
5	Malignant cells	Malignant	Malignant	ZNF252P	0.28	13.3	4.36e-11
5	Malignant cells	Malignant	Malignant	ANXA6	0.52	12.9	4.39e-11
5	Malignant cells	Malignant	Malignant	USP15	-0.39	12.1	4.43e-11
5	Malignant cells	Malignant	Malignant	NAA30	-0.27	0.8	4.5e-11
5	Malignant cells	Malignant	Malignant	BFSP2-AS1	0.29	9.8	4.54e-11
5	Malignant cells	Malignant	Malignant	CXorf36	0.27	7.4	4.61e-11
5	Malignant cells	Malignant	Malignant	SPRYD4	-0.29	1.6	4.64e-11
5	Malignant cells	Malignant	Malignant	ZNF219	0.6	1.2	4.66e-11
5	Malignant cells	Malignant	Malignant	PAWR	0.91	8.2	4.67e-11
5	Malignant cells	Malignant	Malignant	REST	-0.31	10.9	4.73e-11
5	Malignant cells	Malignant	Malignant	NUP155	-0.26	2.3	4.77e-11
5	Malignant cells	Malignant	Malignant	HSD3B7	-0.34	2.7	4.83e-11
5	Malignant cells	Malignant	Malignant	CUEDC2	-0.34	3.9	5.07e-11
5	Malignant cells	Malignant	Malignant	KPNA1	0.33	14.1	5.09e-11
5	Malignant cells	Malignant	Malignant	AAR2	-0.37	2.3	5.27e-11
5	Malignant cells	Malignant	Malignant	BRPF3	0.49	5.5	5.33e-11
5	Malignant cells	Malignant	Malignant	SRPRB	-0.34	11.3	5.37e-11
5	Malignant cells	Malignant	Malignant	TOR1AIP1	0.78	13.7	5.37e-11
5	Malignant cells	Malignant	Malignant	SON	-0.43	58.6	5.43e-11
5	Malignant cells	Malignant	Malignant	USP9Y	-0.28	0.0	5.47e-11
5	Malignant cells	Malignant	Malignant	STUB1	-0.36	10.5	5.55e-11
5	Malignant cells	Malignant	Malignant	C21orf62	1.08	57.4	5.64e-11
5	Malignant cells	Malignant	Malignant	MBNL1	-0.44	21.9	5.97e-11
5	Malignant cells	Malignant	Malignant	NUMA1	0.39	14.8	6.06e-11
5	Malignant cells	Malignant	Malignant	ZNF876P	0.71	8.2	6.17e-11
5	Malignant cells	Malignant	Malignant	P2RX4	-0.29	3.1	6.26e-11
5	Malignant cells	Malignant	Malignant	LY6K	-0.25	0.4	6.39e-11
5	Malignant cells	Malignant	Malignant	DDHD1	-0.28	7.8	6.55e-11
5	Malignant cells	Malignant	Malignant	B4GALT3	-0.3	4.3	6.89e-11
5	Malignant cells	Malignant	Malignant	RNF139-AS1	0.26	7.8	6.89e-11
5	Malignant cells	Malignant	Malignant	ACADS	0.33	2.3	6.92e-11
5	Malignant cells	Malignant	Malignant	SNHG1	0.9	8.2	7.01e-11
5	Malignant cells	Malignant	Malignant	PDXDC2P-NPIPB14P	-0.27	3.9	7.02e-11
5	Malignant cells	Malignant	Malignant	SHKBP1	-0.41	7.4	7.26e-11
5	Malignant cells	Malignant	Malignant	LSG1	0.61	18.4	7.51e-11
5	Malignant cells	Malignant	Malignant	BCAT2	-0.37	0.8	7.62e-11
5	Malignant cells	Malignant	Malignant	NBR2	0.32	4.3	7.7e-11
5	Malignant cells	Malignant	Malignant	MT2A	1.5	60.9	8.1e-11
5	Malignant cells	Malignant	Malignant	QSER1	-0.41	8.6	8.15e-11
5	Malignant cells	Malignant	Malignant	ZBTB10	-0.27	4.3	8.25e-11
5	Malignant cells	Malignant	Malignant	FOXQ1	-0.32	0.4	8.27e-11
5	Malignant cells	Malignant	Malignant	ZNF841	0.92	52.3	8.73e-11
5	Malignant cells	Malignant	Malignant	RRAS2	-0.28	2.7	9e-11
5	Malignant cells	Malignant	Malignant	MEGF9	0.47	20.7	9.02e-11
5	Malignant cells	Malignant	Malignant	INF2	-0.29	2.7	9.38e-11
5	Malignant cells	Malignant	Malignant	FDPSP2	1.49	55.9	9.52e-11
5	Malignant cells	Malignant	Malignant	TYMP	0.36	10.9	9.52e-11
5	Malignant cells	Malignant	Malignant	UBE2Q2P1	1.38	55.9	9.58e-11
5	Malignant cells	Malignant	Malignant	DCAF13	-0.26	5.1	9.69e-11
5	Malignant cells	Malignant	Malignant	DCAF7	0.79	65.6	1.01e-10
5	Malignant cells	Malignant	Malignant	CD99L2	-0.3	2.3	1.04e-10
5	Malignant cells	Malignant	Malignant	PPP1R8	-0.28	2.3	1.05e-10
5	Malignant cells	Malignant	Malignant	SBDS	-0.25	5.5	1.06e-10
5	Malignant cells	Malignant	Malignant	SNHG9	-0.34	5.1	1.07e-10
5	Malignant cells	Malignant	Malignant	BRD3	-0.27	4.7	1.09e-10
5	Malignant cells	Malignant	Malignant	PPP1R3B	0.35	26.2	1.15e-10
5	Malignant cells	Malignant	Malignant	C4orf3	0.25	19.9	1.17e-10
5	Malignant cells	Malignant	Malignant	NINL	0.91	2.3	1.22e-10
5	Malignant cells	Malignant	Malignant	ACTR3	-0.35	20.3	1.23e-10
5	Malignant cells	Malignant	Malignant	SPN	0.4	23.4	1.23e-10
5	Malignant cells	Malignant	Malignant	DNPEP	0.31	27.3	1.23e-10
5	Malignant cells	Malignant	Malignant	AGMAT	0.82	66.0	1.23e-10
5	Malignant cells	Malignant	Malignant	FOXO1	-0.43	7.8	1.28e-10
5	Malignant cells	Malignant	Malignant	MTF2	-0.25	6.2	1.29e-10
5	Malignant cells	Malignant	Malignant	DCP2	-0.29	15.6	1.32e-10
5	Malignant cells	Malignant	Malignant	PDK3	-0.28	2.7	1.33e-10
5	Malignant cells	Malignant	Malignant	FAM151A	-0.39	0.4	1.34e-10
5	Malignant cells	Malignant	Malignant	ZNRF1	0.31	2.0	1.34e-10
5	Malignant cells	Malignant	Malignant	TMEM38A	0.28	13.3	1.36e-10
5	Malignant cells	Malignant	Malignant	RPS28	-0.36	78.5	1.39e-10
5	Malignant cells	Malignant	Malignant	GGCT	0.32	3.1	1.44e-10
5	Malignant cells	Malignant	Malignant	PKM	-0.36	15.6	1.49e-10
5	Malignant cells	Malignant	Malignant	FNDC3A	-0.32	17.2	1.55e-10
5	Malignant cells	Malignant	Malignant	KANK1	0.51	9.0	1.6e-10
5	Malignant cells	Malignant	Malignant	LINC00665	0.4	19.9	1.6e-10
5	Malignant cells	Malignant	Malignant	ZNF426	1.25	59.0	1.62e-10
5	Malignant cells	Malignant	Malignant	C8orf44	0.34	6.2	1.66e-10
5	Malignant cells	Malignant	Malignant	MOB2	-0.26	1.2	1.67e-10
5	Malignant cells	Malignant	Malignant	POLR2G	-0.44	13.3	1.68e-10
5	Malignant cells	Malignant	Malignant	PHYHIPL	0.58	0.8	1.75e-10
5	Malignant cells	Malignant	Malignant	BRMS1	-0.28	7.4	1.77e-10
5	Malignant cells	Malignant	Malignant	TMEM181	0.36	25.4	1.8e-10
5	Malignant cells	Malignant	Malignant	UBOX5	0.51	19.1	1.89e-10
5	Malignant cells	Malignant	Malignant	FNBP4	-0.28	20.3	1.9e-10
5	Malignant cells	Malignant	Malignant	FUBP3	1.22	2.7	1.9e-10
5	Malignant cells	Malignant	Malignant	CD84	0.71	63.3	1.92e-10
5	Malignant cells	Malignant	Malignant	FBXO27	1.27	57.8	1.94e-10
5	Malignant cells	Malignant	Malignant	SH3BP2	0.84	14.1	2.03e-10
5	Malignant cells	Malignant	Malignant	SLC10A1	0.34	2.3	2.08e-10
5	Malignant cells	Malignant	Malignant	CENPB	-0.33	7.4	2.1e-10
5	Malignant cells	Malignant	Malignant	NUP43	0.67	10.9	2.2e-10
5	Malignant cells	Malignant	Malignant	ARHGEF40	0.75	5.9	2.24e-10
5	Malignant cells	Malignant	Malignant	STOML2	-0.26	4.7	2.25e-10
5	Malignant cells	Malignant	Malignant	NAB1	-0.32	7.8	2.37e-10
5	Malignant cells	Malignant	Malignant	TRIM37	-0.34	3.9	2.39e-10
5	Malignant cells	Malignant	Malignant	COL4A3BP	-0.27	5.1	2.42e-10
5	Malignant cells	Malignant	Malignant	ZMIZ1	-0.25	3.5	2.42e-10
5	Malignant cells	Malignant	Malignant	RBL2	-0.31	12.9	2.45e-10
5	Malignant cells	Malignant	Malignant	NSF	0.4	2.0	2.48e-10
5	Malignant cells	Malignant	Malignant	RPS27A	-0.26	71.9	2.51e-10
5	Malignant cells	Malignant	Malignant	TMEM140	-0.31	4.3	2.61e-10
5	Malignant cells	Malignant	Malignant	BCAS1	0.34	7.8	2.68e-10
5	Malignant cells	Malignant	Malignant	ACSS3	0.29	4.7	2.75e-10
5	Malignant cells	Malignant	Malignant	CANT1	-0.27	3.5	2.77e-10
5	Malignant cells	Malignant	Malignant	UBL7	-0.3	2.3	2.81e-10
5	Malignant cells	Malignant	Malignant	RFPL1S	0.29	10.9	2.82e-10
5	Malignant cells	Malignant	Malignant	TTPAL	1.1	59.0	2.85e-10
5	Malignant cells	Malignant	Malignant	KAT2A	0.35	5.9	2.87e-10
5	Malignant cells	Malignant	Malignant	POLK	-0.26	10.5	2.89e-10
5	Malignant cells	Malignant	Malignant	ZNF593	-0.39	7.8	2.91e-10
5	Malignant cells	Malignant	Malignant	SRSF4	0.39	13.3	2.97e-10
5	Malignant cells	Malignant	Malignant	HLA-H	0.38	34.0	2.97e-10
5	Malignant cells	Malignant	Malignant	EDC3	-0.4	1.2	3.26e-10
5	Malignant cells	Malignant	Malignant	SNRNP48	0.26	7.4	3.31e-10
5	Malignant cells	Malignant	Malignant	H6PD	0.78	25.0	3.31e-10
5	Malignant cells	Malignant	Malignant	TPMT	0.37	20.7	3.36e-10
5	Malignant cells	Malignant	Malignant	DOP1B	0.25	18.8	3.44e-10
5	Malignant cells	Malignant	Malignant	AIMP2	0.71	4.7	3.45e-10
5	Malignant cells	Malignant	Malignant	ADAM17	0.79	57.4	3.53e-10
5	Malignant cells	Malignant	Malignant	UCHL1	-0.33	0.8	3.79e-10
5	Malignant cells	Malignant	Malignant	CCDC167	-0.43	16.8	3.86e-10
5	Malignant cells	Malignant	Malignant	METTL13	-0.49	5.1	3.9e-10
5	Malignant cells	Malignant	Malignant	PPIG	-0.34	37.9	3.93e-10
5	Malignant cells	Malignant	Malignant	CLK2	0.26	11.7	4e-10
5	Malignant cells	Malignant	Malignant	BTBD1	0.34	2.7	4.08e-10
5	Malignant cells	Malignant	Malignant	FUNDC2	0.49	5.9	4.14e-10
5	Malignant cells	Malignant	Malignant	NRDE2	0.27	6.2	4.18e-10
5	Malignant cells	Malignant	Malignant	GPC1	-0.31	2.3	4.59e-10
5	Malignant cells	Malignant	Malignant	PPFIBP2	-0.26	4.7	4.65e-10
5	Malignant cells	Malignant	Malignant	PPM1G	-0.39	15.6	4.71e-10
5	Malignant cells	Malignant	Malignant	ZFP82	1.26	57.8	4.72e-10
5	Malignant cells	Malignant	Malignant	RLIM	0.44	9.0	4.77e-10
5	Malignant cells	Malignant	Malignant	IGFBP3	-0.25	0.4	4.84e-10
5	Malignant cells	Malignant	Malignant	ZCCHC17	-0.39	7.0	4.85e-10
5	Malignant cells	Malignant	Malignant	COX15	0.27	5.9	4.92e-10
5	Malignant cells	Malignant	Malignant	UBE4B	1.01	7.8	4.97e-10
5	Malignant cells	Malignant	Malignant	SLC35D2	1.02	2.3	5.2e-10
5	Malignant cells	Malignant	Malignant	GADD45A	-0.31	5.9	5.26e-10
5	Malignant cells	Malignant	Malignant	NCKIPSD	-0.32	2.0	5.26e-10
5	Malignant cells	Malignant	Malignant	RRAS	-0.3	1.6	5.47e-10
5	Malignant cells	Malignant	Malignant	CPLX2	-0.33	2.0	5.57e-10
5	Malignant cells	Malignant	Malignant	SPOP	-0.27	16.0	5.59e-10
5	Malignant cells	Malignant	Malignant	DGKB	0.47	18.8	5.66e-10
5	Malignant cells	Malignant	Malignant	AGO4	-0.25	3.9	5.67e-10
5	Malignant cells	Malignant	Malignant	CREBBP	0.36	18.0	5.82e-10
5	Malignant cells	Malignant	Malignant	INTS8	0.48	2.7	6e-10
5	Malignant cells	Malignant	Malignant	BCLAF1	0.54	32.4	6.36e-10
5	Malignant cells	Malignant	Malignant	STX17	0.46	12.9	6.49e-10
5	Malignant cells	Malignant	Malignant	MTRF1L	-0.31	2.7	6.52e-10
5	Malignant cells	Malignant	Malignant	SP1	0.38	10.2	6.62e-10
5	Malignant cells	Malignant	Malignant	CDC37	0.29	13.3	6.7e-10
5	Malignant cells	Malignant	Malignant	MFSD9	0.5	14.5	7.15e-10
5	Malignant cells	Malignant	Malignant	VCL	0.37	3.1	7.4e-10
5	Malignant cells	Malignant	Malignant	YKT6	0.53	4.3	7.44e-10
5	Malignant cells	Malignant	Malignant	ARL14EP	0.32	4.3	7.5e-10
5	Malignant cells	Malignant	Malignant	RCC2	0.32	2.0	7.8e-10
5	Malignant cells	Malignant	Malignant	SMIM15	-0.27	2.3	7.97e-10
5	Malignant cells	Malignant	Malignant	THNSL2	-0.29	0.8	8.19e-10
5	Malignant cells	Malignant	Malignant	RNF40	-0.26	9.4	8.26e-10
5	Malignant cells	Malignant	Malignant	ESPN	0.66	5.1	8.34e-10
