,amino_acid,lipid,nucleotide,StromalScore,ImmuneScore,ESTIMATEScore,TumourPurity
TCGA.ED.A4XI.01A.11R.A266.07,0.801363056508499,0.804808388400752,0.420829757632548,51.1355906810842,615.403690461025,666.53928114211,0.763017647938818
TCGA.UB.A7ME.01A.11R.A33J.07,0.671987395012351,0.615889233703133,0.392414034040057,-579.252071648882,605.781647730699,26.5295760818174,0.820288293963398
TCGA.DD.A39Y.01A.11R.A213.07,0.722489994087776,0.514288731105468,0.763257578262945,-1340.70171419395,-398.485284818203,-1739.18699901216,0.93947734723192
TCGA.LG.A6GG.01A.11R.A311.07,0.748566031664945,0.80506036563812,0.564766980892908,-1187.73631740486,-442.612629999566,-1630.34894740443,0.933884077832278
TCGA.DD.A4ND.01A.11R.A266.07,0.663421673224095,0.732338562561061,0.448519518443419,391.546415910113,617.856864397981,1009.40328030809,0.729534048900569
TCGA.CC.5260.01A.01R.A131.07,0,0.254877900060787,0.260065118263385,-138.654541460241,196.968356715932,58.3138152556917,0.817610908926625
TCGA.DD.AADU.01A.11R.A41C.07,0.67281380870388,0.65012840639451,0.591830192480014,-1242.68255448322,-456.233085778652,-1698.91564026187,0.937435644442976
TCGA.G3.A3CJ.01A.11R.A213.07,0.867383718049502,0.73337413016252,0.611392279316644,-888.526733708694,-307.228434898261,-1195.75516860696,0.909188972816838
TCGA.BD.A3EP.01A.11R.A22L.07,0.58865679210656,0.664202434297569,0.285883347608525,-23.9445000007562,825.802210881705,801.857710880949,0.750028861526107
TCGA.DD.AACK.01A.11R.A41C.07,0.804524676822052,0.851981929350953,0.837601231793376,-1176.39766698068,-394.64234448811,-1571.04001146879,0.930735719730444
TCGA.DD.A3A5.01A.11R.A22L.07,0.889600496221492,0.78036949713987,0.708565874378091,-812.610590386016,-402.544189246657,-1215.15477963267,0.910370994970205
TCGA.CC.A123.01A.11R.A131.07,0.649765044811455,0.543486057434375,0.602067675428215,-1009.66717371273,-184.559748161555,-1194.22692187429,0.909095543039475
TCGA.DD.AACY.01A.11R.A41C.07,0.872878982271478,0.709115153912607,0.622345284846579,-935.504052802479,-230.581419423422,-1166.0854722259,0.907366935256104
TCGA.UB.AA0V.01A.11R.A38B.07,0.805692950967556,0.793379409937429,0.418868568508929,-65.5325363108058,102.426279271926,36.8937429611206,0.819417214504127
TCGA.CC.A7IH.01A.11R.A33J.07,0.686111727507838,0.754211482275116,0.28141248565079,-1067.871573568,-876.966172150768,-1944.83774571877,0.949390201592034
TCGA.BC.A8YO.01A.11R.A37K.07,0.51724055256776,0.632867197709849,0.471648056897513,-1014.36503809598,670.518184723022,-343.846853372954,0.850156185626349
TCGA.DD.AACI.01A.11R.A41C.07,0.673736879894564,0.585945280599012,0.510866714810991,-268.572802602932,1251.17596248336,982.603159880425,0.732218998109836
TCGA.G3.AAV1.01A.11R.A38B.07,0.767506610267027,0.754192609258277,0.579148078909625,-998.367542199162,-580.227025306321,-1578.59456750548,0.931140671568578
TCGA.RC.A7S9.01A.11R.A33R.07,0.811349117193471,0.596223832853701,0.784592895763181,-1128.11091687674,-70.6694538934266,-1198.78037077017,0.909373784436689
TCGA.2Y.A9H9.01A.21R.A39D.07,0.912327192900008,0.738919643469932,0.843323274336812,-902.942930740676,-234.225349287119,-1137.16828002779,0.905574548020712
TCGA.DD.AAEB.01A.11R.A41C.07,0.840067300486201,0.720737041611977,0.56491900804353,-888.191313313856,-187.469973511012,-1075.66128682487,0.901707912530305
TCGA.EP.A3RK.01A.11R.A22L.07,0.694261755944773,0.685255926162584,0.743855459755779,-163.316663529326,1161.56241351764,998.245749988312,0.730653231531136
TCGA.MI.A75H.01A.11R.A32O.07,0.822059580371723,0.642612931556967,0.615745232289077,-737.11537623544,405.91510231224,-331.2002739232,0.849177285120794
TCGA.DD.AAEI.01A.11R.A41C.07,0.817591364032528,0.852955916288841,0.950790009365682,-792.302493491735,123.611011544681,-668.691481947054,0.874287132640765
TCGA.G3.A25Z.01A.11R.A16W.07,0.831385699375503,0.748717275280731,0.82777410580366,-627.087112005531,-84.0067469917222,-711.093858997254,0.877291450374517
TCGA.FV.A3R3.01A.11R.A22L.07,0.768627423160837,0.663049325017107,0.222762752761392,279.844369080953,282.194380967921,562.038750048874,0.772842580002363
TCGA.2Y.A9GW.01A.11R.A38B.07,0.723637723930324,0.676397366000017,0.655605321202103,-200.439540042226,916.426290404269,715.986750362044,0.75830597760464
TCGA.ZS.A9CG.01A.11R.A37K.07,0.779357808043152,0.762588307934789,0.477846613737613,-928.360845388649,-400.227570632309,-1328.58841602096,0.917134441186052
TCGA.ZP.A9D0.01A.11R.A37K.07,0.935520664818214,0.768229504926311,0.561392709850574,-904.764038324919,-643.50194372391,-1548.26598204883,0.929508024646552
TCGA.DD.AADC.01A.11R.A41C.07,0.556482200154764,0.525329997281161,0.451259027309046,-1222.65830164674,-566.367857613237,-1789.02615925998,0.941958661423166
TCGA.DD.AAD6.01A.11R.A41C.07,0.636640619582681,0.648729089841463,0.722438666551461,-1401.23699822338,-462.878285280659,-1864.11528350404,0.945601843203224
TCGA.DD.AACD.01A.11R.A41C.07,0.825276491087947,0.618017112901942,0.847888148922876,-370.159937352865,523.864103843457,153.704166490592,0.809468961758359
TCGA.NI.A8LF.01A.11R.A36F.07,0.757381028343044,0.881438552665612,0.362382212696198,-536.742159893028,-365.346778903085,-902.088938796113,0.89040096772032
TCGA.ZP.A9D4.01A.11R.A37K.07,0.734082194429572,0.73292676978795,0.435653077404572,-1032.81373846382,-689.931044236688,-1722.74478270051,0.938647710926895
TCGA.DD.AAE7.01A.11R.A41C.07,0.828227239764605,0.708019711828521,0.546244740923679,-447.124821604139,308.894379699004,-138.230441905134,0.833879597829951
TCGA.DD.A39Z.01A.11R.A213.07,0.719717934969671,0.681150947030138,0.81065699388394,-1348.28486754498,-702.579916517396,-2050.86478406238,0.954163517837645
TCGA.EP.A2KA.01A.11R.A180.07,0.587153562129637,0.458650225568428,0.737567137892209,-857.780793409048,887.988581707233,30.2077882981849,0.819979367661994
TCGA.G3.A3CH.01A.11R.A22L.07,0.781060725575875,0.787851489399276,0.75482560735464,-557.078673461264,-14.1934208763151,-571.272094337579,0.867256610949637
TCGA.DD.A3A9.01A.11R.A266.07,0.495293905874404,0.546382270139302,0.430967549914189,-288.035406196972,281.06330871401,-6.97209748296217,0.823091019284914
TCGA.DD.AAC8.01A.11R.A41C.07,0.54398330366043,0.507817714144596,0.349370836645475,-1118.84898144041,-129.470185243369,-1248.31916668378,0.912374604966638
TCGA.BC.A216.01A.11R.A155.07,0.662791658149513,0.628827150824435,0.499197068231082,-899.220472138267,359.959149409175,-539.261322729093,0.864907689491305
TCGA.DD.AADV.01A.11R.A39D.07,0.850678678719504,0.709906412818757,0.524982667265553,-643.574947048094,-278.278399215238,-921.853346263331,0.891717771746598
TCGA.DD.AAE2.01A.11R.A41C.07,0.824973671721846,0.768003750542071,0.649252237128163,-407.1990469766,325.069141305921,-82.1299056706783,0.829306147418473
TCGA.G3.AAV7.01A.11R.A38B.07,0.421313631963726,0.493942106633702,0.584844390070364,-783.021254929921,469.543275454159,-313.477979475762,0.847800579059129
TCGA.CC.A9FU.01A.11R.A37K.07,0.562648596474407,0.513332907112716,0.414261727818816,-1525.49430884151,-694.50504819703,-2219.99935703854,0.961299072380863
TCGA.5C.A9VH.01A.11R.A37K.07,0.698699150089886,0.596960706925509,0.450343786580588,-441.873655045569,-333.569187191371,-775.442842236941,0.881785778892174
TCGA.WX.AA44.01A.11R.A39D.07,0.539815207342018,0.64838922625543,0.490964445428622,-998.655811632798,-68.0900018305015,-1066.7458134633,0.901141334815926
TCGA.BC.A10Y.01A.11R.A131.07,0.698177425443391,0.663210539990144,0.534809202962247,-1076.23712276146,-78.5230638948043,-1154.76018665626,0.906666900837244
TCGA.DD.A1EG.01A.11R.A213.07,0.659653029283436,0.638412535588735,0.624479277267253,-219.905616661145,738.325134564617,518.419517903472,0.776889911609838
TCGA.2Y.A9GY.01A.11R.A38B.07,0.662102570019581,0.402191584314835,0.653532870818634,-875.356897637185,1162.46414293887,287.107245301686,0.797816670017314
TCGA.DD.A4NO.01A.11R.A28V.07,0.762902919120946,0.772538138452041,0.536980988979484,-643.562406302153,-296.329170099473,-939.891576401626,0.892913018621301
TCGA.DD.AACW.01A.11R.A41C.07,0.717555765845418,0.622415721370515,0.434504140236407,-1193.31525323199,-452.191563591602,-1645.50681682359,0.934677371701126
TCGA.BC.A69H.01A.11R.A311.07,0.618171764758585,0.516692512896356,0.80121557164933,-847.373238104901,326.064066619604,-521.309171485297,0.86358201583551
TCGA.DD.A3A8.01A.11R.A22L.07,0.77308698653488,0.824793403453159,0.473308424808487,-1119.66506940952,-566.438138339254,-1686.10320774878,0.936779199312739
TCGA.5C.AAPD.01A.21R.A39D.07,0.633192691232527,0.48628839420143,0.739375783154392,-488.029340424096,1083.14431503464,595.114974610541,0.769752379989623
TCGA.KR.A7K7.01A.11R.A33J.07,0.689785435531119,0.602720341582319,0.891613843040551,-1015.33296426657,543.390016968813,-471.942947297759,0.859905684325658
TCGA.2Y.A9H4.01A.11R.A38B.07,0.903626698890434,0.717617050493756,0.79770408314012,-930.382521498416,19.7530620093334,-910.629459489082,0.890970900256884
TCGA.G3.A6UC.01A.21R.A33J.07,0.806779636189649,0.763781651239026,0.361423889743713,-1244.28385489254,-740.378267360756,-1984.6621222533,0.951210116350972
TCGA.CC.A5UC.01A.11R.A28V.07,0.784455518352092,0.624024707307699,0.713664310838085,-498.850506109619,-138.613987571865,-637.464493681483,0.872052956973399
TCGA.DD.AAVR.01A.11R.A41C.07,0.839397438173733,0.610972176192597,0.63170285813372,143.091224271905,1094.80389011115,1237.89511438306,0.706188586601473
TCGA.DD.AADO.01A.11R.A41C.07,0.742368662255329,0.602282805334095,0.485714357368196,-803.976004357274,838.90252336318,34.9265190059058,0.819582700104352
TCGA.DD.AAVV.01A.11R.A41C.07,0.637711657665526,0.580277745277413,0.571513204610908,-131.132408223138,810.182728650298,679.05032042716,0.761829305231626
TCGA.ZP.A9CV.01A.11R.A38B.07,0.75662343841741,0.803639000364952,0.655487967897575,-406.176589913187,400.910472287624,-5.2661176255628,0.822948778692823
TCGA.DD.AADI.01A.11R.A41C.07,0.565304815363831,0.426625335340365,0.322255354734276,-400.061790881925,913.395988304109,513.334197422184,0.777359697361907
TCGA.DD.AACJ.01A.11R.A41C.07,0.816801986548015,0.770461804300112,0.674637429352671,-1300.04592417488,-552.191863258357,-1852.23778743323,0.945033206979968
TCGA.DD.A116.01A.11R.A131.07,0.745961211730751,0.725091377151418,0.67689618055577,-743.913904317139,-103.6222861172,-847.536190434339,0.886727533200443
TCGA.RC.A6M6.01A.11R.A32O.07,0.5922243083946,0.393530782949249,0.80058774755229,-1474.31742503466,-511.454205145568,-1985.77163018023,0.951260354081689
TCGA.CC.5263.01A.01R.A131.07,0.255155774147122,0.511716154801449,0.650598838708679,-896.239597126692,231.703210000211,-664.536387126481,0.873990909448552
TCGA.G3.A5SL.01A.11R.A27V.07,0.734621084483619,0.801993580257246,0.516076984704691,-927.184673608722,-559.7522042992,-1486.93687790792,0.926150302076585
TCGA.NI.A4U2.01A.11R.A28V.07,0.807348710188425,0.779499153603837,0.764717536227548,-704.518034801522,-249.078883179372,-953.596917980893,0.89381697551995
TCGA.ED.A82E.01A.11R.A352.07,0.159006301114397,0.278378957429833,0.169694642271224,-654.61932059041,-145.141171769147,-799.760492359557,0.88346373581586
TCGA.UB.AA0U.01A.11R.A38B.07,0.653487098822187,0.746286642876393,0.606785093422712,-104.111286774872,290.406601413146,186.295314638274,0.806650721790951
TCGA.2Y.A9H3.01A.11R.A38B.07,0.753316337234687,0.557871019595217,0.411609392444176,-285.870634322853,1165.34780136719,879.477167044341,0.742444533803923
TCGA.CC.A7II.01A.11R.A33J.07,0.273548842306747,0,0.486561098238172,-994.238143806171,-737.393490517078,-1731.63163432325,0.939096800251421
TCGA.DD.AACG.01A.11R.A41C.07,0.75543015259835,0.622652853902297,0.592755412999966,-1156.7683631914,196.761110684178,-960.007252507225,0.894238537520809
TCGA.DD.AAC9.01A.11R.A41C.07,0.889463233466747,0.739668380336523,0.691822416791675,-130.325794637446,510.651926454346,380.326131816899,0.789492483845143
TCGA.DD.AAVX.01A.11R.A41C.07,0.831191445412459,0.682763349744363,0.638069842306202,-685.314128952441,293.614686906391,-391.69944204605,0.853833640928115
TCGA.2Y.A9HB.01A.11R.A39D.07,0.845720350556634,0.792541699560675,0.640986924711229,-377.86449106794,267.709357184688,-110.155133883252,0.831597880524107
TCGA.RC.A7SK.01A.11R.A352.07,0.792140666985147,0.697551324122131,0.663210367636271,-1149.36479460309,-627.145683912133,-1776.51047851522,0.941340285570432
TCGA.DD.AADD.01A.11R.A41C.07,0.727106546989309,0.690569748631015,0.430941934276731,-1511.83293825545,-678.010487671981,-2189.84342592743,0.960070115516506
TCGA.EP.A26S.01A.11R.A16W.07,0.780054426960437,0.785485846529975,0.460439103088582,-1063.22466544945,-799.254986100583,-1862.47965155004,0.945523707791127
TCGA.DD.A4NN.01A.11R.A28V.07,0.468176224708164,0.455668434326852,0.0896649691005733,-1089.71494749953,-704.446636133518,-1794.16158363305,0.942211473154866
TCGA.CC.A7IL.01A.11R.A33R.07,0.856794354139413,0.828839331436145,0.777794704505891,-1549.23035975878,-846.06011025709,-2395.29047001587,0.968069072442751
TCGA.DD.AAEG.01A.11R.A39D.07,0.81597411908839,0.72352947624508,0.641411080102417,-1033.32866495077,-497.203065950565,-1530.53173090134,0.928544817735729
TCGA.ED.A7XP.01A.11R.A352.07,0.736617756142703,0.581164558646203,0.488049478089051,-536.447197721033,-1.90342788688019,-538.350625607913,0.86484058374648
TCGA.DD.A4NA.01A.11R.A266.07,0.0128577951213162,0.29129731669559,0.0478166766249246,-594.822000890199,137.597548508969,-457.22445238123,0.858800842456578
TCGA.RC.A6M5.01A.11R.A32O.07,0.872152993787409,0.641014556469641,0.513789214339412,187.345470744202,-205.08870900325,-17.7432382590483,0.823987899601395
TCGA.FV.A2QQ.01A.11R.A22L.07,0.868523270603644,0.758232398379471,0.789903053656948,-642.297523931997,269.098038676305,-373.199485255692,0.852416910672923
TCGA.DD.A1EH.01A.11R.A131.07,0.507598608507129,0.538420268006881,0.319327303128343,-713.232859276453,-532.287630707207,-1245.52048998366,0.912206358979612
TCGA.2Y.A9H2.01A.12R.A38B.07,0.4916398631943,0.414959332434099,0.265220825639099,-1072.98712222488,203.830425064347,-869.156697160533,0.888190214713688
TCGA.CC.A8HS.01A.11R.A36F.07,0.506812203705299,0.458200796944697,0.504171467490042,-1157.66967509796,-826.803248111127,-1984.47292320908,0.951201547034598
TCGA.G3.A5SM.01A.12R.A28V.07,0.770654001077822,0.788039268186877,0.698865947398801,-175.962559304811,461.536914089532,285.574354784721,0.797952308706128
TCGA.CC.A7IF.01A.11R.A33J.07,0.794327531571474,0.709336491577137,0.798481848164257,-1183.35856464522,-745.650992169307,-1929.00955681452,0.948657863637821
TCGA.DD.A73E.01A.12R.A32O.07,0.646615421684984,0.641134842723573,0.321167209067929,-1184.33322329161,-1061.00556463677,-2245.33878792838,0.962317177973928
TCGA.DD.A39V.01A.11R.A213.07,0.721324642723256,0.52828158183976,0.679184244231391,-516.366866715839,871.733705236872,355.366838521033,0.791735834823989
TCGA.CC.A7IK.01A.12R.A33R.07,0.642097812708984,0.607105300424329,0.630470296510573,-1347.3663475244,-1051.35200121422,-2398.71834873862,0.968195087069072
TCGA.CC.A9FS.01A.11R.A37K.07,0.770801504516869,0.67898773490789,0.748818477740539,-947.626450118176,-456.257848735338,-1403.88429885351,0.921483641942729
TCGA.UB.A7MC.01A.11R.A33R.07,0.693726976965761,0.585212529502806,0.468196381172914,-1346.12203379087,-853.22277692544,-2199.34481071631,0.960459360265808
TCGA.RC.A6M4.01A.11R.A32O.07,0.809003646109333,0.820549931432871,0.764555244625887,-1366.86312349805,-974.2075327508,-2341.07065624885,0.966043282756485
TCGA.BC.A10W.01A.11R.A131.07,0.530443661459608,0.595915054288911,0.737548118201576,-738.706004710713,28.4061393476881,-710.299865363025,0.877235505761232
TCGA.DD.A39W.01A.11R.A213.07,0.583675715187471,0.685213509270472,0.361771920076178,-1103.08960326837,-686.790714569658,-1789.88031783803,0.942000747897677
TCGA.WX.AA47.01A.11R.A39D.07,0.827793333851475,0.49014385316558,0.608856367577846,-1389.86514945994,-621.460426098555,-2011.32557555849,0.952410433112836
TCGA.G3.A3CK.01A.11R.A213.07,0.793246527868181,0.746377194123482,0.728510182494004,-923.32856913895,176.176069852997,-747.152499285953,0.879819562665767
TCGA.ZP.A9D1.01A.11R.A38B.07,0.616073852424002,0.70947906953537,0.526894151420029,-470.474201217831,107.957945939464,-362.516255278367,0.851595923064261
TCGA.WQ.A9G7.01A.11R.A37K.07,0.608407844507077,0.5163899021143,0.562143258034077,-1275.04869751693,-616.497857776932,-1891.54655529386,0.946904130086379
TCGA.2Y.A9H0.01A.11R.A38B.07,0.752862385523955,0.680574921710261,0.81192180537847,-979.355445581393,221.172206304745,-758.183239276647,0.880588020152718
TCGA.DD.A115.01A.11R.A131.07,0.75940402729837,0.761017118234044,0.734121263624094,-523.568154605648,-40.8090077664401,-564.377162372088,0.866752283309389
TCGA.DD.AAE3.01A.11R.A41C.07,0.888791348719735,0.674706035043378,0.651459805482426,-358.072726393261,-86.1532585202545,-444.225984913516,0.857821780682117
TCGA.DD.A73G.01A.22R.A32O.07,0.789622886304377,0.647116857672238,0.537765485321745,-721.704637030804,-36.1823274909862,-757.88696452179,0.880567410308252
TCGA.DD.AACL.01A.11R.A41C.07,0.640062183531316,0.468946321071236,0.686325784431192,-423.446791307421,1167.09464236807,743.647851060649,0.755652810655279
TCGA.DD.A4NI.01A.11R.A27V.07,0.838442249116245,0.793393242525969,0.498616632125504,-334.516404227719,388.267554859121,53.7511506314018,0.817996346077739
TCGA.DD.A1EJ.01A.11R.A155.07,0.699825402303426,0.690502986925369,0.613792317677099,-1127.15703681238,-223.712464410561,-1350.86950122294,0.91843312475583
TCGA.DD.AAW3.01A.11R.A41C.07,0.756336562258063,0.6844133567687,0.364615137389448,-1073.5681964876,-791.707349305541,-1865.27554579314,0.945657236789019
TCGA.BW.A5NP.01A.11R.A27V.07,0.612721579689073,0.534183774277101,0.186552918655263,-1478.66878641516,-911.017191895599,-2389.68597831076,0.967862513896014
TCGA.DD.AA3A.01A.11R.A37K.07,0.205867784558384,0.118638360616028,0.473451332682664,-1369.35875813644,-328.970797523631,-1698.32955566007,0.937405688742784
TCGA.DD.AADB.01A.11R.A41C.07,0.652857606435201,0.587982123699009,0.549796613452182,-938.743881115901,619.303387108349,-319.440494007552,0.848264400949646
TCGA.DD.AAED.01A.12R.A41C.07,0.587344172758778,0.565509601095896,0.43048295761313,-1385.60523253675,-380.902644343527,-1766.50787688027,0.940843791775933
TCGA.DD.A11A.01A.11R.A131.07,0.804138034260664,0.837362621956196,0.589337922437847,-1186.39369460725,-560.513679500419,-1746.90737410766,0.939865011758173
TCGA.BC.A10S.01A.22R.A131.07,0.717451176018092,0.72031897824427,0.585871000155124,-202.542250694729,490.461116605111,287.918865910381,0.797744836950497
TCGA.KR.A7K0.01A.12R.A33R.07,0.808101073256541,0.742794995691101,0.499737938133401,-790.025140209319,-215.33119726844,-1005.35633747776,0.897198188698791
TCGA.CC.A8HV.01A.11R.A36F.07,0.402292938401268,0.475831370159868,0.595195032269721,-1195.44407246605,-668.951467852693,-1864.39554031875,0.945615225819609
TCGA.CC.A3MA.01A.11R.A213.07,0.279676266140139,0.248906884196711,0.186216222132258,-578.070009823328,-387.501623419183,-965.571633242511,0.894603825253392
TCGA.DD.A4NK.01A.11R.A28V.07,0.802519934959414,0.816518009995165,0.512681612694126,-911.059632737622,-552.347703938093,-1463.40733667571,0.924842139864101
TCGA.DD.A3A7.01A.11R.A22L.07,0.766851111114119,0.513944960855087,0.849787703141656,-1193.19477450968,-129.882798631232,-1323.07757314091,0.91681172032837
TCGA.CC.5258.01A.01R.A131.07,0.681695818719799,0.58855485789803,0.633788510140428,-809.388206492002,86.6215121710081,-722.766694320994,0.8781125399294
TCGA.BC.A69I.01A.11R.A311.07,0.805157402070904,0.772696788585056,0.495733754359581,-523.652926144323,-64.7269976782932,-588.379923822616,0.868504119988359
TCGA.DD.AADM.01A.11R.A41C.07,0.878904062688715,0.749856094845345,0.824273023042721,-819.063476815534,49.565119481831,-769.498357333703,0.881373890110072
TCGA.DD.AACF.01A.11R.A41C.07,0.743824727695797,0.636909964527227,0.86334462225567,-1105.65516257475,134.649125690692,-971.006036884062,0.894960004238085
TCGA.EP.A2KC.01A.11R.A213.07,0.691952517675274,0.756477056274868,0.523743048766675,-963.028726778576,-332.908895429646,-1295.93762220822,0.915213627209191
TCGA.CC.5259.01A.31R.A213.07,0.689760174269341,0.680941088383162,0.781363888676491,-1223.26537543034,162.16752876012,-1061.09784667022,0.90078160830553
TCGA.DD.AACB.01A.11R.A41C.07,0.695079538889804,0.560944760618793,0.345008892582331,-748.680939159887,807.381548951093,58.7006097912058,0.817578217079207
TCGA.BC.A217.01A.11R.A155.07,0.716813550968281,0.518675308001675,0.471990223532632,-1017.27476105213,148.425810001919,-868.848951050213,0.888169457643754
TCGA.G3.AAV0.01A.11R.A37K.07,0.838607610802547,0.775938849267403,0.43678173638023,-873.795313689664,-387.982864756251,-1261.77817844591,0.91318155917346
TCGA.BC.A10Z.01A.11R.A131.07,0.774247171575277,0.974725190626392,0.596896102726279,-1469.94694867956,-979.985747814969,-2449.93269649453,0.970048605552307
TCGA.DD.A73C.01A.12R.A33J.07,0.716262844658404,0.836992452783453,0.377812736345092,-324.70869039096,-322.719517285967,-647.428207676927,0.872767816587023
TCGA.ZS.A9CF.01A.11R.A38B.07,0.783071627412375,0.805545520789563,0.695517138993232,-1036.55256797473,-111.282754165763,-1147.8353221405,0.906237629049826
TCGA.G3.A7M5.01A.11R.A33R.07,0.9361970963011,0.822258305664844,0.675817940450873,-986.64505474687,-220.349941034373,-1206.99499578124,0.909874716685622
TCGA.ZS.A9CE.01A.11R.A37K.07,0.774963935340694,0.804920495155105,0.69877174679059,-1201.83056658258,-721.497306925507,-1923.32787350809,0.948393734511373
TCGA.ES.A2HT.01A.12R.A180.07,0.920842000186964,0.715277851207333,0.794458450440879,-384.249482014958,174.116408221304,-210.133073793654,0.839658547178181
TCGA.DD.AAVQ.01A.11R.A41C.07,0.594967152380187,0.543959700476286,0.434391192631169,-480.081916707935,1417.91476163903,937.832844931095,0.736678980091547
TCGA.DD.AACU.01A.11R.A41C.07,0.714260647322065,0.797413641820829,0.496940102812947,-941.726829403339,-118.81030799551,-1060.53713739885,0.900745862198986
TCGA.DD.AADR.01A.11R.A41C.07,0.864978642392403,0.689007923569508,0.972068652430875,-890.796851306958,5.77546965678714,-885.021381650171,0.889257810744862
TCGA.DD.AACS.01A.11R.A41C.07,0.704671634222089,0.742042826251169,0.644613195172298,-1392.0238325534,-715.377946908177,-2107.40177946158,0.95661439674739
TCGA.ED.A8O6.01A.11R.A36F.07,0.637895284806543,0.639704271770102,0.439255794308311,-1108.76219527068,-559.266534860453,-1668.02873013113,0.93584751960145
TCGA.EP.A12J.01A.11R.A131.07,0.725731400292225,0.797591267875563,0.421379532596069,-942.854314162166,-448.421093566239,-1391.2754077284,0.920763166406323
TCGA.DD.AAVS.01A.11R.A41C.07,0.720346839800876,0.628947593643215,0.47502899990611,-859.907925561914,-395.003538441769,-1254.91146400368,0.912770300682344
TCGA.ED.A7PY.01A.11R.A33R.07,0.712036693166758,0.637975840847416,0.429310469193079,-1312.68377821572,-706.86872869453,-2019.55250691026,0.952777842985396
TCGA.DD.AADP.01A.11R.A39D.07,0.775605564512346,0.687606963408926,0.600564559141876,-710.788349534681,-166.909241150842,-877.697590685523,0.88876556341749
TCGA.4R.AA8I.01A.11R.A38B.07,0.847062781029893,0.649874308041216,0.455504093092786,-929.215289916832,-278.761099601615,-1207.97638951845,0.909934474151181
TCGA.G3.AAV6.01A.21R.A37K.07,0.581037003680164,0.464175047281445,0.65367257954159,-1101.95555775728,-846.030519176263,-1947.98607693354,0.949535257493112
TCGA.DD.A4NS.01A.11R.A311.07,0.663096296125437,0.683750479556944,0.159284524618933,470.889920128194,696.612340514173,1167.50226064237,0.713466664287208
TCGA.DD.A73A.01A.12R.A32O.07,0.848574463853788,0.782448376404332,0.958134968415607,-1134.46807582137,208.822429604767,-925.645646216598,0.891969575925501
TCGA.DD.AAEA.01A.11R.A41C.07,0.79237771776439,0.726259946437768,0.641002762410308,-1113.75139362909,41.5718016858898,-1072.1795919432,0.901486834794145
TCGA.2Y.A9H6.01A.11R.A39D.07,0.764469384772112,0.688918573572763,0.500650050679021,-144.830883205701,432.216761844205,287.385878638504,0.797792010649466
TCGA.DD.AAVY.01A.11R.A41C.07,0.841645756479937,0.774628709911114,0.457855514216562,-1232.76261067168,-757.723463801747,-1990.48607447342,0.951473539368819
TCGA.DD.A4NQ.01A.21R.A28V.07,0.720446698357619,0.707704386829703,0.800253179183688,-1101.33764521565,130.040495041577,-971.297150174073,0.894979068172121
TCGA.DD.AACZ.01A.11R.A41C.07,0.616256284874444,0.556621728511203,0.742930141985611,-505.527506439728,1484.50589633283,978.9783898931,0.732581273819477
TCGA.DD.AAE4.01A.11R.A41C.07,0.942512197153536,0.677335310092742,0.841036073550001,-130.70569540578,1182.50096167979,1051.79526627401,0.725264003689411
TCGA.5R.AA1D.01A.11R.A38B.07,0.791724321808497,0.532639883166997,0.594194642654157,967.337978653231,496.361149443481,1463.69912809671,0.682337264512858
TCGA.G3.AAUZ.01A.11R.A38B.07,0.905584398072996,0.723364465030915,1,-551.449288432512,477.139739419108,-74.309549013404,0.828664139884436
TCGA.2Y.A9GV.01A.11R.A38B.07,0.722068163050372,0.844340111603601,0.459914125210741,-255.081813244929,278.473481783859,23.39166853893,0.820551652053746
TCGA.DD.A4NL.01A.11R.A28V.07,0.8340502703743,0.881731006027199,0.47973068615912,-376.971374636279,-76.0071081923018,-452.978482828581,0.858481374075443
TCGA.FV.A2QR.01A.11R.A213.07,0.616132365663538,0.76233459066471,0.542107301248141,-467.075925591014,-212.827416466903,-679.903342057917,0.875084820499022
TCGA.DD.AADY.01A.11R.A41C.07,0.615390832985161,0.655611761556392,0.474353874098993,-764.153215071523,-788.866720502152,-1553.01993557367,0.929765157571489
TCGA.BW.A5NO.01A.11R.A27V.07,0.758501188903582,0.760228398727655,0.568725863325087,-802.94226635092,4.41751196875097,-798.524754382169,0.883378739211544
TCGA.2Y.A9H8.01A.11R.A39D.07,0.746306194993154,0.646495648942291,0.410321697357645,-1055.86336550773,211.311172606551,-844.552192901182,0.88652495656385
TCGA.BC.A10X.01A.11R.A131.07,0.807887342046729,0.818873668796689,0.384770991520338,140.448966510994,300.086976679696,440.53594319069,0.784037244803083
TCGA.DD.A3A2.01A.11R.A213.07,0.821474862206095,0.885991512340631,0.643612887325075,-741.168557523947,-380.118873255143,-1121.28743077909,0.90458325537057
TCGA.CC.A5UD.01A.11R.A28V.07,0.447696494844203,0.504855479370106,0.696553351759892,-1217.62631484182,-648.454089372467,-1866.08040421429,0.945695646464476
TCGA.DD.A3A6.11A.11R.A22L.07,0.880059900915835,0.713420688584977,0.635599775091172,-944.048878127765,-805.948608106094,-1749.99748623386,0.940019837868698
TCGA.BC.A10R.11A.11R.A131.07,0.830105926099947,0.926846973116654,0.681348979023401,-222.333886574295,747.836136305559,525.502249731264,0.776234882212751
TCGA.FV.A23B.11A.11R.A16W.07,0.846665886255327,0.85419333524191,0.486566914730437,190.621668341011,1039.43340045125,1230.05506879226,0.707002932200181
