,amino_acid,lipid,nucleotide,StromalScore,ImmuneScore,ESTIMATEScore,TumourPurity
amino_acid,0,0,5.63623221905606e-17,1.01963799805661e-05,0.0111702691086202,0.000555592625840823,0.000555592625840823
lipid,0,0,0.000451962941082142,1.16101449449638e-05,0.621209655655158,0.035951176087745,0.035951176087745
nucleotide,5.63623221905606e-17,0.000451962941082142,0,0.0258002741210985,0.0516065863653733,0.956163612361919,0.95616361236192
StromalScore,1.01963799805661e-05,1.16101449449638e-05,0.0258002741210985,0,0,0,0
ImmuneScore,0.0111702691086202,0.621209655655158,0.0516065863653733,0,0,0,0
ESTIMATEScore,0.000555592625840823,0.035951176087745,0.956163612361919,0,0,0,0
TumourPurity,0.000555592625840823,0.035951176087745,0.95616361236192,0,0,0,0
