,StromalScore,ImmuneScore,ESTIMATEScore,sample_name,TumourPurity
TCGA.BC.A69H.01A.11R.A311.07,-847.373238104901,326.064066619604,-521.309171485297,TCGA-BC-A69H,0.86358201583551
TCGA.DD.A3A8.01A.11R.A22L.07,-1119.66506940952,-566.438138339254,-1686.10320774878,TCGA-DD-A3A8,0.936779199312739
TCGA.5C.AAPD.01A.21R.A39D.07,-488.029340424096,1083.14431503464,595.114974610541,TCGA-5C-AAPD,0.769752379989623
TCGA.KR.A7K7.01A.11R.A33J.07,-1015.33296426657,543.390016968813,-471.942947297759,TCGA-KR-A7K7,0.859905684325658
TCGA.2Y.A9H4.01A.11R.A38B.07,-930.382521498416,19.7530620093334,-910.629459489082,TCGA-2Y-A9H4,0.890970900256884
TCGA.G3.A6UC.01A.21R.A33J.07,-1244.28385489254,-740.378267360756,-1984.6621222533,TCGA-G3-A6UC,0.951210116350972
TCGA.CC.A5UC.01A.11R.A28V.07,-498.850506109619,-138.613987571865,-637.464493681483,TCGA-CC-A5UC,0.872052956973399
TCGA.DD.AAVR.01A.11R.A41C.07,143.091224271905,1094.80389011115,1237.89511438306,TCGA-DD-AAVR,0.706188586601473
TCGA.DD.AADO.01A.11R.A41C.07,-803.976004357274,838.90252336318,34.9265190059058,TCGA-DD-AADO,0.819582700104352
TCGA.DD.AAVV.01A.11R.A41C.07,-131.132408223138,810.182728650298,679.05032042716,TCGA-DD-AAVV,0.761829305231626
TCGA.ZP.A9CV.01A.11R.A38B.07,-406.176589913187,400.910472287624,-5.2661176255628,TCGA-ZP-A9CV,0.822948778692823
TCGA.DD.AADI.01A.11R.A41C.07,-400.061790881925,913.395988304109,513.334197422184,TCGA-DD-AADI,0.777359697361907
TCGA.DD.AACJ.01A.11R.A41C.07,-1300.04592417488,-552.191863258357,-1852.23778743323,TCGA-DD-AACJ,0.945033206979968
TCGA.DD.A116.01A.11R.A131.07,-743.913904317139,-103.6222861172,-847.536190434339,TCGA-DD-A116,0.886727533200443
TCGA.RC.A6M6.01A.11R.A32O.07,-1474.31742503466,-511.454205145568,-1985.77163018023,TCGA-RC-A6M6,0.951260354081689
TCGA.CC.5263.01A.01R.A131.07,-896.239597126692,231.703210000211,-664.536387126481,TCGA-CC-5263,0.873990909448552
TCGA.G3.A5SL.01A.11R.A27V.07,-927.184673608722,-559.7522042992,-1486.93687790792,TCGA-G3-A5SL,0.926150302076585
TCGA.NI.A4U2.01A.11R.A28V.07,-704.518034801522,-249.078883179372,-953.596917980893,TCGA-NI-A4U2,0.89381697551995
TCGA.ED.A82E.01A.11R.A352.07,-654.61932059041,-145.141171769147,-799.760492359557,TCGA-ED-A82E,0.88346373581586
TCGA.UB.AA0U.01A.11R.A38B.07,-104.111286774872,290.406601413146,186.295314638274,TCGA-UB-AA0U,0.806650721790951
TCGA.2Y.A9H3.01A.11R.A38B.07,-285.870634322853,1165.34780136719,879.477167044341,TCGA-2Y-A9H3,0.742444533803923
TCGA.CC.A7II.01A.11R.A33J.07,-994.238143806171,-737.393490517078,-1731.63163432325,TCGA-CC-A7II,0.939096800251421
TCGA.DD.AACG.01A.11R.A41C.07,-1156.7683631914,196.761110684178,-960.007252507225,TCGA-DD-AACG,0.894238537520809
TCGA.DD.AAC9.01A.11R.A41C.07,-130.325794637446,510.651926454346,380.326131816899,TCGA-DD-AAC9,0.789492483845143
TCGA.DD.AAVX.01A.11R.A41C.07,-685.314128952441,293.614686906391,-391.69944204605,TCGA-DD-AAVX,0.853833640928115
TCGA.2Y.A9HB.01A.11R.A39D.07,-377.86449106794,267.709357184688,-110.155133883252,TCGA-2Y-A9HB,0.831597880524107
TCGA.RC.A7SK.01A.11R.A352.07,-1149.36479460309,-627.145683912133,-1776.51047851522,TCGA-RC-A7SK,0.941340285570432
TCGA.DD.AADD.01A.11R.A41C.07,-1511.83293825545,-678.010487671981,-2189.84342592743,TCGA-DD-AADD,0.960070115516506
TCGA.EP.A26S.01A.11R.A16W.07,-1063.22466544945,-799.254986100583,-1862.47965155004,TCGA-EP-A26S,0.945523707791127
TCGA.DD.A4NN.01A.11R.A28V.07,-1089.71494749953,-704.446636133518,-1794.16158363305,TCGA-DD-A4NN,0.942211473154866
TCGA.CC.A7IL.01A.11R.A33R.07,-1549.23035975878,-846.06011025709,-2395.29047001587,TCGA-CC-A7IL,0.968069072442751
TCGA.DD.AAEG.01A.11R.A39D.07,-1033.32866495077,-497.203065950565,-1530.53173090134,TCGA-DD-AAEG,0.928544817735729
TCGA.ED.A7XP.01A.11R.A352.07,-536.447197721033,-1.90342788688019,-538.350625607913,TCGA-ED-A7XP,0.86484058374648
TCGA.DD.A4NA.01A.11R.A266.07,-594.822000890199,137.597548508969,-457.22445238123,TCGA-DD-A4NA,0.858800842456578
TCGA.RC.A6M5.01A.11R.A32O.07,187.345470744202,-205.08870900325,-17.7432382590483,TCGA-RC-A6M5,0.823987899601395
TCGA.FV.A2QQ.01A.11R.A22L.07,-642.297523931997,269.098038676305,-373.199485255692,TCGA-FV-A2QQ,0.852416910672923
TCGA.DD.A1EH.01A.11R.A131.07,-713.232859276453,-532.287630707207,-1245.52048998366,TCGA-DD-A1EH,0.912206358979612
TCGA.2Y.A9H2.01A.12R.A38B.07,-1072.98712222488,203.830425064347,-869.156697160533,TCGA-2Y-A9H2,0.888190214713688
TCGA.CC.A8HS.01A.11R.A36F.07,-1157.66967509796,-826.803248111127,-1984.47292320908,TCGA-CC-A8HS,0.951201547034598
TCGA.G3.A5SM.01A.12R.A28V.07,-175.962559304811,461.536914089532,285.574354784721,TCGA-G3-A5SM,0.797952308706128
TCGA.CC.A7IF.01A.11R.A33J.07,-1183.35856464522,-745.650992169307,-1929.00955681452,TCGA-CC-A7IF,0.948657863637821
TCGA.DD.A73E.01A.12R.A32O.07,-1184.33322329161,-1061.00556463677,-2245.33878792838,TCGA-DD-A73E,0.962317177973928
TCGA.DD.A39V.01A.11R.A213.07,-516.366866715839,871.733705236872,355.366838521033,TCGA-DD-A39V,0.791735834823989
TCGA.CC.A7IK.01A.12R.A33R.07,-1347.3663475244,-1051.35200121422,-2398.71834873862,TCGA-CC-A7IK,0.968195087069072
TCGA.CC.A9FS.01A.11R.A37K.07,-947.626450118176,-456.257848735338,-1403.88429885351,TCGA-CC-A9FS,0.921483641942729
TCGA.UB.A7MC.01A.11R.A33R.07,-1346.12203379087,-853.22277692544,-2199.34481071631,TCGA-UB-A7MC,0.960459360265808
TCGA.RC.A6M4.01A.11R.A32O.07,-1366.86312349805,-974.2075327508,-2341.07065624885,TCGA-RC-A6M4,0.966043282756485
TCGA.BC.A10W.01A.11R.A131.07,-738.706004710713,28.4061393476881,-710.299865363025,TCGA-BC-A10W,0.877235505761232
TCGA.DD.A39W.01A.11R.A213.07,-1103.08960326837,-686.790714569658,-1789.88031783803,TCGA-DD-A39W,0.942000747897677
TCGA.WX.AA47.01A.11R.A39D.07,-1389.86514945994,-621.460426098555,-2011.32557555849,TCGA-WX-AA47,0.952410433112836
TCGA.G3.A3CK.01A.11R.A213.07,-923.32856913895,176.176069852997,-747.152499285953,TCGA-G3-A3CK,0.879819562665767
TCGA.ZP.A9D1.01A.11R.A38B.07,-470.474201217831,107.957945939464,-362.516255278367,TCGA-ZP-A9D1,0.851595923064261
TCGA.WQ.A9G7.01A.11R.A37K.07,-1275.04869751693,-616.497857776932,-1891.54655529386,TCGA-WQ-A9G7,0.946904130086379
TCGA.2Y.A9H0.01A.11R.A38B.07,-979.355445581393,221.172206304745,-758.183239276647,TCGA-2Y-A9H0,0.880588020152718
TCGA.DD.A115.01A.11R.A131.07,-523.568154605648,-40.8090077664401,-564.377162372088,TCGA-DD-A115,0.866752283309389
TCGA.DD.AAE3.01A.11R.A41C.07,-358.072726393261,-86.1532585202545,-444.225984913516,TCGA-DD-AAE3,0.857821780682117
TCGA.DD.A73G.01A.22R.A32O.07,-721.704637030804,-36.1823274909862,-757.88696452179,TCGA-DD-A73G,0.880567410308252
TCGA.DD.AACL.01A.11R.A41C.07,-423.446791307421,1167.09464236807,743.647851060649,TCGA-DD-AACL,0.755652810655279
TCGA.DD.A4NI.01A.11R.A27V.07,-334.516404227719,388.267554859121,53.7511506314018,TCGA-DD-A4NI,0.817996346077739
TCGA.DD.A1EJ.01A.11R.A155.07,-1127.15703681238,-223.712464410561,-1350.86950122294,TCGA-DD-A1EJ,0.91843312475583
TCGA.DD.AAW3.01A.11R.A41C.07,-1073.5681964876,-791.707349305541,-1865.27554579314,TCGA-DD-AAW3,0.945657236789019
TCGA.BW.A5NP.01A.11R.A27V.07,-1478.66878641516,-911.017191895599,-2389.68597831076,TCGA-BW-A5NP,0.967862513896014
TCGA.DD.AA3A.01A.11R.A37K.07,-1369.35875813644,-328.970797523631,-1698.32955566007,TCGA-DD-AA3A,0.937405688742784
TCGA.DD.AADB.01A.11R.A41C.07,-938.743881115901,619.303387108349,-319.440494007552,TCGA-DD-AADB,0.848264400949646
TCGA.DD.AAED.01A.12R.A41C.07,-1385.60523253675,-380.902644343527,-1766.50787688027,TCGA-DD-AAED,0.940843791775933
TCGA.DD.A11A.01A.11R.A131.07,-1186.39369460725,-560.513679500419,-1746.90737410766,TCGA-DD-A11A,0.939865011758173
TCGA.BC.A10S.01A.22R.A131.07,-202.542250694729,490.461116605111,287.918865910381,TCGA-BC-A10S,0.797744836950497
TCGA.KR.A7K0.01A.12R.A33R.07,-790.025140209319,-215.33119726844,-1005.35633747776,TCGA-KR-A7K0,0.897198188698791
TCGA.CC.A8HV.01A.11R.A36F.07,-1195.44407246605,-668.951467852693,-1864.39554031875,TCGA-CC-A8HV,0.945615225819609
TCGA.CC.A3MA.01A.11R.A213.07,-578.070009823328,-387.501623419183,-965.571633242511,TCGA-CC-A3MA,0.894603825253392
TCGA.DD.A4NK.01A.11R.A28V.07,-911.059632737622,-552.347703938093,-1463.40733667571,TCGA-DD-A4NK,0.924842139864101
TCGA.DD.A3A7.01A.11R.A22L.07,-1193.19477450968,-129.882798631232,-1323.07757314091,TCGA-DD-A3A7,0.91681172032837
TCGA.CC.5258.01A.01R.A131.07,-809.388206492002,86.6215121710081,-722.766694320994,TCGA-CC-5258,0.8781125399294
TCGA.BC.A69I.01A.11R.A311.07,-523.652926144323,-64.7269976782932,-588.379923822616,TCGA-BC-A69I,0.868504119988359
TCGA.DD.AADM.01A.11R.A41C.07,-819.063476815534,49.565119481831,-769.498357333703,TCGA-DD-AADM,0.881373890110072
TCGA.DD.AACF.01A.11R.A41C.07,-1105.65516257475,134.649125690692,-971.006036884062,TCGA-DD-AACF,0.894960004238085
TCGA.EP.A2KC.01A.11R.A213.07,-963.028726778576,-332.908895429646,-1295.93762220822,TCGA-EP-A2KC,0.915213627209191
TCGA.CC.5259.01A.31R.A213.07,-1223.26537543034,162.16752876012,-1061.09784667022,TCGA-CC-5259,0.90078160830553
TCGA.DD.AACB.01A.11R.A41C.07,-748.680939159887,807.381548951093,58.7006097912058,TCGA-DD-AACB,0.817578217079207
TCGA.BC.A217.01A.11R.A155.07,-1017.27476105213,148.425810001919,-868.848951050213,TCGA-BC-A217,0.888169457643754
TCGA.G3.AAV0.01A.11R.A37K.07,-873.795313689664,-387.982864756251,-1261.77817844591,TCGA-G3-AAV0,0.91318155917346
TCGA.BC.A10Z.01A.11R.A131.07,-1469.94694867956,-979.985747814969,-2449.93269649453,TCGA-BC-A10Z,0.970048605552307
TCGA.DD.A73C.01A.12R.A33J.07,-324.70869039096,-322.719517285967,-647.428207676927,TCGA-DD-A73C,0.872767816587023
TCGA.ZS.A9CF.01A.11R.A38B.07,-1036.55256797473,-111.282754165763,-1147.8353221405,TCGA-ZS-A9CF,0.906237629049826
TCGA.G3.A7M5.01A.11R.A33R.07,-986.64505474687,-220.349941034373,-1206.99499578124,TCGA-G3-A7M5,0.909874716685622
TCGA.ZS.A9CE.01A.11R.A37K.07,-1201.83056658258,-721.497306925507,-1923.32787350809,TCGA-ZS-A9CE,0.948393734511373
TCGA.ES.A2HT.01A.12R.A180.07,-384.249482014958,174.116408221304,-210.133073793654,TCGA-ES-A2HT,0.839658547178181
TCGA.DD.AAVQ.01A.11R.A41C.07,-480.081916707935,1417.91476163903,937.832844931095,TCGA-DD-AAVQ,0.736678980091547
TCGA.DD.AACU.01A.11R.A41C.07,-941.726829403339,-118.81030799551,-1060.53713739885,TCGA-DD-AACU,0.900745862198986
TCGA.DD.AADR.01A.11R.A41C.07,-890.796851306958,5.77546965678714,-885.021381650171,TCGA-DD-AADR,0.889257810744862
TCGA.DD.AACS.01A.11R.A41C.07,-1392.0238325534,-715.377946908177,-2107.40177946158,TCGA-DD-AACS,0.95661439674739
TCGA.ED.A8O6.01A.11R.A36F.07,-1108.76219527068,-559.266534860453,-1668.02873013113,TCGA-ED-A8O6,0.93584751960145
TCGA.EP.A12J.01A.11R.A131.07,-942.854314162166,-448.421093566239,-1391.2754077284,TCGA-EP-A12J,0.920763166406323
TCGA.DD.AAVS.01A.11R.A41C.07,-859.907925561914,-395.003538441769,-1254.91146400368,TCGA-DD-AAVS,0.912770300682344
TCGA.ED.A7PY.01A.11R.A33R.07,-1312.68377821572,-706.86872869453,-2019.55250691026,TCGA-ED-A7PY,0.952777842985396
TCGA.DD.AADP.01A.11R.A39D.07,-710.788349534681,-166.909241150842,-877.697590685523,TCGA-DD-AADP,0.88876556341749
TCGA.4R.AA8I.01A.11R.A38B.07,-929.215289916832,-278.761099601615,-1207.97638951845,TCGA-4R-AA8I,0.909934474151181
TCGA.G3.AAV6.01A.21R.A37K.07,-1101.95555775728,-846.030519176263,-1947.98607693354,TCGA-G3-AAV6,0.949535257493112
TCGA.DD.A4NS.01A.11R.A311.07,470.889920128194,696.612340514173,1167.50226064237,TCGA-DD-A4NS,0.713466664287208
TCGA.DD.A73A.01A.12R.A32O.07,-1134.46807582137,208.822429604767,-925.645646216598,TCGA-DD-A73A,0.891969575925501
TCGA.DD.AAEA.01A.11R.A41C.07,-1113.75139362909,41.5718016858898,-1072.1795919432,TCGA-DD-AAEA,0.901486834794145
TCGA.2Y.A9H6.01A.11R.A39D.07,-144.830883205701,432.216761844205,287.385878638504,TCGA-2Y-A9H6,0.797792010649466
TCGA.DD.AAVY.01A.11R.A41C.07,-1232.76261067168,-757.723463801747,-1990.48607447342,TCGA-DD-AAVY,0.951473539368819
TCGA.DD.A4NQ.01A.21R.A28V.07,-1101.33764521565,130.040495041577,-971.297150174073,TCGA-DD-A4NQ,0.894979068172121
TCGA.DD.AACZ.01A.11R.A41C.07,-505.527506439728,1484.50589633283,978.9783898931,TCGA-DD-AACZ,0.732581273819477
TCGA.DD.AAE4.01A.11R.A41C.07,-130.70569540578,1182.50096167979,1051.79526627401,TCGA-DD-AAE4,0.725264003689411
TCGA.5R.AA1D.01A.11R.A38B.07,967.337978653231,496.361149443481,1463.69912809671,TCGA-5R-AA1D,0.682337264512858
TCGA.G3.AAUZ.01A.11R.A38B.07,-551.449288432512,477.139739419108,-74.309549013404,TCGA-G3-AAUZ,0.828664139884436
TCGA.2Y.A9GV.01A.11R.A38B.07,-255.081813244929,278.473481783859,23.39166853893,TCGA-2Y-A9GV,0.820551652053746
TCGA.DD.A4NL.01A.11R.A28V.07,-376.971374636279,-76.0071081923018,-452.978482828581,TCGA-DD-A4NL,0.858481374075443
TCGA.FV.A2QR.01A.11R.A213.07,-467.075925591014,-212.827416466903,-679.903342057917,TCGA-FV-A2QR,0.875084820499022
TCGA.DD.AADY.01A.11R.A41C.07,-764.153215071523,-788.866720502152,-1553.01993557367,TCGA-DD-AADY,0.929765157571489
TCGA.BW.A5NO.01A.11R.A27V.07,-802.94226635092,4.41751196875097,-798.524754382169,TCGA-BW-A5NO,0.883378739211544
TCGA.2Y.A9H8.01A.11R.A39D.07,-1055.86336550773,211.311172606551,-844.552192901182,TCGA-2Y-A9H8,0.88652495656385
TCGA.BC.A10X.01A.11R.A131.07,140.448966510994,300.086976679696,440.53594319069,TCGA-BC-A10X,0.784037244803083
TCGA.DD.A3A2.01A.11R.A213.07,-741.168557523947,-380.118873255143,-1121.28743077909,TCGA-DD-A3A2,0.90458325537057
TCGA.CC.A5UD.01A.11R.A28V.07,-1217.62631484182,-648.454089372467,-1866.08040421429,TCGA-CC-A5UD,0.945695646464476
TCGA.DD.A3A6.11A.11R.A22L.07,-944.048878127765,-805.948608106094,-1749.99748623386,TCGA-DD-A3A6,0.940019837868698
TCGA.BC.A10R.11A.11R.A131.07,-222.333886574295,747.836136305559,525.502249731264,TCGA-BC-A10R,0.776234882212751
TCGA.FV.A23B.11A.11R.A16W.07,190.621668341011,1039.43340045125,1230.05506879226,TCGA-FV-A23B,0.707002932200181
TCGA.BC.A10U.11A.11R.A131.07,-523.737069453592,62.4852941543311,-461.251775299261,TCGA-BC-A10U,0.859103551506112
TCGA.DD.A114.11A.12R.A131.07,0.657542703839168,1306.38056677264,1307.03810947648,TCGA-DD-A114,0.698966328748035
TCGA.FV.A3I0.11A.11R.A22L.07,-712.845381817143,-176.264804972217,-889.11018678936,TCGA-FV-A3I0,0.889532180880898
TCGA.FV.A3I1.11A.11R.A22L.07,-339.145528428043,173.163006035605,-165.982522392439,TCGA-FV-A3I1,0.836121127440597
TCGA.DD.A11C.11A.11R.A131.07,-315.585991802558,261.707469367217,-53.8785224353409,TCGA-DD-A11C,0.826981716024222
TCGA.DD.A11D.11A.12R.A131.07,-44.5555492843189,936.298589940135,891.743040655816,TCGA-DD-A11D,0.741237170579349
TCGA.BD.A2L6.11A.21R.A213.07,452.318727732621,2293.52270489738,2745.84143263,TCGA-BD-A2L6,0.533515368149422
TCGA.BC.A110.11A.11R.A131.07,-402.925581900266,418.948848922837,16.0232670225706,TCGA-BC-A110,0.821169382298054
TCGA.DD.A1EC.11A.11R.A131.07,27.6863528744628,401.822369208922,429.508722083385,TCGA-DD-A1EC,0.785040946866025
TCGA.DD.A1EB.11A.11R.A131.07,-411.550805372719,398.139768965945,-13.4110364067745,TCGA-DD-A1EB,0.823627417756037
TCGA.DD.A39X.11A.11R.A213.07,-500.17528951245,150.138936138098,-350.036353374352,TCGA-DD-A39X,0.850634212358584
TCGA.DD.A11B.11A.11R.A131.07,-389.27864426967,70.3215901975649,-318.957054072105,TCGA-DD-A11B,0.848226818530413
TCGA.DD.A1EL.11A.11R.A155.07,-204.817899490285,281.945150797283,77.1272513069978,TCGA-DD-A1EL,0.816017747017277
TCGA.BC.A10Q.11A.11R.A131.07,-426.311816711273,-50.0670142052837,-476.378830916556,TCGA-BC-A10Q,0.860237876435637
TCGA.FV.A3R2.11A.11R.A22L.07,-151.468804914642,791.040764147566,639.571959232924,TCGA-FV-A3R2,0.76557034265144
TCGA.DD.A118.11A.11R.A131.07,-393.818378559408,506.210718197689,112.392339638281,TCGA-DD-A118,0.813014667929612
TCGA.DD.A116.11A.12R.A26B.07,-353.008095855538,405.078883292691,52.0707874371529,TCGA-DD-A116,0.818138204549217
TCGA.EP.A26S.11A.12R.A16W.07,-336.683346608411,560.062645189295,223.379298580884,TCGA-EP-A26S,0.803421523993658
TCGA.DD.A3A5.11A.11R.A22L.07,-968.714170347868,-475.686717440311,-1444.40088778818,TCGA-DD-A3A5,0.92377739018488
TCGA.BD.A3EP.11A.12R.A22L.07,-377.743414634381,571.153323727268,193.409909092887,TCGA-BD-A3EP,0.806033047417859
TCGA.EP.A3RK.11A.11R.A22L.07,-523.742416921307,-154.314916570672,-678.05733349198,TCGA-EP-A3RK,0.874953645856242
TCGA.DD.A39Z.11A.21R.A213.07,-716.826759776365,-343.20039246661,-1060.02715224298,TCGA-DD-A39Z,0.90071334453654
TCGA.G3.A3CH.11A.11R.A22L.07,-157.653076222046,992.809690946799,835.156614724754,TCGA-G3-A3CH,0.746787037521611
TCGA.DD.A1EI.11A.11R.A131.07,-299.267178046734,196.503701941796,-102.763476104938,TCGA-DD-A1EI,0.830994800436219
TCGA.DD.A11A.11A.11R.A131.07,-76.7618721548469,942.495198987492,865.733326832645,TCGA-DD-A11A,0.743794517796438
TCGA.BC.A10Y.11A.11R.A131.07,-130.549761687913,521.06192202548,390.512160337567,TCGA-BC-A10Y,0.788573913029638
TCGA.DD.A1EG.11A.11R.A213.07,-165.165248191491,813.829517532713,648.664269341223,TCGA-DD-A1EG,0.764711013845015
TCGA.DD.A1EE.11A.11R.A131.07,-106.279421366925,750.710034909547,644.430613542622,TCGA-DD-A1EE,0.765111313001528
TCGA.DD.A119.11A.11R.A131.07,16.6116504290983,586.376604564107,602.988254993205,TCGA-DD-A119,0.769014129572934
TCGA.DD.A3A8.11A.11R.A22L.07,-333.03301359148,276.125459879672,-56.9075537118083,TCGA-DD-A3A8,0.827231616189315
TCGA.DD.A3A1.11A.11R.A213.07,-14.5794366538464,920.108317797263,905.528881143417,TCGA-DD-A3A1,0.739877325077489
TCGA.BC.A10T.11A.11R.A131.07,-333.383721524053,325.487600929466,-7.89612059458688,TCGA-BC-A10T,0.82316804061176
TCGA.DD.A3A4.11A.11R.A22L.07,135.476343187463,661.134725082236,796.611068269699,TCGA-DD-A3A4,0.750538017719109
TCGA.DD.A1EH.11A.11R.A131.07,-392.492293560269,166.700321330368,-225.791972229901,TCGA-DD-A1EH,0.840904701266677
TCGA.FV.A2QR.11A.11R.A213.07,193.653630993822,1196.42285082115,1390.07648181497,TCGA-FV-A2QR,0.690197552247105
TCGA.DD.A39V.11A.11R.A213.07,-390.706968390477,406.936330723628,16.2293623331508,TCGA-DD-A39V,0.821152117344766
TCGA.BC.A10X.11A.11R.A131.07,-300.983096791391,119.0801381429,-181.902958648491,TCGA-BC-A10X,0.837400757010523
TCGA.DD.A39W.11A.11R.A213.07,-493.529603981556,29.7280143288608,-463.801589652696,TCGA-DD-A39W,0.859295050128304
TCGA.DD.A3A3.11A.11R.A22L.07,175.778557185122,872.582970251356,1048.36152743648,TCGA-DD-A3A3,0.725610923601891
TCGA.BC.A216.11A.11R.A155.07,-108.308620825606,514.598094167694,406.289473342088,TCGA-BC-A216,0.787147643715142
TCGA.DD.A1EJ.11A.11R.A155.07,-272.190470246389,428.465272336952,156.274802090563,TCGA-DD-A1EJ,0.809247344475304
TCGA.BC.A10Z.11A.11R.A131.07,-611.378328267049,51.9879990226201,-559.390329244429,TCGA-BC-A10Z,0.866386969639796
TCGA.ES.A2HT.11A.11R.A180.07,-309.956508323047,775.957226571591,466.000718248543,TCGA-ES-A2HT,0.781711585977939
TCGA.EP.A12J.11A.11R.A131.07,-170.694471935639,348.069524496755,177.375052561116,TCGA-EP-A12J,0.807423917381211
TCGA.DD.A113.11A.12R.A131.07,-613.888001624695,-31.2317660151088,-645.119767639804,TCGA-DD-A113,0.872602360661634
TCGA.DD.A3A2.11A.11R.A213.07,-337.865239444278,141.087259270014,-196.777980174263,TCGA-DD-A3A2,0.838592227228586
TCGA.BC.A10W.11A.11R.A131.07,-300.688998628463,563.645583815437,262.956585186975,TCGA-BC-A10W,0.799948955455874
