,sample_subtypes,scores_aa_df$amino_acid,scores_lp_df$lipid,scores_nt_df$nucleotide
TCGA-DD-A39W-01A-11R-A213-07,1,0.583675715187471,0.685213509270472,0.361771920076178
TCGA-WX-AA47-01A-11R-A39D-07,1,0.827793333851475,0.49014385316558,0.608856367577846
TCGA-G3-A3CK-01A-11R-A213-07,2,0.793246527868181,0.746377194123482,0.728510182494004
TCGA-ZP-A9D1-01A-11R-A38B-07,2,0.616073852424002,0.70947906953537,0.526894151420029
TCGA-WQ-A9G7-01A-11R-A37K-07,1,0.608407844507077,0.5163899021143,0.562143258034077
TCGA-2Y-A9H0-01A-11R-A38B-07,2,0.752862385523955,0.680574921710261,0.81192180537847
TCGA-DD-A115-01A-11R-A131-07,2,0.75940402729837,0.761017118234044,0.734121263624094
TCGA-DD-AAE3-01A-11R-A41C-07,2,0.888791348719735,0.674706035043378,0.651459805482426
TCGA-DD-A73G-01A-22R-A32O-07,1,0.789622886304377,0.647116857672238,0.537765485321745
TCGA-DD-AACL-01A-11R-A41C-07,1,0.640062183531316,0.468946321071236,0.686325784431192
TCGA-DD-A4NI-01A-11R-A27V-07,2,0.838442249116245,0.793393242525969,0.498616632125504
TCGA-DD-A1EJ-01A-11R-A155-07,1,0.699825402303426,0.690502986925369,0.613792317677099
TCGA-DD-AAW3-01A-11R-A41C-07,2,0.756336562258063,0.6844133567687,0.364615137389448
TCGA-BW-A5NP-01A-11R-A27V-07,1,0.612721579689073,0.534183774277101,0.186552918655263
TCGA-DD-AA3A-01A-11R-A37K-07,1,0.205867784558384,0.118638360616028,0.473451332682664
TCGA-DD-AADB-01A-11R-A41C-07,1,0.652857606435201,0.587982123699009,0.549796613452182
TCGA-DD-AAED-01A-12R-A41C-07,1,0.587344172758778,0.565509601095896,0.43048295761313
TCGA-DD-A11A-01A-11R-A131-07,2,0.804138034260664,0.837362621956196,0.589337922437847
TCGA-BC-A10S-01A-22R-A131-07,2,0.717451176018092,0.72031897824427,0.585871000155124
TCGA-KR-A7K0-01A-12R-A33R-07,2,0.808101073256541,0.742794995691101,0.499737938133401
TCGA-CC-A8HV-01A-11R-A36F-07,1,0.402292938401268,0.475831370159868,0.595195032269721
TCGA-CC-A3MA-01A-11R-A213-07,1,0.279676266140139,0.248906884196711,0.186216222132258
TCGA-DD-A4NK-01A-11R-A28V-07,2,0.802519934959414,0.816518009995165,0.512681612694126
TCGA-DD-A3A7-01A-11R-A22L-07,1,0.766851111114119,0.513944960855087,0.849787703141656
TCGA-CC-5258-01A-01R-A131-07,1,0.681695818719799,0.58855485789803,0.633788510140428
TCGA-BC-A69I-01A-11R-A311-07,2,0.805157402070904,0.772696788585056,0.495733754359581
TCGA-DD-AADM-01A-11R-A41C-07,2,0.878904062688715,0.749856094845345,0.824273023042721
TCGA-DD-AACF-01A-11R-A41C-07,2,0.743824727695797,0.636909964527227,0.86334462225567
TCGA-EP-A2KC-01A-11R-A213-07,2,0.691952517675274,0.756477056274868,0.523743048766675
TCGA-CC-5259-01A-31R-A213-07,1,0.689760174269341,0.680941088383162,0.781363888676491
TCGA-DD-AACB-01A-11R-A41C-07,1,0.695079538889804,0.560944760618793,0.345008892582331
TCGA-BC-A217-01A-11R-A155-07,2,0.716813550968281,0.518675308001675,0.471990223532632
TCGA-G3-AAV0-01A-11R-A37K-07,2,0.838607610802547,0.775938849267403,0.43678173638023
TCGA-BC-A10Z-01A-11R-A131-07,2,0.774247171575277,0.974725190626392,0.596896102726279
TCGA-DD-A73C-01A-12R-A33J-07,2,0.716262844658404,0.836992452783453,0.377812736345092
TCGA-ZS-A9CF-01A-11R-A38B-07,2,0.783071627412375,0.805545520789563,0.695517138993232
TCGA-G3-A7M5-01A-11R-A33R-07,2,0.9361970963011,0.822258305664844,0.675817940450873
TCGA-ZS-A9CE-01A-11R-A37K-07,2,0.774963935340694,0.804920495155105,0.69877174679059
TCGA-ES-A2HT-01A-12R-A180-07,2,0.920842000186964,0.715277851207333,0.794458450440879
TCGA-DD-AAVQ-01A-11R-A41C-07,1,0.594967152380187,0.543959700476286,0.434391192631169
TCGA-DD-AACU-01A-11R-A41C-07,2,0.714260647322065,0.797413641820829,0.496940102812947
TCGA-DD-AADR-01A-11R-A41C-07,2,0.864978642392403,0.689007923569508,0.972068652430875
TCGA-DD-AACS-01A-11R-A41C-07,2,0.704671634222089,0.742042826251169,0.644613195172298
TCGA-ED-A8O6-01A-11R-A36F-07,1,0.637895284806543,0.639704271770102,0.439255794308311
TCGA-EP-A12J-01A-11R-A131-07,2,0.725731400292225,0.797591267875563,0.421379532596069
TCGA-DD-AAVS-01A-11R-A41C-07,2,0.720346839800876,0.628947593643215,0.47502899990611
TCGA-ED-A7PY-01A-11R-A33R-07,2,0.712036693166758,0.637975840847416,0.429310469193079
TCGA-DD-AADP-01A-11R-A39D-07,2,0.775605564512346,0.687606963408926,0.600564559141876
TCGA-4R-AA8I-01A-11R-A38B-07,2,0.847062781029893,0.649874308041216,0.455504093092786
TCGA-G3-AAV6-01A-21R-A37K-07,1,0.581037003680164,0.464175047281445,0.65367257954159
TCGA-DD-A4NS-01A-11R-A311-07,2,0.663096296125437,0.683750479556944,0.159284524618933
TCGA-DD-A73A-01A-12R-A32O-07,2,0.848574463853788,0.782448376404332,0.958134968415607
TCGA-DD-AAEA-01A-11R-A41C-07,2,0.79237771776439,0.726259946437768,0.641002762410308
TCGA-2Y-A9H6-01A-11R-A39D-07,2,0.764469384772112,0.688918573572763,0.500650050679021
TCGA-DD-AAVY-01A-11R-A41C-07,2,0.841645756479937,0.774628709911114,0.457855514216562
TCGA-DD-A4NQ-01A-21R-A28V-07,1,0.720446698357619,0.707704386829703,0.800253179183688
TCGA-DD-AACZ-01A-11R-A41C-07,1,0.616256284874444,0.556621728511203,0.742930141985611
TCGA-DD-AAE4-01A-11R-A41C-07,2,0.942512197153536,0.677335310092742,0.841036073550001
TCGA-5R-AA1D-01A-11R-A38B-07,2,0.791724321808497,0.532639883166997,0.594194642654157
TCGA-G3-AAUZ-01A-11R-A38B-07,2,0.905584398072996,0.723364465030915,1
TCGA-2Y-A9GV-01A-11R-A38B-07,2,0.722068163050372,0.844340111603601,0.459914125210741
TCGA-DD-A4NL-01A-11R-A28V-07,2,0.8340502703743,0.881731006027199,0.47973068615912
TCGA-FV-A2QR-01A-11R-A213-07,2,0.616132365663538,0.76233459066471,0.542107301248141
TCGA-DD-AADY-01A-11R-A41C-07,2,0.615390832985161,0.655611761556392,0.474353874098993
TCGA-BW-A5NO-01A-11R-A27V-07,2,0.758501188903582,0.760228398727655,0.568725863325087
TCGA-2Y-A9H8-01A-11R-A39D-07,2,0.746306194993154,0.646495648942291,0.410321697357645
TCGA-BC-A10X-01A-11R-A131-07,2,0.807887342046729,0.818873668796689,0.384770991520338
TCGA-DD-A3A2-01A-11R-A213-07,2,0.821474862206095,0.885991512340631,0.643612887325075
TCGA-CC-A5UD-01A-11R-A28V-07,1,0.447696494844203,0.504855479370106,0.696553351759892
TCGA-DD-A3A6-11A-11R-A22L-07,2,0.880059900915835,0.713420688584977,0.635599775091172
TCGA-BC-A10R-11A-11R-A131-07,2,0.830105926099947,0.926846973116654,0.681348979023401
TCGA-FV-A23B-11A-11R-A16W-07,2,0.846665886255327,0.85419333524191,0.486566914730437
TCGA-BC-A10U-11A-11R-A131-07,2,0.883964747114365,0.837857210333235,0.563005651102583
TCGA-DD-A114-11A-12R-A131-07,2,0.804210188834097,0.833863369326409,0.671259202568211
TCGA-FV-A3I0-11A-11R-A22L-07,2,0.902327807315236,0.91374554212989,0.6449461440832
TCGA-FV-A3I1-11A-11R-A22L-07,2,0.834269505639529,0.922039335407287,0.371217307198024
TCGA-DD-A11C-11A-11R-A131-07,2,0.82848517896874,0.968024675317655,0.503218060710216
TCGA-DD-A11D-11A-12R-A131-07,2,0.858691236271903,0.87591014602989,0.531559103207615
TCGA-BD-A2L6-11A-21R-A213-07,2,0.806260441555158,0.710184944678494,0.507581316624042
TCGA-BC-A110-11A-11R-A131-07,2,0.842199620998878,0.883514829289811,0.598576081428989
TCGA-DD-A1EC-11A-11R-A131-07,2,0.750537405230433,0.848835828488274,0.405774622343376
TCGA-DD-A1EB-11A-11R-A131-07,2,0.839326395804943,0.927626300395204,0.615262487830105
TCGA-DD-A39X-11A-11R-A213-07,2,0.905866952295082,0.873238153235537,0.660282888111691
TCGA-DD-A11B-11A-11R-A131-07,2,0.880368022995186,0.86904911678006,0.553057016705097
TCGA-DD-A1EL-11A-11R-A155-07,2,0.937191712134164,0.847100964085163,0.679803496741375
TCGA-BC-A10Q-11A-11R-A131-07,2,0.883782551689946,0.942497968509909,0.591202908534313
TCGA-FV-A3R2-11A-11R-A22L-07,2,0.934625552691027,0.798028666456934,0.519760162700015
TCGA-DD-A118-11A-11R-A131-07,2,0.92601721008422,0.921919670033419,0.576427851514575
TCGA-DD-A116-11A-12R-A26B-07,2,1,0.843611489189534,0.755818798426071
TCGA-EP-A26S-11A-12R-A16W-07,2,0.978214228061308,0.898347146669308,0.736001979572171
TCGA-DD-A3A5-11A-11R-A22L-07,2,0.907937217855088,0.909774032200968,0.669575771872943
TCGA-BD-A3EP-11A-12R-A22L-07,2,0.833811892442416,0.926662308873964,0.4101871497744
TCGA-EP-A3RK-11A-11R-A22L-07,2,0.900746951939956,0.936879820721494,0.626767668858392
TCGA-DD-A39Z-11A-21R-A213-07,2,0.892733734566413,0.862921525930269,0.673854433410966
TCGA-G3-A3CH-11A-11R-A22L-07,2,0.877911147695442,0.86373610861197,0.676689632035801
TCGA-DD-A1EI-11A-11R-A131-07,2,0.925429750591282,0.913648899418302,0.614598510002396
TCGA-DD-A11A-11A-11R-A131-07,2,0.792754322167977,0.811082291448739,0.555657647642777
TCGA-BC-A10Y-11A-11R-A131-07,2,0.855539185107744,0.831522093736379,0.449616575101034
TCGA-DD-A1EG-11A-11R-A213-07,2,0.906983792204368,0.85128726618364,0.684828962744608
TCGA-DD-A1EE-11A-11R-A131-07,2,0.832098599484801,0.833534621260839,0.491504699553343
TCGA-DD-A119-11A-11R-A131-07,2,0.81059884395964,0.91653950643722,0.572628694383907
TCGA-DD-A3A8-11A-11R-A22L-07,2,0.902044785729614,0.856345190645317,0.695891374300076
TCGA-DD-A3A1-11A-11R-A213-07,2,0.924217185184051,0.822423450695383,0.682317088432333
TCGA-BC-A10T-11A-11R-A131-07,2,0.861123918915935,0.847928548476258,0.442710114996106
TCGA-DD-A3A4-11A-11R-A22L-07,2,0.844028338657974,0.761396085397112,0.60132039453336
TCGA-DD-A1EH-11A-11R-A131-07,2,0.939755866264529,0.876861406481215,0.683609155768592
TCGA-FV-A2QR-11A-11R-A213-07,2,0.781032990173505,0.752671021968161,0.442789871958858
TCGA-DD-A39V-11A-11R-A213-07,2,0.902607281943955,0.868848981410086,0.676435488720496
TCGA-BC-A10X-11A-11R-A131-07,2,0.844625474925409,0.898012929605039,0.581422998674204
TCGA-DD-A39W-11A-11R-A213-07,2,0.913013936431869,0.924931115507544,0.643001621744501
TCGA-DD-A3A3-11A-11R-A22L-07,2,0.903050752754041,0.76525115344355,0.484007362768106
TCGA-BC-A216-11A-11R-A155-07,2,0.883442957195472,0.857638405675512,0.612822794716498
TCGA-DD-A1EJ-11A-11R-A155-07,2,0.841035645147539,0.911162332011809,0.535648630820309
TCGA-BC-A10Z-11A-11R-A131-07,2,0.811192046506319,0.800820606997052,0.552485615196675
TCGA-ES-A2HT-11A-11R-A180-07,2,0.808863611243304,0.738917039737828,0.765136270577564
TCGA-EP-A12J-11A-11R-A131-07,2,0.900450332409954,0.866829143746346,0.638962960568412
TCGA-DD-A113-11A-12R-A131-07,2,0.821550420217588,1,0.543854076010492
TCGA-DD-A3A2-11A-11R-A213-07,2,0.918304366466309,0.857030647439334,0.542579340665358
TCGA-BC-A10W-11A-11R-A131-07,2,0.903996200645398,0.887458357861283,0.619131729235638
