,amino_acid,lipid,nucleotide,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.MI.A75E.01A.11R.A32O.07,0.870903910201698,0.763156392878458,0.751372459771509,-0.248892373055394,0.0162111574156019,0.214034566303134,0.245122166317952,0.23249013434929,0.431383115909331,0.325066734723511,0.307076482392874,-0.121777854618985,0.0892789673106367,-0.182165732997243,0.225150996897403,0.101790221125736,0.29482576542704,0.0271460697747907,-0.10670147237727,0.198441880760626,0.0755873189680128,0.428500935077631,0.388651144126994,0.0468848479119391,-0.0671731348309153,0.355118905800134,0.0360552462900979,0.0479233873548133,0.0378538365992165,0.0442440340617899,-0.122265247107459
TCGA.WX.AA46.01A.11R.A39D.07,0.889700825240354,0.817259056984625,0.500355667906845,-0.30185354688421,-0.155743110755848,0.0826628470079895,0.203834063760391,0.217999332793436,0.367346511465853,0.285947005884198,0.321315681765947,-0.0773295764577514,0.0914164970407609,-0.0561490034687149,0.193931460783405,0.0286264495990731,0.26470901010407,0.0145844289013741,-0.0860607824812289,0.138852819037181,0.201612642365187,0.408377197687917,0.308715913153749,-0.0164268769867625,-0.0568536728343411,0.263563224442921,0.12248682143184,0.0529559767338502,0.0682768518769217,0.0821422157953811,-0.0288489093711264
TCGA.G3.A25X.01A.11R.A16W.07,0.502156397831977,0.299619378625059,0.476814542089476,-0.224966726599044,0.18892061654731,0.301370439623951,0.284127021985661,0.228601896694111,0.368789733200446,0.402273410686117,0.36206670086491,0.0418181101640859,0.194275776056751,-0.253054966693124,0.24439705319762,0.156692912487847,0.305069377504414,0.16361934618157,0.00315632975464233,0.3715461070956,0.0435704068356645,0.434719211342894,0.397271488960918,0.119271543873961,-0.295073521082942,0.344612798537637,0.202665312551794,0.155538274078685,0.0475845658595457,0.0380708334811087,0.0343670585766735
TCGA.DD.AAW2.01A.11R.A41C.07,0.782820036578581,0.677315282821154,0.453086034232341,-0.306565764410368,-0.206360665109365,0.0603289312049685,0.103401381377662,0.171527180473404,0.372075686242761,0.246668718798185,0.309402673255181,-0.19977852424207,-0.025807904156086,-0.224702966916396,0.205132848535018,-0.131117443591646,0.2370655195075,-0.170896858720002,-0.211778585703273,0.0338216407782874,0.213686912703889,0.427756111172866,0.358772646718558,-0.0506025595350928,-0.353676981272834,0.241251488507101,-0.157199907653893,0.0361312335677601,-0.0320541861624597,-0.00194292421847077,-0.0562168197988826
TCGA.DD.AAD2.01A.11R.A41C.07,0.822905481229216,0.751452209606014,0.869358853430079,-0.242775751374623,0.0905662176447326,0.172179780289117,0.296866039322418,0.229555200788844,0.434423752860442,0.39122381109512,0.329906621374935,-0.10272421726688,0.109478122768813,-0.148626356546053,0.247500728060103,0.132972342360753,0.311624902550508,0.103467069976368,-0.0800284692836931,0.2371626463449,-0.00859030951963917,0.427780491236579,0.404253880814046,0.137128321453773,-0.0409367696081796,0.378495028931269,0.152346655086529,0.0946634617123755,0.0508083754745185,0.0690221994355009,-0.0861626824157743
TCGA.5C.A9VG.01A.11R.A37K.07,0.800608505739008,0.501510686810996,0.40717832304435,-0.261687799690594,-0.0923364146517116,0.0702828130527493,0.151461363651816,0.232543915769741,0.43028577388124,0.292170837498391,0.332499369952449,-0.144558596040398,-0.111593382663617,-0.154393541534115,0.167311595984666,-0.170375588452151,0.23791729980414,-0.0650886780964122,-0.0670131095433197,-0.0213401481116492,0.117456250401938,0.403496242296835,0.252485102877347,-0.037520190520726,-0.194912009310589,0.286885498786174,-0.118825029486443,-0.0055686466907522,-0.0968432009678318,-0.111378208450098,-0.00510564029444655
TCGA.BC.A3KF.01A.11R.A213.07,0.790081908671768,0.841705602200012,0.558554229483208,-0.303616954333372,-0.128422089957261,0.0828749487336496,0.156338769227255,0.220517058084131,0.361047299385626,0.307258737815693,0.289554312298805,-0.113911369663863,-0.0119933038825628,-0.235602267422101,0.233373124496921,-0.203418403232351,0.231629803149861,0.0143041903573266,-0.138899586749834,-0.0561695595006285,-0.0503888459462966,0.490344698542486,0.307504067013899,-0.040122449327101,-0.106748283584192,0.293504157155852,-0.0751203278781603,-0.00738332297877716,-0.0355084748833398,0.0613129460437809,-0.0749917096629373
TCGA.G3.A7M9.01A.23R.A352.07,0.49952528196067,0.348998879062765,0.667474411909029,-0.301251068856731,0.0989798719311601,0.0929531189402724,0.166481151918414,0.228417520017426,0.386333613334287,0.307654622367754,0.283541081943591,-0.102755982450832,-0.0905694661001652,-0.186888547233143,0.221137183732835,-0.120084072316073,0.260264616566224,-0.0531899476023627,-0.10325918695765,0.113056651193876,-0.0625750465712173,0.42239511178506,0.291377309366899,0.0249480103558051,-0.233481063710762,0.266198738411212,-0.117662452525192,0.0716596909733473,-0.060981046550124,-0.0746073126731606,-0.00496633595805173
TCGA.2Y.A9H7.01A.11R.A39D.07,0.691369245440967,0.645103460074147,0.676073408911976,-0.334430686055935,-0.0792517734896437,0.0512418524034049,0.160699032691022,0.225933226697147,0.297366361423577,0.339984938554062,0.324252969183202,-0.13087793051601,0.0230628646274447,-0.30037746769525,0.167628963990932,0.0340699856975545,0.254545580335997,-0.0229838826598667,-0.105237012402556,0.0379508522444523,0.297277495472287,0.360580777368607,0.305842489537353,-0.00245857599464833,-0.117936202191332,0.364108693425564,-0.244317029871793,0.0451978540086109,-0.0109762051058112,0.018456145455345,-0.0427472524870746
TCGA.DD.AAVW.01A.11R.A41C.07,0.649603067626142,0.667782534972904,0.433779217429669,-0.243449398646031,0.00389762147361974,0.14145105103588,0.25130861859814,0.234006734395286,0.490496896884297,0.360681901885,0.333113621316297,-0.125609259358498,0.061185313156409,-0.254159881054756,0.221866225259961,0.0895310197540031,0.224255446469793,0.0370062174063989,-0.0959800290299002,0.149825396786511,-0.0388457626670841,0.502473836261623,0.418022656981565,0.102115867820149,-0.0316752366432884,0.341723458848311,0.0435169390165326,0.0802176956616368,0.0433126059737649,0.0493898835299344,-0.171382045498885
TCGA.DD.A4NB.01A.12R.A266.07,0.770759392642817,0.627054441072265,0.412925424267501,-0.240250413824455,-0.0421892464933428,0.173589049928512,0.273719863686984,0.230842812230732,0.477548519342819,0.332556188021754,0.348658878101596,-0.0906198622643792,0.126010255399215,0.0283282633445015,0.178246833896261,0.0307026099333052,0.241295732399485,0.00112642866273418,-0.0469251162296386,0.204627930154678,0.020140575820495,0.455245671803414,0.340141476395328,0.106061152626317,-0.0855201348156635,0.349661686167741,0.150601398783677,0.0944234609206402,0.0220392607424504,0.0279748379316853,-0.0141263792093822
TCGA.PD.A5DF.01A.11R.A27V.07,0.599696321450614,0.720523480572475,0.582828970394686,-0.253436869384125,0.0274974580223644,0.0720253918762006,0.271998611665764,0.188357184780852,0.440318527341986,0.384458844852455,0.323057276220503,-0.0473112025383901,0.110644884644059,-0.213617276042026,0.253616506327243,0.0480237667485553,0.302265204895318,0.0565008023744858,-0.052776670121525,0.305409458062558,0.0145021646738547,0.440251161922083,0.388941322425532,0.099742156918002,-0.300536775609606,0.340754632354618,0.131977945127126,0.0957811824214384,0.0335186698817149,0.0204879073046267,-0.0492096898265365
TCGA.DD.A1EF.01A.11R.A131.07,0.517635220169694,0.612486934393126,0.292309657391444,-0.233142790068644,-0.048611655870777,0.0792514859941618,0.182974087347913,0.192565731537411,0.341309023845155,0.336355369851719,0.32789951823017,-0.0923303143357112,-0.0378879887986173,-0.314208377664953,0.190522693004194,-0.128780848687892,0.215123772751087,-0.00262221920060896,-0.159064130376301,0.0963251860012088,0.0582888578150759,0.495806492058483,0.299170669095903,-0.0026082835594424,-0.278131549084526,0.203596003249481,0.0187495366082424,0.0751951033383306,-0.0461045656872237,-0.0352582359002433,-0.153634853039587
TCGA.MI.A75G.01A.11R.A32O.07,0.89352776562228,0.803861727770524,0.718651810031366,-0.300068733063077,-0.205037091297362,0.081871014278114,0.124566835393672,0.206254761633577,0.460009987626705,0.304377894796102,0.284198706340911,-0.170863779161294,-0.0358733910623005,-0.236287448280153,0.191546334131679,-0.0844719616917136,0.222089508611453,-0.07239698788763,-0.164025352208718,0.0202350091470166,-0.0795234003965185,0.449755870496087,0.272456998611182,-0.0589232466663019,-0.173237819964595,0.257741350706505,-0.185734463500195,-0.0272599567232397,-0.0320060862075424,0.0980816449794942,-0.145411660153786
TCGA.DD.AADW.01A.11R.A39D.07,0.472558039630041,0.545424559194523,0.380728265765245,-0.252878722209906,0.0672189329242472,0.0365521226064159,0.168742078875475,0.160424069249297,0.390505428700248,0.287167124271842,0.295742347661408,-0.139301541372801,-0.058560495048364,-0.421009379932633,0.217113001036525,-0.126755626152152,0.228202745278573,-0.0650753437240628,-0.11246037049628,-0.00106309309793837,0.104304892497842,0.444040769234444,0.355927592145775,0.0304738049810877,-0.223775515133055,0.336447062419596,-0.12323792486076,0.0735343872891967,-0.0365805372335902,-0.0336341156131189,0.0160273525590257
TCGA.XR.A8TF.01A.11R.A36F.07,0.821480558702528,0.605697901587634,0.516170115971463,-0.334641314199707,-0.144196288310754,0.0488745459535324,0.0413657449073274,0.187269427419752,0.372924613615429,0.259360283756412,0.303423864204577,-0.140416194145846,0.020911926380711,-0.0988002890433972,0.197662913920772,-0.0445922547215562,0.237163349408175,-0.039465973625547,-0.141198345876885,-0.0477882567264198,0.155217853219625,0.403169672141485,0.245006846328893,-0.0367077674083859,-0.217012263747108,0.25020977174116,-0.17004632830904,-0.0229258064036762,-0.0458814322476794,0.0521769911853562,-0.0891659947414563
TCGA.CC.A5UE.01A.11R.A28V.07,0.647279935863749,0.581011276687837,0.847215991668944,-0.332745660905758,-0.0116267535853347,0.127389966758956,0.262939522458638,0.196380948067631,0.426668940390014,0.30730670156751,0.267418814308814,-0.117569384762158,-0.102277463438355,-0.28992901618656,0.240011830784708,-0.0496475350562651,0.299645329537297,-0.0828576668051434,-0.115387307265857,0.00258751750470095,0.181461644926865,0.513992323537421,0.289981468984863,0.0856515596381165,-0.201344724354362,0.279863809921397,-0.0685707861074087,0.0221896567335755,-0.0230252510965722,0.0778511949471177,-0.00274433188445182
