,amino_acid,lipid,nucleotide,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
TCGA.FV.A4ZQ.01A.11R.A266.07,0.680681752479011,0.61911200551338,0.702111514241095,-0.182616218141648,0.177522759068692,0.353259628176468,0.292317179665042,0.264275364145684,0.21395665490718,0.367004555943863,0.330007409436585,-0.102471549675948,0.190117883486754,-0.258192407902727,0.26968118168781,0.209678336552458,0.229294516545954,0.0715809006044416,-0.0981226159931749,0.261875720659791,0.206891774899293,0.437515618915474,0.294340770810594,0.0468999684082861,-0.270758420472198,0.262382489916,0.120825661707501,0.138444832241246,0.0883089919192523,0.0348872273993423,0.0231050392048672
TCGA.DD.AAD5.01A.11R.A41C.07,0.470101542625417,0.394846309198145,0.707601653467611,-0.272830480065229,-0.0252013538108691,0.062476896201214,0.349256516929987,0.258164831463244,0.340989509576976,0.42275690138078,0.35343826297741,-0.010263958812341,0.107450984885381,-0.291495247409536,0.253327702160014,-0.0168056034119668,0.23026222691543,0.0563414436646722,-0.111722029039611,0.301081033757336,0.00885978502433201,0.426558757595799,0.316822512997857,0.148250222133439,-0.235134325958957,0.366336154417082,0.110618006419602,0.14545593429102,-0.00862175230299366,0.0743183985700199,-0.0429223804476205
TCGA.K7.A5RF.01A.11R.A28V.07,0.873062410243306,0.82497877954797,0.471121071065293,-0.247047521870264,0.107684104484754,0.171770974240906,0.196739459807148,0.237476125520745,0.380387443465598,0.329190711718299,0.368663858846556,-0.0991850613039291,0.146039544715155,0.0557667029363013,0.213523700953352,0.233943208838907,0.329239246964376,0.0976282451435875,-0.0372265215481375,0.250138829133874,0.143296075952673,0.431923031978227,0.395997609140288,0.0801037463960856,-0.000817494102766993,0.329616394550248,0.271040376322894,0.06336586690295,0.0452581283569087,0.0513799104330435,0.0225987931253847
TCGA.DD.AADA.01A.11R.A41C.07,0.636543915038989,0.515512818397972,0.0712887305696226,-0.250637089667615,-0.0410511127873049,0.239510427262221,0.23770142307865,0.219874798177817,0.387335957552323,0.395330206452615,0.315042476632701,-0.197049103378896,0.0442002124542882,-0.257473965285463,0.166890328757576,0.0150653815588756,0.248145951769748,0.0402938324466612,-0.155361507458669,0.175796922477167,-0.00851202094323939,0.464139858892559,0.375464576901154,-0.0293777696444313,-0.129993505854802,0.329859840927282,-0.0360431864313719,0.0178289044025356,0.0273352891223084,-0.0623811995050226,-0.229467136910961
TCGA.MI.A75I.01A.11R.A32O.07,0.66983903022264,0.745901141349321,0.592218747527284,-0.329375610605404,-0.0664083526178274,0.115162430649563,0.15744728181581,0.26570890440632,0.414748577971706,0.249935965242946,0.300005040235615,-0.0894649519175475,0.00273152130736777,-0.276011069059139,0.262287622277967,-0.02941308862491,0.246287717596734,-0.0754475776299418,-0.140615664264349,0.0685950856230312,0.123785214732146,0.423828197390995,0.339052637601325,0.00194370809657576,-0.129197725633417,0.283210126610732,-0.00746184791555187,-0.0218449065348203,-0.0155641559846822,0.0106563831741438,-0.141752990551664
TCGA.DD.AAD0.01A.11R.A41C.07,0.678126190976649,0.736249868607989,0.590936442032214,-0.272230341970864,-0.153523577683107,0.0505105361699183,0.186274875938295,0.202139405072161,0.369800619244503,0.271527925810558,0.324428028238992,-0.119993563886457,-0.0521310871854815,-0.254131508274361,0.272395355492257,-0.0928342838079695,0.299423912759679,-0.13931222768961,-0.194375994062766,-0.0853406259558158,0.0685893501627594,0.407098813488854,0.274718130297776,-0.0222668321149098,-0.425174526148313,0.168876496864585,-0.0745636668138191,0.0809578198348075,-0.0287883544813786,0.00990599849753023,-0.0459466273071691
TCGA.DD.AACN.01A.11R.A41C.07,0.65576264319229,0.52507156492353,0.287123646759004,-0.248007782133867,0.0156307824876958,0.125619624510623,0.156794212331846,0.120184869607672,0.406969574271557,0.326173185776118,0.298541188721436,-0.181902195822147,0.0072682709201454,-0.228293635093298,0.200398571884673,-0.0360877072946224,0.173079422057082,-0.0173046472337032,-0.105894962053473,0.0883683329702149,-0.0524762382755027,0.406450516185673,0.368662054017368,0.0227925795228092,-0.167667745900525,0.360700020171248,-0.0916074969482076,0.100812711995839,0.00742713758887895,-0.0177280802181647,-0.137250403509211
TCGA.DD.AAW0.01A.11R.A41C.07,0.78157713751154,0.789377995070955,0.420844916936987,-0.235767899539375,-0.0233377971492301,0.164708505710648,0.315237361181361,0.224134141794462,0.426132527860775,0.360660284420203,0.354970677816648,-0.166986393647818,0.09496478267386,-0.214218239199433,0.213880203512229,0.0527522179110873,0.306984463300155,0.101725917536894,-0.0458071356428563,0.269989392030868,0.0798021147496096,0.490327164912846,0.369227766638034,0.113525399996527,-0.123925692600872,0.294110270036465,0.144445331417398,0.124504436151473,0.0684728445090269,0.0652768877769579,-0.18188975637796
TCGA.BC.A10R.01A.11R.A131.07,0.725829026747862,0.648479614586925,0.343357943182454,-0.281683803840687,-0.164347749351782,0.0586014000273648,0.238105209927818,0.203777711738665,0.498595228412067,0.38255569117446,0.272637765427734,-0.117115715601865,0.0142211074084937,-0.35502630658395,0.147919139574001,-0.036147850612508,0.224481539506534,-0.0247300914317195,-0.109449844184158,0.0578776129076744,-0.110679791718081,0.424631522121832,0.317682254113078,0.0799331672367036,-0.0756776087049744,0.328074769614586,0.0116955795864677,0.081975940775295,-0.00947850530377022,0.0528967654727611,-0.200337509041333
TCGA.DD.AAD3.01A.11R.A41C.07,0.72778778709885,0.767644398345235,0.310387836681033,-0.248183820788253,-0.00850610759822868,0.117177470243672,0.216429781090772,0.232034718153663,0.476641854709937,0.301505682038314,0.326354321408042,-0.116311204737271,0.0798949511060932,-0.204423580559236,0.23980826643213,0.0381343025949456,0.245369286881561,0.0139980420836193,-0.0817371857975235,0.105894903272995,0.0999176659459887,0.441143357032134,0.418896736149689,0.0329206575430624,-0.0889345040991554,0.354174063609891,0.00339546070075173,0.100380846101789,0.0318393725386189,0.00780598604484435,-0.124326499213947
TCGA.2Y.A9GZ.01A.11R.A39D.07,0.851966899878499,0.816023996994647,0.598381644303516,-0.30385623326765,-0.194689668227517,0.0384466240951121,0.0971745989625723,0.189153058093476,0.346620932368836,0.232880858275329,0.307182385573666,-0.120999053304284,-0.0359537185498747,-0.194491106076145,0.253713081396726,-0.0839776087913131,0.235456398468991,-0.000884754465700246,-0.194198406573841,-0.0037281955543908,0.149165709316281,0.418144839955641,0.382317833754237,-0.0394413330437415,-0.201733555706641,0.314249113118009,-0.106099648194315,0.0132161172050418,-0.0427729923760693,0.0887276147370723,-0.0190546751958393
TCGA.DD.A11B.01A.11R.A131.07,0.766990385762371,0.84551522199733,0.59826202048516,-0.244895739518594,-0.14960850330304,0.0559135593877683,0.236226710485001,0.18257902752493,0.408094531809712,0.271871035505916,0.309769400148539,-0.157866123603648,-0.0271432163098853,-0.241316941645888,0.199995769208469,-0.13044909775887,0.224450141200355,0.00851122343972928,-0.143265356748317,-0.0616933882343675,0.142400002219808,0.498507997118268,0.315484611577724,-0.051286713916334,-0.12031471649349,0.265955975267149,-0.130608743339281,0.0357239101298103,-0.0210762242142204,0.0494823168999742,-0.156477265430012
TCGA.DD.AAVU.01A.11R.A41C.07,0.853597909416989,0.652017536659953,0.756394156066242,-0.29612112474924,-0.151034298043856,0.162063059484144,0.117508126368478,0.253859018600786,0.429371882077868,0.240947774569974,0.32509362895569,-0.133931430143274,-0.0794347706855739,-0.250371009131767,0.234089465379318,-0.125697312366656,0.263787275682961,-0.00201384077612744,-0.134853514130673,-0.0148808787587064,0.187145139538222,0.399862235256479,0.249051744109939,0.0199520538539446,-0.116086983526048,0.256941817401341,0.00380428949877277,-0.00928628661786883,-0.0405632163892388,0.00632105115436008,-0.164165047842023
TCGA.XR.A8TG.01A.11R.A36F.07,0.689495109969391,0.705787766547616,0.578207896787741,-0.272812409686698,0.056808969802986,0.0587569888951543,0.255226549910332,0.243478917738779,0.391218210741915,0.301980015714797,0.327281358732091,-0.17292648032794,0.0597356791167775,0.015036739538546,0.174167986733938,-0.090144004206961,0.307824853073594,-0.0461385513000284,-0.0112325360261121,0.137131423888257,0.121933374867613,0.443637574590642,0.396320169894491,0.0727647754413163,-0.0589929875462636,0.344555141003949,-0.103672416470796,0.0749274486089427,0.0245895991896051,0.0840754949371825,-0.0309552090858515
