Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
4	Immune cells	DC	M1	SERPINA1	-1.68	93.5	6.9e-56
4	Immune cells	DC	M1	TPSB2	-0.69	1.5	4.82e-55
4	Immune cells	DC	M1	EIF3E	-0.39	74.7	8.21e-55
4	Immune cells	DC	M1	IGKC	-1.55	25.4	2.86e-54
4	Immune cells	DC	M1	FPR3	0.54	57.4	1.08e-53
4	Immune cells	DC	M1	SNRPE	-0.28	49.6	1.43e-52
4	Immune cells	DC	M1	MS4A6A	-0.64	40.3	2.38e-52
4	Immune cells	DC	M1	VTN	-1.39	56.1	7.79e-51
4	Immune cells	DC	M1	CRIP1	-0.45	25.1	1.96e-50
4	Immune cells	DC	M1	HMGB2	-0.42	33.6	1e-49
4	Immune cells	DC	M1	APOA1	-1.73	66.8	2.12e-49
4	Immune cells	DC	M1	NTS	-1.3	54.8	1.13e-45
4	Immune cells	DC	M1	ALB	-1.76	97.9	3.32e-45
4	Immune cells	DC	M1	H2AFZ	-0.49	66.0	1.4e-43
4	Immune cells	DC	M1	ITGAX	0.55	50.5	3.91e-42
4	Immune cells	DC	M1	NPM1	-0.34	89.5	1.3e-41
4	Immune cells	DC	M1	VCAN	0.63	44.3	2.64e-41
4	Immune cells	DC	M1	DUSP6	0.64	58.9	3.96e-41
4	Immune cells	DC	M1	SPI1	0.36	61.2	5.65e-40
4	Immune cells	DC	M1	ARL6IP1	0.26	70.2	1.86e-39
4	Immune cells	DC	M1	DDT	-0.67	68.2	5.24e-39
4	Immune cells	DC	M1	PRDX5	-0.3	62.1	8.31e-38
4	Immune cells	DC	M1	LST1	-0.41	43.9	8.65e-38
4	Immune cells	DC	M1	MT1M	0.39	8.9	4.68e-37
4	Immune cells	DC	M1	C1QB	-0.38	76.0	7.38e-37
4	Immune cells	DC	M1	MAFB	0.34	64.4	9.99e-36
4	Immune cells	DC	M1	VEGFA	0.48	60.9	3.4e-35
4	Immune cells	DC	M1	MT1H	0.65	9.9	6.97e-35
4	Immune cells	DC	M1	NUPR1	1.13	54.2	1.37e-34
4	Immune cells	DC	M1	AHSG	-1.37	56.7	5.3e-34
4	Immune cells	DC	M1	TIMP3	0.36	11.1	2.72e-33
4	Immune cells	DC	M1	CCL4	0.28	65.2	3.73e-31
4	Immune cells	DC	M1	STC1	-0.43	1.7	5.92e-30
4	Immune cells	DC	M1	GEM	0.74	43.1	1.85e-28
4	Immune cells	DC	M1	CYSTM1	0.39	59.5	3.46e-28
4	Immune cells	DC	M1	CCL3L3	0.46	55.2	8.28e-28
4	Immune cells	DC	M1	HLA-DRB1	-0.42	90.4	1.31e-25
4	Immune cells	DC	M1	NCEH1	0.56	45.8	2.7e-25
4	Immune cells	DC	M1	LPL	0.61	36.0	2.69e-24
4	Immune cells	DC	M1	RNASE6	0.34	57.7	5.44e-24
4	Immune cells	DC	M1	TUBA1C	0.28	62.2	8.67e-23
4	Immune cells	DC	M1	TREM2	0.45	47.5	2.64e-21
4	Immune cells	DC	M1	WBP5	0.49	44.7	6.97e-21
4	Immune cells	DC	M1	NLRP3	0.25	22.1	1.9e-20
4	Immune cells	DC	M1	FBP1	0.51	46.6	1.29e-19
4	Immune cells	DC	M1	MT1E	0.43	20.6	5.43e-19
4	Immune cells	DC	M1	BAG3	0.4	56.1	1.52e-18
4	Immune cells	DC	M1	RAB42	0.62	36.7	4.83e-18
4	Immune cells	DC	M1	CXCL1	0.44	20.7	1.88e-17
4	Immune cells	DC	M1	S100A9	-0.69	59.4	2.23e-17
4	Immune cells	DC	M1	THBD	0.25	17.6	2.41e-17
4	Immune cells	DC	M1	NMB	0.26	24.3	2.91e-16
4	Immune cells	DC	M1	MDM2	0.25	30.4	7.17e-13
4	Immune cells	DC	M1	SEPP1	-0.66	72.0	9.93e-12
4	Immune cells	DC	M1	TGFBI	0.44	56.7	6.47e-11
4	Immune cells	DC	M1	KMO	0.47	33.1	8.73e-11
4	Immune cells	DC	M1	ADAP2	0.28	50.9	1.06e-10
4	Immune cells	DC	M1	TM4SF19	0.39	22.8	5.13e-10
4	Immune cells	DC	M1	HBEGF	0.3	30.1	1.05e-09
4	Immune cells	DC	M1	MT2A	0.81	60.2	1.58e-09
4	Immune cells	DC	M1	FAM46A	0.38	50.7	1.8e-09
4	Immune cells	DC	M1	TUBB	-0.28	70.2	3.66e-09
4	Immune cells	DC	M1	SDS	0.59	34.6	4.29e-08
4	Immune cells	DC	M1	MT1G	1.03	23.2	2.51e-07
4	Immune cells	DC	M1	CFD	0.25	32.9	4.65e-07
4	Immune cells	DC	M1	SOCS3	0.33	47.1	1.05e-06
4	Immune cells	DC	M1	CLIC4	0.4	38.8	1.16e-06
4	Immune cells	DC	M1	GK	0.29	29.2	3.13e-06
4	Immune cells	DC	M1	HILPDA	0.49	31.4	3.89e-06
4	Immune cells	DC	M1	SLC16A10	0.34	21.8	4.31e-06
4	Immune cells	DC	M1	SLC11A1	0.26	21.6	8.55e-06
5	Immune cells	Mono/Macro	cDC1	C1QB	1.4	97.9	0
5	Immune cells	Mono/Macro	cDC1	C1QA	1.39	98.2	0
5	Immune cells	Mono/Macro	cDC1	C1QC	1.31	94.7	0
5	Immune cells	Mono/Macro	cDC1	HLA-DRA	1.27	98.8	0
5	Immune cells	Mono/Macro	cDC1	HLA-DRB1	1.27	99.0	0
5	Immune cells	Mono/Macro	cDC1	MS4A6A	1.21	95.6	0
5	Immune cells	Mono/Macro	cDC1	CD14	1.17	92.1	0
5	Immune cells	Mono/Macro	cDC1	HLA-DPA1	1.16	96.0	0
5	Immune cells	Mono/Macro	cDC1	HLA-DPB1	1.15	95.2	0
5	Immune cells	Mono/Macro	cDC1	AIF1	1.13	96.7	0
5	Immune cells	Mono/Macro	cDC1	HLA-DQA1	1.08	92.8	0
5	Immune cells	Mono/Macro	cDC1	FCER1G	1.05	96.3	0
5	Immune cells	Mono/Macro	cDC1	TYROBP	1.04	97.0	0
5	Immune cells	Mono/Macro	cDC1	HLA-DQB1	1.0	95.2	0
5	Immune cells	Mono/Macro	cDC1	MS4A7	0.94	91.1	0
5	Immune cells	Mono/Macro	cDC1	LGMN	0.96	93.3	3.18e-304
5	Immune cells	Mono/Macro	cDC1	FGL2	0.9	89.6	5.35e-300
5	Immune cells	Mono/Macro	cDC1	CD163	0.9	85.0	3.58e-275
5	Immune cells	Mono/Macro	cDC1	CYBB	0.97	85.7	5.64e-275
5	Immune cells	Mono/Macro	cDC1	LYZ	1.03	91.2	1.77e-268
5	Immune cells	Mono/Macro	cDC1	SEPP1	1.02	93.3	2.31e-243
5	Immune cells	Mono/Macro	cDC1	MS4A4A	0.87	81.2	1.01e-238
5	Immune cells	Mono/Macro	cDC1	SLC40A1	0.98	83.7	2.82e-235
5	Immune cells	Mono/Macro	cDC1	LST1	0.68	85.4	2.71e-211
5	Immune cells	Mono/Macro	cDC1	SLC38A1	-0.43	6.7	2.13e-200
5	Immune cells	Mono/Macro	cDC1	STAB1	0.86	77.7	4.05e-200
5	Immune cells	Mono/Macro	cDC1	CALD1	-0.75	7.9	1.7e-198
5	Immune cells	Mono/Macro	cDC1	LY96	0.74	82.2	3.1e-198
5	Immune cells	Mono/Macro	cDC1	FKBP11	-0.49	8.1	2.47e-196
5	Immune cells	Mono/Macro	cDC1	CAMK2N1	-0.38	5.8	2.26e-195
5	Immune cells	Mono/Macro	cDC1	LAPTM4B	-0.75	11.1	3.38e-194
5	Immune cells	Mono/Macro	cDC1	CDKN2A	-0.38	7.2	3.44e-193
5	Immune cells	Mono/Macro	cDC1	RNASE6	0.76	78.3	6.83e-193
5	Immune cells	Mono/Macro	cDC1	HPX	-0.45	6.9	9.28e-192
5	Immune cells	Mono/Macro	cDC1	KNG1	-0.43	5.8	1.48e-191
5	Immune cells	Mono/Macro	cDC1	CD3D	-1.2	9.6	8.63e-189
5	Immune cells	Mono/Macro	cDC1	PCSK1N	-0.45	7.0	5.7e-188
5	Immune cells	Mono/Macro	cDC1	ITGA1	-0.33	3.5	9.73e-188
5	Immune cells	Mono/Macro	cDC1	FGA	-0.57	8.3	1.89e-186
5	Immune cells	Mono/Macro	cDC1	MPEG1	0.76	76.6	2.47e-186
5	Immune cells	Mono/Macro	cDC1	F2	-0.72	10.3	4.64e-186
5	Immune cells	Mono/Macro	cDC1	TMEM14A	-0.26	6.5	7.3e-186
5	Immune cells	Mono/Macro	cDC1	PERP	-0.33	6.2	1.73e-185
5	Immune cells	Mono/Macro	cDC1	SQLE	-0.32	7.0	6.2e-185
5	Immune cells	Mono/Macro	cDC1	FN1	-0.54	8.3	8.27e-185
5	Immune cells	Mono/Macro	cDC1	AQP3	-0.27	5.0	2.95e-184
5	Immune cells	Mono/Macro	cDC1	ANGPTL3	-0.53	7.0	1.28e-183
5	Immune cells	Mono/Macro	cDC1	C12orf75	-0.34	7.2	1.68e-183
5	Immune cells	Mono/Macro	cDC1	FST	-0.35	5.6	1.95e-183
5	Immune cells	Mono/Macro	cDC1	MAFB	0.8	81.2	2.48e-183
5	Immune cells	Mono/Macro	cDC1	CTHRC1	-0.51	7.9	4.63e-183
5	Immune cells	Mono/Macro	cDC1	GGH	-0.47	11.0	2.28e-182
5	Immune cells	Mono/Macro	cDC1	PLG	-0.42	7.6	2.64e-182
5	Immune cells	Mono/Macro	cDC1	CPVL	0.79	74.1	3.81e-182
5	Immune cells	Mono/Macro	cDC1	ITIH2	-0.46	8.4	5.16e-182
5	Immune cells	Mono/Macro	cDC1	FOLR2	0.8	74.7	8.08e-182
5	Immune cells	Mono/Macro	cDC1	CSF1R	0.71	75.2	3.09e-181
5	Immune cells	Mono/Macro	cDC1	ORM2	-0.49	6.5	1.48e-180
5	Immune cells	Mono/Macro	cDC1	CLDN1	-0.58	10.5	2.04e-180
5	Immune cells	Mono/Macro	cDC1	TM4SF1	-0.36	4.2	2.65e-180
5	Immune cells	Mono/Macro	cDC1	TM4SF4	-0.43	7.3	6.77e-180
5	Immune cells	Mono/Macro	cDC1	ORM1	-0.68	8.6	2.03e-178
5	Immune cells	Mono/Macro	cDC1	CFI	-0.4	6.1	6.74e-178
5	Immune cells	Mono/Macro	cDC1	CCL20	-0.97	13.1	6.94e-178
5	Immune cells	Mono/Macro	cDC1	SPTBN1	-0.38	10.3	2.47e-177
5	Immune cells	Mono/Macro	cDC1	LBP	-0.65	10.1	2.52e-177
5	Immune cells	Mono/Macro	cDC1	FGL1	-0.73	11.8	3.77e-177
5	Immune cells	Mono/Macro	cDC1	UGT2B4	-0.45	7.9	5.51e-177
5	Immune cells	Mono/Macro	cDC1	FGG	-0.75	10.4	1.68e-176
5	Immune cells	Mono/Macro	cDC1	SLPI	-0.26	4.4	3.22e-176
5	Immune cells	Mono/Macro	cDC1	ASGR2	-0.33	8.1	3.82e-176
5	Immune cells	Mono/Macro	cDC1	GC	-0.78	12.3	7.86e-176
5	Immune cells	Mono/Macro	cDC1	KCTD12	0.69	79.5	1.21e-175
5	Immune cells	Mono/Macro	cDC1	DHCR24	-0.48	11.0	2.83e-174
5	Immune cells	Mono/Macro	cDC1	HRG	-0.44	7.5	1.04e-173
5	Immune cells	Mono/Macro	cDC1	FXYD1	-0.49	8.7	1.19e-173
5	Immune cells	Mono/Macro	cDC1	MRC1	0.8	76.0	1.29e-173
5	Immune cells	Mono/Macro	cDC1	KRT19	-0.27	5.5	1.48e-173
5	Immune cells	Mono/Macro	cDC1	SDC2	-0.3	8.9	2.1e-173
5	Immune cells	Mono/Macro	cDC1	ANG	-0.39	9.2	3.31e-173
5	Immune cells	Mono/Macro	cDC1	ELF3	-0.27	4.4	5.15e-173
5	Immune cells	Mono/Macro	cDC1	HPGD	-0.35	5.9	8.11e-173
5	Immune cells	Mono/Macro	cDC1	CP	-1.15	14.8	1.54e-172
5	Immune cells	Mono/Macro	cDC1	SERPIND1	-0.3	5.3	3.47e-172
5	Immune cells	Mono/Macro	cDC1	TRNP1	-0.37	7.7	1.35e-171
5	Immune cells	Mono/Macro	cDC1	DMKN	-0.41	9.5	4.5e-171
5	Immune cells	Mono/Macro	cDC1	TSPAN8	-0.58	9.7	6.84e-171
5	Immune cells	Mono/Macro	cDC1	TMEM45A	-0.28	5.7	8.58e-171
5	Immune cells	Mono/Macro	cDC1	GPC3	-0.97	17.1	9.98e-171
5	Immune cells	Mono/Macro	cDC1	LRG1	-0.44	8.6	1.66e-170
5	Immune cells	Mono/Macro	cDC1	TFPI	-1.12	19.9	2.21e-170
5	Immune cells	Mono/Macro	cDC1	MAL2	-0.48	9.5	8.75e-170
5	Immune cells	Mono/Macro	cDC1	CFB	-0.52	12.1	2.26e-169
5	Immune cells	Mono/Macro	cDC1	SERPINE1	-0.37	9.2	2.12e-168
5	Immune cells	Mono/Macro	cDC1	KDELR3	-0.29	4.8	1.16e-167
5	Immune cells	Mono/Macro	cDC1	BCHE	-0.72	13.1	1.45e-167
5	Immune cells	Mono/Macro	cDC1	LEAP2	-0.3	7.6	2.1e-167
5	Immune cells	Mono/Macro	cDC1	BLVRB	0.58	88.2	2.39e-167
5	Immune cells	Mono/Macro	cDC1	TM4SF5	-0.93	14.7	2.63e-167
5	Immune cells	Mono/Macro	cDC1	KRT8	-0.78	15.8	2.6e-166
5	Immune cells	Mono/Macro	cDC1	HULC	-0.29	6.2	4.1e-166
5	Immune cells	Mono/Macro	cDC1	AGR2	-0.47	7.5	5.7e-166
5	Immune cells	Mono/Macro	cDC1	RARRES2	-0.86	15.6	6.62e-166
5	Immune cells	Mono/Macro	cDC1	AADAC	-0.26	4.4	1.64e-165
5	Immune cells	Mono/Macro	cDC1	MST1	-0.26	7.3	3.01e-165
5	Immune cells	Mono/Macro	cDC1	FGB	-0.79	13.9	3.01e-165
5	Immune cells	Mono/Macro	cDC1	APOA2	-2.12	97.3	4.72e-164
5	Immune cells	Mono/Macro	cDC1	PLOD2	-0.29	5.1	4.75e-164
5	Immune cells	Mono/Macro	cDC1	TNFRSF12A	-0.36	10.3	7.71e-164
5	Immune cells	Mono/Macro	cDC1	PROC	-0.44	9.6	9.24e-164
5	Immune cells	Mono/Macro	cDC1	CES1	-0.36	7.1	1.42e-162
5	Immune cells	Mono/Macro	cDC1	TPM2	-0.45	12.0	3.21e-162
5	Immune cells	Mono/Macro	cDC1	PHGDH	-0.26	6.7	6.74e-161
5	Immune cells	Mono/Macro	cDC1	GPX2	-0.62	12.2	1.56e-160
5	Immune cells	Mono/Macro	cDC1	MDK	-0.59	13.2	5.27e-160
5	Immune cells	Mono/Macro	cDC1	S100A13	-0.36	11.1	7.61e-160
5	Immune cells	Mono/Macro	cDC1	SERPINA6	-0.28	4.0	1.31e-159
5	Immune cells	Mono/Macro	cDC1	TSPAN6	-0.34	6.5	1.25e-158
5	Immune cells	Mono/Macro	cDC1	GAGE2A	-0.85	14.3	1.59e-158
5	Immune cells	Mono/Macro	cDC1	FXYD2	-0.47	12.5	9.9e-158
5	Immune cells	Mono/Macro	cDC1	CFH	-0.99	19.5	1.52e-157
5	Immune cells	Mono/Macro	cDC1	NQO1	-0.44	11.5	4.6e-157
5	Immune cells	Mono/Macro	cDC1	GPNMB	0.54	86.4	5.25e-157
5	Immune cells	Mono/Macro	cDC1	WDR72	-0.27	5.6	8.28e-157
5	Immune cells	Mono/Macro	cDC1	MGST1	-0.85	17.8	2.72e-156
5	Immune cells	Mono/Macro	cDC1	CD7	-0.72	7.9	4.34e-156
5	Immune cells	Mono/Macro	cDC1	NID1	-0.29	9.2	5.53e-156
5	Immune cells	Mono/Macro	cDC1	AKR1C2	-0.41	11.8	2.09e-155
5	Immune cells	Mono/Macro	cDC1	APOH	-1.13	19.5	2.44e-155
5	Immune cells	Mono/Macro	cDC1	S100P	-0.42	8.6	7.66e-155
5	Immune cells	Mono/Macro	cDC1	AK4	-0.28	11.7	1.71e-154
5	Immune cells	Mono/Macro	cDC1	KRT18	-1.06	19.9	4.57e-154
5	Immune cells	Mono/Macro	cDC1	NPW	-0.82	15.7	1.04e-153
5	Immune cells	Mono/Macro	cDC1	SELM	-0.44	14.1	3.17e-153
5	Immune cells	Mono/Macro	cDC1	CDKN2B-AS1	-0.25	5.1	4.35e-153
5	Immune cells	Mono/Macro	cDC1	NUPR1	-0.47	16.0	6.43e-153
5	Immune cells	Mono/Macro	cDC1	GCHFR	-0.4	15.2	1.69e-151
5	Immune cells	Mono/Macro	cDC1	FCGR3A	0.71	76.8	4.91e-151
5	Immune cells	Mono/Macro	cDC1	ADAP2	0.68	72.2	2.5e-150
5	Immune cells	Mono/Macro	cDC1	C3	-0.52	13.2	4.31e-150
5	Immune cells	Mono/Macro	cDC1	IGF2	-0.64	16.3	1.52e-149
5	Immune cells	Mono/Macro	cDC1	SERPINF1	-0.45	13.2	5.18e-149
5	Immune cells	Mono/Macro	cDC1	ID1	-0.3	7.2	6.1e-149
5	Immune cells	Mono/Macro	cDC1	STEAP1	-0.3	5.7	1.13e-148
5	Immune cells	Mono/Macro	cDC1	PLA2G16	-0.26	10.6	3.66e-148
5	Immune cells	Mono/Macro	cDC1	CLU	-1.18	21.9	3.83e-148
5	Immune cells	Mono/Macro	cDC1	NUSAP1	-0.25	7.5	6.61e-148
5	Immune cells	Mono/Macro	cDC1	DRD4	-0.28	6.1	1.29e-147
5	Immune cells	Mono/Macro	cDC1	RHOB	0.67	86.4	3.53e-147
5	Immune cells	Mono/Macro	cDC1	NGFRAP1	-0.38	16.7	1.01e-145
5	Immune cells	Mono/Macro	cDC1	RBP4	-1.32	21.3	1.1e-145
5	Immune cells	Mono/Macro	cDC1	ANGPTL8	-0.89	16.1	3.29e-145
5	Immune cells	Mono/Macro	cDC1	C8orf4	-0.28	3.6	6.98e-145
5	Immune cells	Mono/Macro	cDC1	APOC3	-0.91	15.5	9.94e-144
5	Immune cells	Mono/Macro	cDC1	NR2F2	-0.28	1.9	2.2e-143
5	Immune cells	Mono/Macro	cDC1	PPP1R16A	-0.27	10.5	2.43e-142
5	Immune cells	Mono/Macro	cDC1	PRAP1	-0.81	19.2	1.64e-141
5	Immune cells	Mono/Macro	cDC1	CD2	-1.16	8.6	2.37e-140
5	Immune cells	Mono/Macro	cDC1	COL18A1	-0.27	5.7	4.32e-140
5	Immune cells	Mono/Macro	cDC1	ALB	-2.0	96.9	1.22e-139
5	Immune cells	Mono/Macro	cDC1	MEG3	-0.29	8.2	2.71e-139
5	Immune cells	Mono/Macro	cDC1	TRAC	-1.02	8.5	3.69e-138
5	Immune cells	Mono/Macro	cDC1	DEFB1	-0.27	6.5	6.24e-138
5	Immune cells	Mono/Macro	cDC1	TUBA4A	-0.41	6.9	1.03e-137
5	Immune cells	Mono/Macro	cDC1	TOP2A	-0.34	5.8	3.06e-137
5	Immune cells	Mono/Macro	cDC1	ITM2A	-0.63	7.2	4.08e-137
5	Immune cells	Mono/Macro	cDC1	AKR1C4	-0.94	21.0	1.29e-136
5	Immune cells	Mono/Macro	cDC1	CXCL17	-0.68	12.1	5.03e-136
5	Immune cells	Mono/Macro	cDC1	PROS1	-0.27	12.1	2.35e-135
5	Immune cells	Mono/Macro	cDC1	GSTP1	0.54	86.3	2.4e-135
5	Immune cells	Mono/Macro	cDC1	UBE2C	-0.27	4.0	1.12e-134
5	Immune cells	Mono/Macro	cDC1	AGT	-1.27	26.1	1.36e-133
5	Immune cells	Mono/Macro	cDC1	MARCKSL1	-0.35	16.7	4.17e-133
5	Immune cells	Mono/Macro	cDC1	ASGR1	-0.5	18.5	1.57e-132
5	Immune cells	Mono/Macro	cDC1	GPR34	0.7	64.3	1.76e-132
5	Immune cells	Mono/Macro	cDC1	AKR1C3	-1.14	26.4	4.88e-131
5	Immune cells	Mono/Macro	cDC1	CFHR1	-0.32	6.1	5.28e-131
5	Immune cells	Mono/Macro	cDC1	KIAA0101	-0.26	6.5	7.37e-131
5	Immune cells	Mono/Macro	cDC1	TRBC2	-0.81	7.6	3.24e-130
5	Immune cells	Mono/Macro	cDC1	TRBC1	-0.99	6.2	6.71e-130
5	Immune cells	Mono/Macro	cDC1	CENPF	-0.26	5.5	5.78e-129
5	Immune cells	Mono/Macro	cDC1	UGDH	-0.31	16.0	8.21e-129
5	Immune cells	Mono/Macro	cDC1	IGFBP1	-0.62	11.7	1.14e-128
5	Immune cells	Mono/Macro	cDC1	PTTG1	-0.44	13.6	1.2e-128
5	Immune cells	Mono/Macro	cDC1	SLC9A3R1	-0.27	14.8	1.34e-128
5	Immune cells	Mono/Macro	cDC1	ODC1	-0.31	15.8	2.28e-128
5	Immune cells	Mono/Macro	cDC1	PTGR1	-0.25	7.3	3.02e-128
5	Immune cells	Mono/Macro	cDC1	XCL1	-0.3	1.6	8.33e-127
5	Immune cells	Mono/Macro	cDC1	AZGP1	-0.28	4.4	1.64e-126
5	Immune cells	Mono/Macro	cDC1	EBP	-0.34	18.4	5.28e-126
5	Immune cells	Mono/Macro	cDC1	APOB	-1.22	25.3	1.03e-125
5	Immune cells	Mono/Macro	cDC1	AKR1B10	-0.71	16.6	2.6e-125
5	Immune cells	Mono/Macro	cDC1	TIGIT	-0.52	5.4	9.61e-125
5	Immune cells	Mono/Macro	cDC1	PON2	-0.35	18.3	1.67e-124
5	Immune cells	Mono/Macro	cDC1	IGFBP3	-0.28	3.3	1.67e-124
5	Immune cells	Mono/Macro	cDC1	FCGR2A	0.61	74.9	1.79e-124
5	Immune cells	Mono/Macro	cDC1	GPX3	-0.31	17.7	4.01e-124
5	Immune cells	Mono/Macro	cDC1	SPOCK2	-0.46	6.0	5.49e-124
5	Immune cells	Mono/Macro	cDC1	KLRB1	-0.97	5.8	8.43e-124
5	Immune cells	Mono/Macro	cDC1	CD27	-0.42	4.2	1.19e-123
5	Immune cells	Mono/Macro	cDC1	IFNG	-0.83	1.9	1.05e-122
5	Immune cells	Mono/Macro	cDC1	HIST1H1C	-0.48	22.7	1.74e-122
5	Immune cells	Mono/Macro	cDC1	APOM	-1.38	30.4	3.54e-122
5	Immune cells	Mono/Macro	cDC1	GCLM	-0.3	17.8	3.48e-121
5	Immune cells	Mono/Macro	cDC1	LAIR2	-0.31	2.6	7.6e-119
5	Immune cells	Mono/Macro	cDC1	NDRG1	-0.3	18.4	1.5e-118
5	Immune cells	Mono/Macro	cDC1	ICOS	-0.41	5.1	5.68e-118
5	Immune cells	Mono/Macro	cDC1	AMBP	-1.48	32.7	6.28e-118
5	Immune cells	Mono/Macro	cDC1	HMGCS1	-0.32	16.0	6.49e-118
5	Immune cells	Mono/Macro	cDC1	XCL2	-0.36	1.4	3.14e-117
5	Immune cells	Mono/Macro	cDC1	MKI67	-0.26	4.5	1.57e-116
5	Immune cells	Mono/Macro	cDC1	GZMA	-0.85	4.8	1.64e-116
5	Immune cells	Mono/Macro	cDC1	MPST	-0.48	24.1	2.5e-116
5	Immune cells	Mono/Macro	cDC1	LBH	-0.33	6.5	8.64e-116
5	Immune cells	Mono/Macro	cDC1	OCIAD2	-0.3	5.7	2.41e-115
5	Immune cells	Mono/Macro	cDC1	ALDH1A1	-0.37	17.3	5.17e-115
5	Immune cells	Mono/Macro	cDC1	RCN1	-0.28	18.8	2.29e-114
5	Immune cells	Mono/Macro	cDC1	AC092580.4	-0.29	2.7	5.2e-114
5	Immune cells	Mono/Macro	cDC1	TNFRSF18	-0.69	8.1	5.63e-113
5	Immune cells	Mono/Macro	cDC1	ASPH	-0.5	27.3	7.49e-113
5	Immune cells	Mono/Macro	cDC1	MPC2	-0.51	34.3	8.65e-113
5	Immune cells	Mono/Macro	cDC1	IL7R	-0.89	10.5	1.49e-112
5	Immune cells	Mono/Macro	cDC1	GZMK	-0.54	3.5	1.02e-111
5	Immune cells	Mono/Macro	cDC1	NKG7	-0.74	5.3	3.78e-111
5	Immune cells	Mono/Macro	cDC1	LTB	-1.45	16.4	8.23e-111
5	Immune cells	Mono/Macro	cDC1	LGALS1	0.32	96.8	8.74e-111
5	Immune cells	Mono/Macro	cDC1	PLEK	0.55	76.8	2.29e-110
5	Immune cells	Mono/Macro	cDC1	CYR61	-0.25	1.0	2.78e-110
5	Immune cells	Mono/Macro	cDC1	TNFSF14	-0.27	4.6	4.36e-110
5	Immune cells	Mono/Macro	cDC1	CRIP1	-0.69	15.0	2.63e-109
5	Immune cells	Mono/Macro	cDC1	MSR1	0.55	73.1	3.18e-109
5	Immune cells	Mono/Macro	cDC1	TTR	-1.33	30.9	3.97e-109
5	Immune cells	Mono/Macro	cDC1	PTGDS	-0.61	14.5	6.35e-109
5	Immune cells	Mono/Macro	cDC1	IGHA1	-0.78	6.1	2.06e-108
5	Immune cells	Mono/Macro	cDC1	CTLA4	-0.34	6.0	6.4e-108
5	Immune cells	Mono/Macro	cDC1	CD40LG	-0.29	3.7	5.82e-107
5	Immune cells	Mono/Macro	cDC1	DUSP4	-0.38	8.0	4.22e-103
5	Immune cells	Mono/Macro	cDC1	SOX4	-0.26	19.4	1.26e-102
5	Immune cells	Mono/Macro	cDC1	LGALS3	0.51	82.2	5.16e-102
5	Immune cells	Mono/Macro	cDC1	SNRPN	-0.27	19.9	1.22e-101
5	Immune cells	Mono/Macro	cDC1	C1orf162	0.58	71.4	1.47e-101
5	Immune cells	Mono/Macro	cDC1	TF	-1.42	40.2	2.36e-101
5	Immune cells	Mono/Macro	cDC1	SPI1	0.56	69.9	4.57e-101
5	Immune cells	Mono/Macro	cDC1	SGK1	0.54	77.9	1.43e-100
5	Immune cells	Mono/Macro	cDC1	COL4A1	-0.38	0.9	2.55e-100
5	Immune cells	Mono/Macro	cDC1	GNLY	-0.62	3.2	2.88e-100
5	Immune cells	Mono/Macro	cDC1	AKR1C1	-1.3	38.6	1.14e-98
5	Immune cells	Mono/Macro	cDC1	COL1A1	-0.37	2.4	1.83e-98
5	Immune cells	Mono/Macro	cDC1	GDF15	-0.3	20.7	7.44e-98
5	Immune cells	Mono/Macro	cDC1	SOD2	0.48	85.9	8e-97
5	Immune cells	Mono/Macro	cDC1	ACTA2	-0.25	4.9	6.27e-96
5	Immune cells	Mono/Macro	cDC1	C1orf54	0.6	65.2	7.07e-96
5	Immune cells	Mono/Macro	cDC1	VTN	-1.57	47.8	3.7e-95
5	Immune cells	Mono/Macro	cDC1	MEF2C	0.53	67.5	2.75e-94
5	Immune cells	Mono/Macro	cDC1	TGFBI	0.56	72.2	5.19e-94
5	Immune cells	Mono/Macro	cDC1	CD69	-1.19	17.1	6.35e-93
5	Immune cells	Mono/Macro	cDC1	A2M	0.52	78.6	4.81e-92
5	Immune cells	Mono/Macro	cDC1	FDPS	-0.48	29.8	1.1e-91
5	Immune cells	Mono/Macro	cDC1	NRP1	0.53	72.2	2.05e-91
5	Immune cells	Mono/Macro	cDC1	SPINK1	-1.63	55.3	2.46e-91
5	Immune cells	Mono/Macro	cDC1	TNFRSF4	-0.68	12.5	3.33e-90
5	Immune cells	Mono/Macro	cDC1	AFP	-1.39	46.8	4.35e-89
5	Immune cells	Mono/Macro	cDC1	LPAR6	0.61	65.6	4.96e-89
5	Immune cells	Mono/Macro	cDC1	AHSG	-1.64	46.4	7.99e-89
5	Immune cells	Mono/Macro	cDC1	MNDA	0.59	62.7	1.27e-88
5	Immune cells	Mono/Macro	cDC1	IGFBP7	-0.93	7.1	7.01e-88
5	Immune cells	Mono/Macro	cDC1	APOC1	0.61	95.0	2.22e-86
5	Immune cells	Mono/Macro	cDC1	IER3	0.61	83.3	3.1e-86
5	Immune cells	Mono/Macro	cDC1	RB1CC1	-0.28	28.4	3.45e-86
5	Immune cells	Mono/Macro	cDC1	IGHG4	-2.91	9.6	2.33e-85
5	Immune cells	Mono/Macro	cDC1	IGHG1	-3.08	9.3	4.38e-85
5	Immune cells	Mono/Macro	cDC1	F13A1	0.73	58.3	6.98e-85
