DC	Mono/Macro	CD8T	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	B	Endothelial	Mast
GID8	0.20311	0.15874	0.11256	0.29783	0.12355	0.16459	0.17614	0.23894	0.13787	0.18872	0.15798
SLC17A9	0.07062	0.06012	0.00965	0.22369	0.19607	0.00995	0.04517	0.08051	0.05623	0.01236	0.02573
HAR1B	0.00031	0.00022	0.00163	0.00016	0.00036	0.00372	0	0.00051	0	0	0
HAR1A	2e-04	0.00079	0.00329	0.00245	0.00152	0.00527	0.00777	0	0	0.00275	0
YTHDF1	0.11816	0.11201	0.09041	0.19273	0.08869	0.0921	0.14071	0.1419	0.09922	0.13212	0.17517
RP5-963E22.6	0.00015	0.00014	0.00061	0.00304	0	0	0	0.00164	0	0	0
BIRC7	0.03619	0.00981	0.00073	0.00449	0.00441	0.00171	0.00477	0.00653	0.00202	0	0
ARFGAP1	0.069	0.07346	0.03479	0.14212	0.17996	0.04012	0.06977	0.07699	0.0282	0.09529	0.02366
EEF1A2	0.00137	0.0013	0.00194	0.01621	0.01324	0.00911	0	0.00194	0.00441	0.02369	0
PPDPF	0.94775	0.46049	0.8162	0.88653	0.61051	0.7252	0.76667	0.77018	0.57638	0.68812	0.87543
PTK6	0.01081	0.00507	0.00798	0.11321	0.0729	0.00237	0	0.00491	0.00316	0	0.01569
RP4-697K14.15	0.00025	0	0.001	0.00158	0.00331	0	0.00181	0	0.00412	0	0
C20orf195	0	0	0.00207	0.00112	0.00146	0.00106	0	0	0.0035	0.00276	0
HELZ2	0.0318	0.0351	0.07738	0.07124	0.06612	0.08815	0.05557	0.03575	0.05531	0.09276	0.04937
GMEB2	0.02092	0.02639	0.03727	0.04983	0.03603	0.03678	0.03624	0.05479	0.03151	0.05006	0.01413
CTD-3184A7.4	0.02588	0.03222	0.06856	0.07782	0.07875	0.0333	0.02237	0.02668	0.05777	0.03216	0
STMN3	0.00225	0.00504	0.06976	0.01165	0.0079	0.04693	0.08417	0.02072	0.0121	0.07162	0.02723
RTEL1-TNFRSF6B	0.00101	0.00306	0.00057	0.00033	8e-04	0	0.00189	0.00138	0	0	0
ARFRP1	0.11933	0.13344	0.08142	0.20496	0.11991	0.16239	0.18844	0.17318	0.10401	0.25985	0.06985
ZGPAT	0.00116	0.00462	0.00363	0.00272	2e-04	0.00493	0	0.00105	0.00221	0.00961	0
RP4-583P15.15	0.00035	0.00121	0.00078	0.00077	0.00057	0.00259	0.00131	0.00047	0.00026	0	0
RP4-583P15.16	0	0.00047	0.00129	0.00047	0.00104	0	0	0	0.00159	0	0
LIME1	0.00018	0.00024	0.00202	0.00146	0.00043	0.00102	0	0.00146	0	0	0
SLC2A4RG	0.14167	0.08506	0.20263	0.33059	0.16144	0.18244	0.2275	0.27242	0.05827	0.13403	0.0352
ZBTB46	0.02622	0.03497	0.00338	0.01133	0.01141	0.01059	0.07888	0.02265	0.00086	0.10136	0
RP4-583P15.10	0	0.00022	0.00132	0.00134	0.00327	0.00241	0	0.00235	0	0	0
RP4-591C20.9	0.03252	0.02409	0.00782	0.01609	0.01955	0.01287	0.01369	0.03089	0	0.01532	0
TPD52L2	0.41715	0.3007	0.07383	0.17261	0.10368	0.09578	0.2097	0.32233	0.06369	0.19227	0.16127
DNAJC5	0.15308	0.12932	0.0582	0.10537	0.07307	0.04331	0.0524	0.129	0.04441	0.0866	0.04868
UCKL1	0.06454	0.06471	0.05396	0.09038	0.04708	0.05435	0.09349	0.08322	0.04895	0.05698	0.0754
UCKL1-AS1	0.00352	0.00576	0.01437	0.00367	0.00169	0.00351	0.00365	0.00633	0.00244	0.00818	0
ZNF512B	0.01624	0.01892	0.01774	0.069	0.06718	0.03619	0.04654	0.0199	0.0063	0.06755	0.04418
SAMD10	0.00786	0.00877	0.02663	0.03431	0.03396	0.03678	0.01055	0.01586	0.01621	0.00328	0.03497
PRPF6	0.24985	0.22936	0.19581	0.30535	0.14045	0.24547	0.31097	0.30059	0.17948	0.2646	0.17124
LINC00176	0.00193	0.00132	0.0178	0.02654	0.01548	0.00407	0.00112	0.00507	0.00193	0.04846	0
SOX18	0.00152	0.00045	0.00849	0.02458	0.00804	0	0.01738	0.00051	0	0.72928	0
TCEA2	0.06751	0.071	0.0497	0.10343	0.0561	0.0579	0.26562	0.06316	0.07806	0.2167	0.08171
RGS19	0.30654	0.40829	0.16823	0.05959	0.03622	0.16694	0.09498	0.37914	0.48173	0.09316	0.20907
OPRL1	0.01664	0.02369	0.00299	0.00126	0.00118	0.00155	0.00162	0.01438	0.01029	0.00458	0
LKAAEAR1	0.01854	0.00671	0.00485	0.0015	0.00059	0	0.00579	0.03717	0.0156	0	0
MYT1	0.00017	0.00024	0	0.00062	0	0	0	0	0.005	0	0
PCMTD2	0.06759	0.09714	0.05165	0.17481	0.13867	0.07679	0.13241	0.07435	0.05036	0.19681	0.06046
LINC00266-1	0.00063	0.00032	0.00062	0.00032	0	0	0	0.00106	0	0	0
CTD-3113P16.11	0.0068	0.00802	0.00228	0.00682	0.00542	0.00627	0.00918	0.00925	0	0.00465	0.01274
PLPP2	0.00342	0.00666	0.01802	0.47952	0.26664	0.01	0.00623	0.00949	0.01107	0.1066	0.02104
MIER2	0.04838	0.04616	0.01167	0.03247	0.02442	0.01588	0.04121	0.04751	0.02791	0.09192	0.01709
C2CD4C	0	0	0	0.00062	0.00051	0.0069	0	0	0.00153	0.00703	0
SHC2	0.00848	0.00609	0.00701	0.11901	0.14913	0.01103	0.1715	0.00629	0.00802	0.18732	0.00889
MADCAM1	0.00093	0.00227	0.00256	0.00314	0.00661	0.00371	0.00765	0.00276	0.00263	0.08359	0
AC005775.2	0	0.00051	0.00071	0.00136	0.00036	0	0	0	0	0	0
TPGS1	0.16016	0.17662	0.12739	0.13064	0.08919	0.1888	0.33095	0.16873	0.10613	0.27353	0.14355
CDC34	0.1191	0.10418	0.13	0.14673	0.06808	0.11299	0.20629	0.13898	0.08041	0.16089	0.11093
GZMM	0.0056	0.01045	0.51903	0.02275	0.02316	0.26406	0.01327	0.08162	0.05524	0.05911	0.05088
AC009005.2	0.01122	0.00647	0.00097	0.00973	0.00667	0.00271	0.00249	0.01428	0.00054	0.00889	0
BSG	0.63142	0.5636	0.30638	0.62474	0.37233	0.36701	0.9114	0.69306	0.23623	0.7703	0.29322
HCN2	0.00252	0.00238	0.00834	9e-04	0.00093	0.00696	0.00192	0.00355	0.01096	0	0
POLRMT	0.03915	0.04747	0.04707	0.06229	0.04345	0.0364	0.03747	0.05343	0.01745	0.08566	0.03802
FGF22	0.00022	0.00133	0.02116	0.00117	0.00261	0.00278	0	5e-04	0.00476	0.00748	0
RNF126	0.12175	0.11441	0.21169	0.13379	0.06972	0.17738	0.16615	0.19469	0.2056	0.19054	0.11697
AC004156.3	0.00086	0	0.00059	0.00039	0.00164	0	0	0.00188	0	0	0
FSTL3	0.02094	0.01989	0.00505	0.04092	0.02335	0.01116	0.12181	0.01092	0.0076	0.04817	0.02688
PRSS57	0.00038	0.00045	0.00096	0.00036	0	0	0	0	0	0	0
PALM	0.00295	0.00224	0.00163	0.01089	0.00578	0	0.06363	0.00068	0	0.23755	0
MISP	0.00124	0.00144	0.01122	0.24469	0.1706	0.00071	0	0.00071	0.00551	0.01387	0.00984
AC006273.4	0.00029	2e-04	0.00022	0.00685	0.00151	0	0	0	0.00324	0	0
AC006273.5	0	0	0	0.00597	0.00598	0	0	0.00049	0	0.00802	0
PTBP1	0.353	0.30402	0.29495	0.32491	0.19887	0.24063	0.37494	0.4529	0.22301	0.5373	0.26938
AZU1	0.00934	0.00438	0.00092	0.00043	0	0	0.00085	0.00386	0	0	0
CFD	0.45879	0.59709	0.01581	0.10997	0.05657	0.00773	0.1098	0.14043	0.02482	0.00365	0.00856
MED16	0.10047	0.10812	0.06401	0.0952	0.07197	0.06846	0.11642	0.14196	0.09255	0.07651	0.06372
R3HDM4	0.10918	0.10276	0.19468	0.14636	0.09566	0.22029	0.10327	0.11501	0.20286	0.19345	0.14056
KISS1R	0.00981	0.00198	0.00839	0.01049	0.00625	0.00238	0	0.00545	0.00689	0	0
ARID3A	0.14439	0.11934	0.05571	0.11331	0.06476	0.05975	0.08508	0.12983	0.21775	0.05294	0.05778
WDR18	0.14464	0.16818	0.0721	0.15153	0.05112	0.12162	0.18988	0.18647	0.05076	0.1261	0.04686
LLNLR-284B4.2	0.00012	0.00018	0.00231	0.00011	0.00056	0	0	0	0.00268	0	0.01186
GRIN3B	0.00425	0.00187	0.00152	5e-05	0.00077	0.00147	0.00162	0.00045	0	0.0057	0
TMEM259	0.23992	0.27206	0.28584	0.25435	0.27763	0.27025	0.32162	0.27251	0.31336	0.61306	0.16124
CNN2	0.2813	0.39138	0.40601	0.13301	0.08829	0.28975	0.27459	0.49236	0.26807	0.23753	0.25686
ABCA7	0.03777	0.04914	0.04209	0.08823	0.05322	0.03203	0.01661	0.04791	0.03729	0.03238	0.00893
HMHA1	0.17477	0.24281	0.22439	0.06549	0.04553	0.1921	0.05529	0.29173	0.1903	0.03315	0.06703
POLR2E	0.37132	0.39113	0.19449	0.2667	0.11469	0.2727	0.37808	0.48317	0.19041	0.33023	0.23703
GPX4	1.71087	1.66715	0.7472	1.2056	0.63497	0.99085	1.21757	1.61174	0.85411	0.88761	1.53764
SBNO2	0.07549	0.09353	0.1062	0.07194	0.08192	0.1108	0.11673	0.07721	0.06333	0.36055	0.04643
STK11	0.10256	0.11657	0.07524	0.08808	0.07704	0.10277	0.14574	0.16551	0.06852	0.11351	0.12102
CBARP	0.01789	0.00931	0.0034	0.00503	0.00663	0.00343	0.02201	0.01089	0.00365	0.01062	0
ATP5D	1.04051	1.15681	0.59351	0.93576	0.45989	1.03479	1.26861	1.27256	0.63044	0.89269	0.72002
MIDN	0.41566	0.33816	0.6038	0.36137	0.27667	0.25306	0.48383	0.34283	0.6523	0.98868	0.56003
CIRBP	0.66659	0.81274	0.82353	0.47403	0.36497	1.17219	1.18126	0.75106	0.86697	0.97674	1.10779
CIRBP-AS1	0.00392	0.00188	0	0.00136	0.00067	0	0.00082	0.00217	0	0.01188	0
C19orf24	0.44893	0.41745	0.22732	0.28213	0.11942	0.38405	0.32646	0.46795	0.20051	0.32687	0.09735
MUM1	0.09084	0.10634	0.10775	0.12313	0.13512	0.11994	0.27619	0.12515	0.1102	0.22448	0.24952
EFNA2	0	0	0	0.00066	0	0	0	0	0	0	0
NDUFS7	0.50305	0.59888	0.22798	0.41997	0.18015	0.37058	0.57093	0.72518	0.24161	0.37616	0.38145
AC005329.7	2e-04	0.00073	0.00065	4e-04	0.00218	0	0.0037	0.00039	0	0	0
GAMT	0.15646	0.1538	0.04145	0.42097	0.12948	0.05822	0.32488	0.1462	0.03107	0.02497	0.05958
DAZAP1	0.15801	0.17336	0.15785	0.18337	0.11093	0.14413	0.18359	0.32311	0.14186	0.20928	0.17561
RPS15	2.9131	3.00915	3.24836	2.53129	1.72201	3.4481	3.05665	3.10694	3.16116	2.84678	3.24595
CTB-25B13.5	0.0052	0.00394	0.02365	0.00314	0.00374	0.00874	0.01063	0.00845	0.00564	0.0287	0
APC2	0.00019	0.00031	0.00118	0.00026	0	0.00157	0	0	0.00271	0	0
CTB-25B13.12	0.00413	0.00177	0.00131	0.00551	0.00347	0.00283	0.00793	0.00175	0	0	0.00638
C19orf25	0.1242	0.12912	0.17994	0.125	0.10935	0.20093	0.12901	0.17948	0.14865	0.19507	0.07459
PCSK4	0.00399	0.00667	0.00298	0.01138	0.01476	0.00144	0.00387	0.00381	0	0	0
REEP6	0.01454	0.01292	0.00443	0.10306	0.04655	0.00935	0.01205	0.00723	0.00172	0.00822	0.00889
ADAMTSL5	0.00041	0.00067	0.00344	0.01169	0.00605	0.00511	0	0.00124	0.00067	0	0
CTB-25B13.9	2e-04	0	0.00019	0.00029	0.00119	0	0	0	0	0	0
MEX3D	0.04585	0.02658	0.01541	0.02881	0.01641	0.01166	0.10149	0.0464	0	0.10413	0.00638
MBD3	0.1173	0.1149	0.04168	0.06592	0.06756	0.04039	0.14734	0.16911	0.04397	0.18033	0.02812
UQCR11	1.23303	1.32788	0.80635	1.15695	0.50393	1.23831	1.3095	1.34474	0.63411	1.07279	0.80818
TCF3	0.07587	0.08875	0.04547	0.05322	0.03828	0.0516	0.08841	0.1288	0.16103	0.09576	0.04528
AC005256.1	0	0	0.00165	0.01291	0.01043	0	0	0.00055	0	0	0
ONECUT3	0	0.00031	0.00557	0.12473	0.07897	0.00431	0	0	0.00346	0.00885	0
ATP8B3	0.01343	0.01413	0.00975	0.00628	0.00413	0.01163	0.0105	0.08989	0.00726	0.02219	0
REXO1	0.05048	0.05404	0.08373	0.04207	0.04251	0.09238	0.09068	0.08023	0.07201	0.13001	0.0257
CTB-31O20.3	0.00021	0.00015	0.00198	0.00057	0.00018	0.00157	0	0.00041	0	0	0
KLF16	0.07405	0.06391	0.09571	0.06071	0.03332	0.03782	0.05494	0.07531	0.10892	0.13917	0.06197
CTB-31O20.2	0.01476	0.0206	0.04124	0.01254	0.00995	0.03717	0.02042	0.03152	0.01978	0.017	0.01909
ABHD17A	0.32586	0.35115	0.57558	0.16013	0.1245	0.56448	0.34155	0.42798	0.1683	0.62372	0.10343
SCAMP4	0.12017	0.13586	0.0991	0.12029	0.11639	0.07571	0.09867	0.14362	0.08954	0.17563	0.04295
ADAT3	0.00277	0.00256	0.00585	0.00432	0.00279	0.00568	0.00947	0.00592	0.00329	0.00468	0
CSNK1G2	0.09668	0.10839	0.31949	0.10155	0.10842	0.22659	0.19283	0.19192	0.18803	0.23994	0.13823
BTBD2	0.06791	0.06912	0.04279	0.08078	0.05996	0.04832	0.06602	0.07025	0.02931	0.08544	0.04376
MKNK2	0.25382	0.28443	0.29331	0.11071	0.09672	0.30024	0.24305	0.24393	0.43723	0.26626	0.17555
MOB3A	0.19486	0.19216	0.15329	0.0338	0.02623	0.22054	0.09702	0.1925	0.28341	0.07027	0.10318
IZUMO4	0.00863	0.00816	0.02173	0.00614	0.00865	0.123	0.00467	0.01934	0.03368	0	0
AP3D1	0.1689	0.198	0.1015	0.15176	0.10496	0.12003	0.16229	0.24306	0.07285	0.17225	0.08882
DOT1L	0.08521	0.05197	0.03142	0.03909	0.03793	0.03674	0.04608	0.10072	0.04284	0.08273	0.03961
PLEKHJ1	0.21132	0.20146	0.12712	0.18303	0.09352	0.20581	0.20732	0.33557	0.17185	0.0751	0.0273
SF3A2	0.07846	0.08042	0.11397	0.08514	0.0456	0.10276	0.10996	0.15437	0.09423	0.11888	0.09167
AMH	0.00073	0	8e-04	0.0058	0.00384	0	0.00089	0.00191	0.0013	0.00308	0
JSRP1	0.00182	0.00121	0.00277	0.00131	0.00077	0.00721	0.00141	0.00243	0.09778	0	0
OAZ1	2.4243	2.50272	1.7927	1.26014	0.74094	2.20942	1.56915	2.52021	1.79638	1.1792	1.58074
C19orf35	0.00161	0.00542	0.00247	9e-05	0.00109	0	0	0.00191	0	0	0
LINGO3	0.00111	0.00173	0.00166	0.00016	0	0	0	0.00158	0.00695	0	0
LSM7	0.46051	0.57969	0.44031	0.65528	0.27055	0.64119	0.75328	0.84737	0.61834	0.55305	0.37536
SPPL2B	0.05124	0.05919	0.04179	0.11813	0.13697	0.04314	0.09816	0.09076	0.15322	0.12738	0.04948
TMPRSS9	0.00232	0.00041	0.00031	0.00641	0.00575	0	0.00255	0.00197	0	0	0
TIMM13	0.46963	0.50818	0.12814	0.69272	0.22383	0.23789	0.55738	0.53702	0.1474	0.40441	0.14154
LMNB2	0.05392	0.04362	0.03311	0.0408	0.01358	0.04278	0.05143	0.24455	0.01704	0.08931	0.00801
GADD45B	1.30911	1.4112	0.77567	0.29404	0.35456	0.43447	0.98842	1.15241	0.53177	0.76822	1.23719
GNG7	0.02576	0.03069	0.00613	0.01666	0.01298	0	0.01424	0.0114	0.43638	0.10561	0.02174
CTC-265F19.3	0.0011	0.00114	0	0	0	0	0	0.00146	0	0	0
DIRAS1	0.00296	0.00063	0.00032	0.00021	0.00059	8e-04	0.01201	0	0.02119	0	0
SLC39A3	0.10524	0.13184	0.0492	0.07726	0.04319	0.07107	0.11654	0.15108	0.15439	0.10228	0.08053
SGTA	0.1614	0.16442	0.05632	0.07598	0.05888	0.07591	0.1464	0.21833	0.09109	0.11506	0.0676
THOP1	0.06505	0.05786	0.02157	0.06467	0.03227	0.0318	0.0561	0.13148	0.02407	0.04036	0.00896
ZNF554	0.00431	0.00458	0.00382	0.00705	0.00332	0.00469	0.01246	0.00424	0.00331	0.00105	0
ZNF555	0.01376	0.02513	0.00878	0.01265	0.00982	0.00292	0.02177	0.01787	0.01363	0.01588	0
ZNF556	0	6e-04	0.00034	0.00088	0.00028	0	0	0	0.00313	0	0
ZNF57	0.00557	0.00802	0.00498	0.00967	0.00581	0.00493	0.00507	0.00918	0.00139	0.00885	0.01941
AC006277.2	0.00044	6e-04	0.00027	0.00017	0.00049	0	0	0	0	0	0
ZNF77	0.00833	0.00802	0.00723	0.0078	0.00687	0.00601	0.01184	0.00943	0.00607	0.01217	0.02465
TLE6	0.00742	0.00306	0.00101	0.013	0.00438	0.00445	0.00894	0.00411	0	0	0
TLE2	0.00486	0.00239	0.00544	0.03804	0.0237	0.01762	0.10766	0.00787	0	0.08616	0
AES	0.58407	0.55899	0.81839	0.40017	0.38551	0.88469	0.80384	0.74393	0.56058	0.81137	0.3014
AC005944.2	0.00016	0.00022	0.00138	0.00093	0	0	0.00094	0.00171	0.00056	0.00885	0
GNA11	0.03216	0.02877	0.00376	0.09246	0.05152	0.00383	0.14971	0.05234	0.00464	0.25036	0
GNA15	0.32038	0.24029	0.1357	0.03719	0.03105	0.19054	0.06754	0.27032	0.00997	0.01654	0.21621
AC005264.2	0.00485	0.00437	0.00447	0.00032	0	0	0.00347	0.00701	0	0.00333	0.01156
S1PR4	0.02172	0.04311	0.24443	0.01066	0.01225	0.22769	0.00925	0.10131	0.1365	0.03751	0.02093
NCLN	0.11003	0.09129	0.04213	0.14614	0.08535	0.0399	0.1199	0.13	0.05518	0.12635	0.06612
CELF5	0.00068	0	0.00031	0.01621	0.01339	0.00124	0.00449	0.00079	0	0	0
NFIC	0.27748	0.30355	0.07947	0.17899	0.11906	0.08121	0.47501	0.31997	0.05108	0.62895	0.13951
SMIM24	0.00296	0.00033	0.00642	0.14314	0.08974	0.00105	0.00137	0.00172	0.00371	0.01268	0.00499
DOHH	0.05199	0.05828	0.05406	0.05117	0.02764	0.06886	0.07331	0.10088	0.05286	0.05604	0.05601
FZR1	0.06738	0.06415	0.06967	0.05518	0.05504	0.06104	0.06006	0.13473	0.03824	0.06284	0.06855
MFSD12	0.45267	0.32097	0.05261	0.05794	0.05039	0.0784	0.14651	0.24815	0.08864	0.13747	0.04297
C19orf71	0	0	0.00097	7e-04	0.00388	0	0	0	0	0	0
HMG20B	0.22812	0.16542	0.06997	0.10859	0.07776	0.12293	0.24611	0.27958	0.03929	0.19625	0.10362
GIPC3	0.01552	0.00196	0.00103	0.00035	0.00048	0	0.02155	0.00123	0	0.10977	0.01463
TBXA2R	0.00178	0.00064	0.00037	0.00045	0	0	0.01719	4e-04	0.00278	0.10371	0
CACTIN	0.02242	0.02181	0.02368	0.02162	0.02385	0.01131	0.03887	0.03001	0.01863	0.03701	0.0086
PIP5K1C	0.08437	0.10066	0.03323	0.03347	0.02441	0.04143	0.09597	0.09775	0.03268	0.14141	0.01297
TJP3	0.00086	0.00067	0.01274	0.12067	0.08839	0.00716	0	0.00051	0.00637	0.00181	0
APBA3	0.04242	0.04123	0.04652	0.02957	0.01342	0.06417	0.03196	0.0465	0.02481	0.0365	0.00949
MRPL54	0.60454	0.56026	0.30435	0.32923	0.14136	0.5282	0.42201	0.79293	0.36308	0.31387	0.40919
MATK	0.39745	0.14758	0.18338	0.00738	0.02281	0.01526	0.04791	0.15408	0.01578	0.03045	0.13955
ZFR2	0.00021	0	0.00139	0.00051	0	0.00143	0	0	0	0	0
DAPK3	0.06821	0.05604	0.04355	0.05671	0.04828	0.05947	0.17532	0.07653	0.05165	0.22467	0.0118
EEF2	1.018	1.09747	1.03915	1.06663	0.56041	1.18545	1.56285	1.06521	1.21324	1.35651	0.86899
PIAS4	0.05705	0.05343	0.04179	0.05207	0.04049	0.05034	0.04992	0.06037	0.05697	0.05771	0.03683
ZBTB7A	0.27492	0.26353	0.28645	0.22711	0.20994	0.15801	0.2803	0.25973	0.30268	0.29066	0.16423
MAP2K2	0.36693	0.41457	0.3244	0.59231	0.28806	0.404	0.55997	0.49865	0.28542	0.39803	0.13597
CREB3L3	0.00171	0.00164	0.00179	0.03428	0.01578	0.01903	0.00179	0.00512	0.00153	0	0.01864
SIRT6	0.06065	0.06519	0.02855	0.08339	0.05186	0.06028	0.07315	0.09419	0.01957	0.09596	0.02056
ANKRD24	0.00322	0.00435	0.00051	0.00133	0.00252	0	0.00274	0.00469	0	0	0.00761
EBI3	0.13893	0.2913	0.00677	0.02004	0.01788	0.11211	0.03716	0.15074	0.02529	0.00556	0.00994
CCDC94	0.05083	0.06177	0.05671	0.07372	0.03167	0.07247	0.07157	0.08236	0.08318	0.04314	0.03804
SHD	0.00184	0.00194	6e-04	0.0522	0.01631	0	0.00125	0.00454	0	0.00179	0
TMIGD2	0.00063	0.00105	0.10135	0.00094	0.00395	0.02618	0.0063	0.01717	0.0191	0.00499	0.044
FSD1	0	0.00063	0.01786	0.0021	0.00273	0.00437	0.00144	0.00567	0	0.00487	0
STAP2	0.01276	0.00936	0.00487	0.21736	0.0737	0.02183	0.02573	0.01317	0.00318	0.01222	0.01087
MPND	0.10592	0.09981	0.03205	0.08876	0.03854	0.03407	0.06428	0.09017	0.03052	0.02705	0.02354
AC007292.3	0.00261	0.0037	0.00433	0.00144	0.00146	0.00188	0.00182	0.00084	0	0.00761	0
SH3GL1	0.14342	0.16457	0.06563	0.11527	0.06447	0.07598	0.19664	0.14496	0.0673	0.28998	0.05712
AC007292.6	0.00193	0.00147	0.00032	0.00263	0.00487	0.00082	0	0.00082	0	0	0
CHAF1A	0.05286	0.02781	0.00964	0.05621	0.03127	0.0242	0.03141	0.11533	0.00934	0.03157	0
UBXN6	0.19602	0.17794	0.06486	0.18327	0.11309	0.0874	0.18207	0.14067	0.08064	0.24055	0.01782
CTB-50L17.9	0.00062	0.00015	0	0.00064	0.00033	0	0	0.00093	0	0	0
CTB-50L17.16	0.00045	0.00082	8e-04	0.0014	0.01157	0.00103	0.00637	0.00207	0.01008	0.00804	0
CTB-50L17.10	0.11274	0.10173	0.06109	0.1414	0.085	0.09254	0.13943	0.16689	0.05115	0.10137	0.03438
PLIN4	0.00432	0.00441	0.00122	0.02468	0.03183	0	0	0.00315	0	0	0
PLIN5	0.00695	0.01161	0.00292	0.1288	0.15714	0	0.00099	0.01314	0	0.00525	0
CTB-50L17.14	0.00115	0.00208	0.00067	0.04119	0.04606	0.001	0.00164	0.00162	0	0	0
LRG1	0.05761	0.07952	0.01668	0.78947	0.43168	0.05833	0.04486	0.07171	0.02033	0.03025	0
SEMA6B	0.03524	0.02676	0.00197	0.0117	0.01335	0.0019	0.01862	0.00705	0.00258	0.32476	0
TNFAIP8L1	0.03583	0.0581	0.02851	0.1013	0.05682	0.03244	0.09808	0.10084	0.03235	0.31487	0.14338
MYDGF	0.57043	0.55062	0.19273	0.99942	0.44848	0.27165	0.54406	0.61888	0.36568	0.52481	0.32884
AC005339.2	0.00067	0.00067	0	0.00035	0.00021	0.00142	0	0	0	0	0
DPP9	0.10379	0.13956	0.05808	0.14676	0.10575	0.05065	0.09379	0.15195	0.0469	0.13319	0.03949
DPP9-AS1	0.00018	0.00036	0.00069	0.00092	0.00193	0	0	0	0.00312	0	0
MIR7-3HG	0.00063	0.00078	0.00036	0.02048	0.00752	0.00135	0.00059	0.00053	0	0	0
AC005523.3	0.00018	0.00052	0.00022	0.00105	0	0.00132	0	0.00294	0	0.00402	0.01161
FEM1A	0.03598	0.03679	0.04751	0.06738	0.03428	0.02854	0.04497	0.05445	0.04843	0.07258	0.03772
AC005523.2	0.01059	0.01244	0.02783	0.01533	0.00956	0.02342	0.0192	0.02192	0.0198	0.02883	0.04504
TICAM1	0.07989	0.06449	0.03929	0.06778	0.03828	0.03175	0.03313	0.0662	0.05937	0.06058	0.0086
CTC-518P12.6	0.00173	0.00283	0.00027	0.00127	0	0.00278	0.00725	0.00047	0	0.00429	0
PLIN3	0.25949	0.24433	0.05575	0.27874	0.10753	0.12984	0.26809	0.40292	0.10486	0.1444	0.12537
ARRDC5	0.00752	0.00896	0.00555	0.00042	0.00083	0.00243	0	0	0.01083	0.00697	0.01797
UHRF1	0.0736	0.00402	0.00214	0.02314	0.00716	0.00386	0.03333	0.20117	0	0.00769	0
KDM4B	0.07431	0.07508	0.05175	0.07036	0.05196	0.08481	0.07125	0.06009	0.40081	0.12709	0.07431
PTPRS	0.00304	0.00341	0.00508	0.18459	0.11663	0.0029	0.13957	0.00443	0.02631	0.00393	0
CTC-482H14.5	0.00087	0.00042	0.00028	0.00038	0	0	0.00172	0	0.00322	0	0
LLNLR-304G9.1	0	0	0.00031	0.00269	0.00088	0	0	0.00056	0.00087	0	0
TINCR	0.00087	0.00025	0.00205	0.00068	0	0.0013	0.00554	0	0	0.00979	0.01765
SAFB2	0.14906	0.14026	0.23868	0.11085	0.12068	0.20693	0.20443	0.23529	0.20102	0.27093	0.1792
SAFB	0.14432	0.15876	0.15053	0.17973	0.10248	0.16847	0.18738	0.26395	0.13229	0.20019	0.13569
RPL36	2.98565	2.91832	2.96518	3.33476	2.25645	3.20703	2.90304	2.92873	2.98642	2.86147	3.01724
C19orf70	0.68669	0.68223	0.25543	0.80392	0.3274	0.40307	0.74781	0.69782	0.26981	0.51289	0.17782
HSD11B1L	0.02113	0.01488	0.00576	0.06995	0.0295	0.00125	0.03972	0.0118	0	0.04038	0
LONP1	0.19643	0.12397	0.04551	0.22167	0.13759	0.05579	0.08815	0.1906	0.04827	0.07399	0.00889
PRR22	0.005	0.00589	0.00302	0.0131	0.0142	0.00423	0	0.00599	0.00392	0.00105	0
DUS3L	0.03775	0.0343	0.02353	0.07112	0.03387	0.02699	0.03505	0.04774	0.03402	0.04905	0.03125
NRTN	0.00283	0.00043	0.00195	0.04736	0.01903	0.00397	0.00926	0.00318	0.00427	0.00578	0
FUT6	0.00081	0.00017	0.00133	0.05514	0.0754	0.00215	0	0.00235	0.00218	0	0
FUT3	0	0	0.00197	0.06463	0.04309	0	0.00135	0.00084	0	0.00585	0
FUT5	0	0.00024	0	4e-04	0.00029	0	0	0	0	0	0
AC024592.12	0.00031	0.00034	0.00022	0.00111	0	0	0	0	0	0	0
NDUFA11	0.86416	0.83108	0.48525	1.3635	0.54067	0.75054	1.08761	1.02645	0.49275	0.78837	0.53062
VMAC	0.02729	0.03182	0.02293	0.03434	0.01628	0.04385	0.02401	0.02763	0.02316	0.0038	0.01325
AC104532.4	0.00748	0.00808	0.02259	0.00541	0.00621	0.01395	0.012	0.00634	0.01669	0.01798	0
CAPS	0.01105	0.01735	0.0312	0.12308	0.08786	0.02104	0.01734	0.01199	0.01252	0.03274	0.02298
RANBP3	0.06309	0.06376	0.05423	0.06628	0.04862	0.08286	0.08941	0.10251	0.03548	0.07294	0.05565
RFX2	0.02985	0.01513	0.02012	0.02848	0.02141	0.01388	0.03121	0.04121	0.00382	0.13016	0.15025
CTC-232P5.3	0.00748	0.00395	0.00108	7e-04	0.00116	0	0.01197	0.00394	0	0.00661	0
ACSBG2	0.00062	0.00024	0	0.00022	0.00034	0	0	0	0	0	0
MLLT1	0.0396	0.04767	0.03183	0.06905	0.03935	0.03546	0.07375	0.07416	0.04256	0.09716	0.09058
